N	3gram	Vygotskiy_	Stilisti
1	в то же	1	9
2	для того чтобы	20	7
3	в зависимости от	2	7
4	того или иного	1	5
5	с точки зрения	12	5
6	одно и то	1	5
7	мы никогда не	1	5
8	и т.д и	2	5
9	и то же	1	5
10	в свою очередь	4	4
11	той или иной	1	4
12	обратное влияние на	1	4
13	и той же	3	4
14	одной и той	3	4
15	с самого начала	8	4
16	то же самое	7	4
17	прежде всего в	1	4
18	но и в	1	3
19	но для того	1	3
20	как мы уже	2	3
21	на самом деле	3	3
22	в конце концов	2	3
23	как мы видели	4	3
24	тех или иных	2	3
25	не только в	1	3
26	и тем самым	3	3
27	которое может быть	1	3
28	в этом случае	5	3
29	и т.п и	1	3
30	но все же	2	3
31	как бы в	1	3
32	в той же	3	3
33	мы видели что	2	2
34	само собой разумеется	1	2
35	в самом деле	6	2
36	есть не что	2	2
37	мы не имеем	1	2
38	чуть ли не	1	2
39	вместе с тем	4	2
40	же самое время	1	2
41	и те же	1	2
42	мы видим что	2	2
43	не может быть	4	2
44	по отношению к	19	2
45	и ту же	1	2
46	мы имели в	1	2
47	о том что	7	2
48	слов и их	1	2
49	отношения к нему	1	2
50	одни и те	1	2
51	мы увидим что	1	2
52	может быть понято	2	2
53	можно сказать что	7	2
54	имели в виду	1	2
55	того что оно	1	2
56	и как бы	1	2
57	связи с этим	1	2
58	не было бы	1	2
59	но при этом	2	2
60	не что иное	2	2
61	смысле этого слова	2	2
62	равно как и	1	2
63	тех случаях когда	1	2
64	как мы увидим	1	2
65	в связи с	6	2
66	к тому что	5	2
67	что иное как	2	2
68	в этом отношении	7	2
69	и не только	1	2
70	и в области	2	2
71	или хотя бы	1	2
72	в тех случаях	1	2
73	мы говорили что	2	1
74	к установлению которого	1	1
75	в том что	33	1
76	происходит потому что	1	1
77	до того как	2	1
78	благодаря тому что	1	1
79	собственном смысле слова	1	1
80	в том и	1	1
81	так как нам	1	1
82	таким образом мы	2	1
83	и является одной	1	1
84	что мы не	1	1
85	несмотря на свою	1	1
86	мы должны были	1	1
87	о котором мы	1	1
88	протекает в форме	1	1
89	котором мы говорили	1	1
90	но вместе с	3	1
91	того времени когда	1	1
92	для этого необходимо	1	1
93	его точка зрения	1	1
94	отношение к миру	1	1
95	является необходимым условием	1	1
96	на все что	1	1
97	к одному и	3	1
98	и тому же	2	1
99	не совсем так	1	1
100	одним из главнейших	1	1
101	они возникают и	1	1
102	ни на один	1	1
103	речь не может	1	1
104	и в отношении	1	1
105	и т.д то	1	1
106	в другом месте	4	1
107	в собственном смысле	2	1
108	в гораздо большей	1	1
109	в себе и	1	1
110	теперь мы можем	1	1
111	является одной из	1	1
112	тем не менее	1	1
113	в процессе развития	3	1
114	сказать что у	1	1
115	которые существуют между	1	1
116	только в том	2	1
117	в развитии понимания	1	1
118	и тем более	2	1
119	в своем развитии	7	1
120	в одном и	1	1
121	гораздо большей степени	1	1
122	если он говорит	1	1
123	на вопрос о	4	1
124	той же мере	2	1
125	с целым рядом	1	1
126	тот же самый	1	1
127	более или менее	1	1
128	по сравнению с	9	1
129	независимо от того	2	1
130	связанных между собой	1	1
131	таким образом в	2	1
132	на этот вопрос	5	1
133	а не наоборот	1	1
134	отношений которые существуют	1	1
135	эту точку зрения	1	1
136	одного и того	8	1
137	и остановимся только	1	1
138	не говоря уже	1	1
139	и находит свое	1	1
140	в процессе образования	2	1
141	не является чем-то	1	1
142	кроме самого говорящего	1	1
143	первостепенное значение для	1	1
144	до сих пор	3	1
145	именно потому что	3	1
146	с помощью которого	3	1
147	того что я	1	1
148	сказать что всякое	1	1
149	того что было	2	1
150	как бы заключительным	1	1
151	из главнейших предметов	1	1
152	так и по	1	1
153	в речевом общении	1	1
154	влияние на развитие	1	1
155	и в развитии	1	1
156	ответа на вопрос	1	1
157	само по себе	2	1
158	как мы видим	1	1
159	является как бы	1	1
160	между этими двумя	2	1
161	представить себе путь	1	1
162	как бы по	1	1
163	во второй стадии	1	1
164	не иначе как	3	1
165	как мы это	2	1
166	что оно является	2	1
167	к которому мы	1	1
168	помощью которого он	1	1
169	мы имеем в	1	1
170	и не путем	1	1
171	одному и тому	2	1
172	нам становится совершенно	1	1
173	и никогда не	1	1
174	о языке все	1	1
175	мы должны будем	1	1
176	только на его	1	1
177	у нас на	1	1
178	за собой мы	1	1
179	на поставленный нами	1	1
180	и по отношению	1	1
181	не только не	7	1
182	и при этом	1	1
183	хотя бы в	2	1
184	и того же	8	1
185	тогда он должен	1	1
186	не может не	3	1
187	в высшей степени	3	1
188	только один шаг	1	1
189	этим словом и	1	1
190	как раз и	1	1
191	и все же	1	1
192	при этом она	1	1
193	что представляет собой	3	1
194	к которому он	1	1
195	не нуждается в	1	1
196	один шаг чтобы	1	1
197	с другой стороны	8	1
198	именно в процессе	1	1
199	обе эти группы	1	1
200	тем самым мы	1	1
201	вопрос о том	4	1
202	точки зрения и	1	1
203	с каждым новым	1	1
204	которой не может	1	1
205	как и самое	1	1
206	только тогда когда	2	1
207	и даже еще	1	1
208	по самой своей	2	1
209	так как в	1	1
210	это происходит потому	1	1
211	на эту тему	1	1
212	можно было бы	8	1
213	мы не можем	2	1
214	и не может	3	1
215	лежит в основе	2	1
216	до того времени	1	1
