N	2gram	Bakhtin_Fr	slovoVRo
1	и в	68	92
2	в романе	24	89
3	и т	1	82
4	то есть	31	64
5	может быть	10	59
6	и его	26	59
7	в нем	12	59
8	и не	25	51
9	не только	21	44
10	не может	5	41
11	но и	17	39
12	до конца	10	37
13	в этом	28	36
14	а не	6	34
15	во всех	8	32
16	точки зрения	8	30
17	так и	8	30
18	языка и	1	29
19	и др	9	29
20	в пределах	1	29
21	в его	21	27
22	слова в	3	26
23	все это	6	25
24	как бы	7	24
25	слова и	3	24
26	слово в	3	24
27	то же	14	23
28	и на	16	22
29	в сущности	15	21
30	как в	4	21
31	не в	2	21
32	вовсе не	18	21
33	в то	14	20
34	прежде всего	23	19
35	как мы	18	19
36	с ним	3	18
37	как и	17	18
38	язык и	2	18
39	же время	13	18
40	себя в	2	18
41	или иной	2	18
42	таким образом	22	17
43	и даже	7	17
44	все же	6	17
45	в основе	7	17
46	в истории	5	17
47	все эти	16	17
48	в большинстве	3	17
49	при этом	5	16
50	в них	19	16
51	к своему	1	16
52	отличие от	3	16
53	но в	20	16
54	в той	7	15
55	и с	15	15
56	с точки	4	15
57	той или	2	15
58	там где	6	15
59	только в	9	14
60	в отличие	3	14
61	узком смысле	2	14
62	так сказать	7	14
63	в узком	3	14
64	в особенности	6	13
65	в слове	2	13
66	на фоне	1	13
67	иной степени	1	13
68	это не	5	13
69	с другой	8	13
70	с его	6	13
71	рядом с	5	13
72	и следовательно	3	13
73	и для	6	13
74	и к	4	12
75	в отношении	3	12
76	еще не	3	12
77	во всяком	2	12
78	никогда не	2	12
79	и потому	6	12
80	или в	3	12
81	точек зрения	1	12
82	а в	3	12
83	отношение к	11	12
84	и наконец	5	12
85	один из	9	11
86	в этих	8	11
87	большинстве случаев	3	11
88	с ними	4	11
89	для него	7	11
90	с одной	5	11
91	язык в	1	11
92	на его	4	11
93	в плане	3	11
94	одной стороны	4	11
95	зрения на	1	10
96	в языке	2	10
97	и их	5	10
98	и все	16	10
99	уже не	2	10
100	все они	5	10
101	лишь в	3	10
102	его слова	1	10
103	в своем	11	10
104	в том	12	10
105	с другими	1	10
106	в себе	5	10
107	далеко не	3	10
108	в него	1	10
109	всех этих	5	10
110	в основном	7	9
111	романа в	3	9
112	поэтому и	4	9
113	более или	1	9
114	в своей	11	9
115	конечно не	4	9
116	сказать что	3	9
117	на почве	1	9
118	этом случае	1	9
119	так как	7	9
120	здесь в	6	9
121	его в	7	9
122	одна из	3	9
123	в их	6	9
124	в смысле	1	9
125	или менее	1	9
126	и других	7	9
127	он не	11	9
128	быть и	2	9
129	одним из	2	9
130	и от	4	9
131	но не	4	9
132	с ее	1	9
133	к нему	4	9
134	более того	1	9
135	в самом	6	8
136	для нас	1	8
137	не на	2	8
138	не могут	1	8
139	в значительной	3	8
140	все время	3	8
141	для понимания	5	8
142	с этим	2	8
143	языка но	1	8
144	всяком случае	2	8
145	входит в	2	8
146	в одной	3	8
147	и часто	1	8
148	на мир	2	8
149	в ней	6	8
150	во всем	4	7
151	же и	4	7
152	еще более	5	7
153	кроме того	5	7
154	но все	5	7
155	смысла и	1	7
156	о нем	3	7
157	например в	2	7
158	связанные с	4	7
159	том что	6	7
160	перед нами	4	7
161	сливается с	1	7
162	но здесь	3	7
163	автора и	1	7
164	известной степени	1	7
165	значительной степени	2	7
166	но именно	3	7
167	слово и	1	7
168	здесь не	5	7
169	друг друга	2	7
170	того же	4	7
171	по преимуществу	3	7
172	у него	14	7
173	не было	7	7
174	связи с	8	7
175	в таком	2	7
176	удельный вес	1	7
177	мы уже	19	7
178	также и	6	7
179	с которым	1	7
180	жизни и	6	7
181	в целом	3	7
182	что в	14	6
183	и здесь	5	6
184	дело с	2	6
185	даже в	4	6
186	в одном	7	6
187	единым и	1	6
188	ни в	6	6
189	другой стороны	5	6
190	по себе	1	6
191	конечно и	3	6
192	именно в	5	6
193	одновременно и	3	6
194	роль в	7	6
195	большей или	3	6
196	со всею	5	6
197	можно сказать	2	6
198	в свою	3	6
199	наконец в	3	6
200	слов и	4	6
201	и там	1	6
202	в контексте	1	6
203	как к	1	6
204	связан с	6	6
205	и прямо	1	6
206	мы сказали	2	6
207	в качестве	2	6
208	xix века	5	6
209	бы и	1	6
210	и единственного	1	6
211	а также	6	6
212	человек в	1	6
213	мира и	4	6
214	на этом	3	6
215	например у	1	6
216	хотя бы	2	6
217	между тем	3	6
218	стороны и	2	6
219	в новое	1	6
220	нем и	1	6
221	или меньшей	3	6
222	он в	2	6
223	точку зрения	1	6
224	которые в	2	6
225	ничего не	4	6
226	эпохи и	3	6
227	в чисто	1	6
228	в прямых	1	5
229	и при	2	5
230	не как	1	5
231	и чисто	1	5
232	а затем	2	5
233	роман в	1	5
234	в результате	1	5
235	и форм	2	5
236	к его	1	5
237	они не	4	5
238	по отношению	3	5
239	вместе с	4	5
240	не менее	2	5
241	о том	5	5
242	но оно	2	5
243	его и	1	5
244	в данном	5	5
245	и более	2	5
246	слова все	1	5
247	мы не	3	5
248	для того	5	5
249	с помощью	5	5
250	только на	4	5
251	связанных с	1	5
252	слов о	1	5
253	речи в	1	5
254	той же	9	5
255	отношению к	2	5
256	почти вовсе	5	5
257	линии в	1	5
258	но он	9	5
259	в дальнейшем	4	5
260	между этими	1	5
261	остается в	2	5
262	уже в	4	5
263	на протяжении	7	5
264	хотя и	2	5
265	этом отношении	4	5
266	и этим	1	5
267	с их	5	5
268	в каждый	1	5
269	слова не	1	5
270	как его	2	5
271	или даже	1	5
272	в других	4	5
273	особенно в	6	5
274	а как	1	5
275	в быту	1	5
276	слова с	1	5
277	эти формы	1	5
278	не знает	1	5
279	не с	1	5
280	почти всегда	1	5
281	борьба с	1	5
282	и сам	5	5
283	меньшей степени	2	5
284	слова его	1	5
285	характерно что	2	5
286	оно может	1	5
287	и по	4	5
288	особый язык	1	5
289	для этого	3	5
290	имеет дело	1	5
291	до сих	6	4
292	оно и	1	4
293	точном смысле	2	4
294	языке и	1	4
295	всех сферах	1	4
296	оно было	1	4
297	в большей	2	4
298	в некоторых	1	4
299	в другой	2	4
300	те же	6	4
301	в виду	8	4
302	влияние на	2	4
303	для всех	1	4
304	со всеми	5	4
