N	3gram	Propp_Isto	VLabPisa
1	и т д	36	16
2	не может быть	6	8
3	с другой стороны	10	8
4	по отношению к	2	7
5	в том что	4	5
6	в зависимости от	1	5
7	в то же	1	5
8	то же время	1	5
9	вместе с тем	7	4
10	можно сказать что	1	4
11	можно утверждать что	1	4
12	не могут быть	1	4
13	в связи с	6	4
14	мы видели что	2	3
15	о том как	4	3
16	для того чтобы	3	3
17	о том что	5	3
18	подобно тому как	2	3
19	хотя бы в	1	3
20	этих и подобных	1	3
21	это и есть	1	3
22	одной стороны и	1	2
23	не только для	1	2
24	во всяком случае	1	2
25	от того что	1	2
26	в том чтобы	2	2
27	этой точки зрения	2	2
28	в том числе	3	2
29	не в том	2	2
30	таким образом в	2	2
31	но и он	1	2
32	мы знаем что	8	2
33	до сих пор	7	2
34	иметь в виду	1	2
35	том числе и	2	2
36	не только в	2	2
37	во всех этих	2	2
38	из них не	1	2
39	в частности в	1	2
40	т е в	6	2
41	только в том	1	2
42	только то что	1	2
43	с одной стороны	7	2
44	носит в себе	1	2
45	после того как	4	2
46	так же как	10	1
47	это то что	1	1
48	что он не	1	1
49	при помощи которых	1	1
50	сих пор не	1	1
51	но то же	1	1
52	может быть достигнуто	1	1
53	в более поздних	1	1
54	в свою очередь	1	1
55	с этим и	1	1
56	как будто бы	1	1
57	т е тот	1	1
58	но вместе с	4	1
59	том смысле что	1	1
60	мы видим что	4	1
61	на то что	3	1
62	и может быть	1	1
63	и он же	1	1
64	но и в	2	1
65	эти примеры показывают	2	1
66	как мы знаем	1	1
67	это явствует из	1	1
68	в ту же	1	1
69	что даже и	1	1
70	он же говорит	1	1
71	в том смысле	2	1
72	по сравнению с	1	1
73	его роль в	1	1
74	все эти примеры	1	1
75	один из видов	1	1
76	это одна из	1	1
77	то время как	3	1
78	в этом случае	13	1
79	дело не в	1	1
80	с этой точки	2	1
81	может быть в	1	1
82	в самом деле	1	1
83	и тем более	1	1
84	как один из	1	1
85	материалов показывает что	1	1
86	в то время	3	1
87	чтобы ответить на	1	1
88	и то же	2	1
89	на этот вопрос	2	1
90	приводит в движение	1	1
91	в таком случае	1	1
92	убедительно показывают что	1	1
93	все же не	1	1
94	к этой категории	1	1
95	что один из	1	1
96	материалы показывают что	4	1
97	ничего общего с	1	1
98	другой стороны в	1	1
99	что для того	1	1
100	нет например в	1	1
101	как и все	1	1
102	творчества они могут	1	1
103	есть одно и	2	1
104	одно и то	2	1
105	что перед нами	1	1
106	которые не имели	1	1
107	то или иное	1	1
108	часто в качестве	1	1
109	мы только что	1	1
110	или как говорит	1	1
111	и не по	1	1
112	в свете этих	2	1
113	по аналогии с	1	1
114	и вместе с	3	1
115	т е тех	1	1
116	еще не означает	1	1
117	в соответствии с	1	1
118	в данном случае	2	1
119	все же и	1	1
120	всегда связаны с	1	1
121	но даже в	1	1
122	главным образом в	1	1
123	говорит об этом	1	1
124	того или другого	1	1
125	при помощи которой	2	1
126	в ней не	1	1
127	человека таким образом	1	1
128	же как и	4	1
129	только один из	1	1
130	доказывается тем что	1	1
131	одна из форм	1	1
132	то же самое	1	1
133	со всем что	1	1
134	но все же	6	1
135	одна из них	1	1
136	совершенно очевидно что	1	1
137	мы не будем	3	1
138	вопрос о том	1	1
139	а не только	1	1
140	таким образом и	1	1
141	только тогда когда	2	1
142	в виду что	1	1
143	об этом говорит	1	1
144	к этому же	1	1
145	но и для	1	1
146	и никем не	1	1
147	может быть и	1	1
