N	4gram	Tiupa_Vved	Narrotol
1	в даме с собачкой	4	9
2	в то же время	4	8
3	состоит в том что	1	6
4	во времени и пространстве	1	5
5	мы имеем дело с	4	5
6	встречи с анной сергеевной	1	4
7	в коммуникативном событии рассказывания	1	3
8	дело в том что	1	3
9	внимание на то что	1	3
10	наррации и ее вербализации	1	3
11	в этом и состоит	1	3
12	в том как произойдет	2	2
13	той мере в какой	2	2
14	самим актом рассказывания отмежеванная	2	2
15	в воспринимающем ее сознании	1	2
16	представляет собой своего рода	1	2
17	главное действующее лицо события	2	2
18	дело не только в	1	2
19	здесь мы имеем дело	1	2
20	дает о себе знать	1	2
21	я себе другая жизнь	1	2
22	мысль о том что	1	2
23	виртуальными перспективами которые разворачиваются	2	2
24	а в том как	1	2
25	том что одно и	1	2
26	доме или в арестантских	1	2
27	рассказывания в этом последнем	1	2
28	в той мере в	2	2
29	сердце у него сжалось	2	2
30	единственным надежным ориентиром в	1	2
31	есть на самом деле	1	2
32	как муж и жена	1	2
33	по отношению к ним	2	2
34	действующее лицо события свидетель	2	2
35	с той или иной	1	2
36	и не сводится к	1	2
37	повествования с прецедентной картиной	2	2
38	сами участвуем как слушатели-читатели	1	2
39	сидишь в сумасшедшем доме	1	2
40	сумасшедшем доме или в	1	2
41	чехова выступает ответственная свобода	1	2
42	обратим внимание на то	1	2
43	мира самим актом рассказывания	2	2
44	есть же говорила я	1	2
45	как уже говорилось выше	1	2
46	в самом первом эпизоде	1	2
47	которые разворачиваются в сердцевине	2	2
48	в том что одно	1	2
49	ведь есть же говорила	1	2
50	и не может быть	1	2
51	своего и чужого слова	2	2
52	в сумасшедшем доме или	1	2
53	последнем мы и сами	1	2
54	исключительно в сфере слова	2	2
55	что одно и то	1	2
56	а стало быть и	1	2
57	у нас нет оснований	1	2
58	множественными виртуальными перспективами которые	2	2
59	и сами участвуем как	1	2
60	в направлении возможного но	2	2
61	самого рассказывания в этом	1	2
62	едва ли не наиболее	1	2
63	и в то же	1	2
64	одного и того же	1	2
65	перспективами которые разворачиваются в	2	2
66	или несколькими социально-языковыми кругозорами	2	2
67	события свидетель и судия	2	2
68	имплицитно заключает в себе	2	2
69	этом последнем мы и	1	2
70	в сердцевине истории в	2	2
71	в этом месте рассказа	1	2
72	разворачиваются в сердцевине истории	2	2
73	в войне и мире	2	2
74	а не все что	2	2
75	дистанция между двумя или	2	2
76	мы и сами участвуем	1	2
77	направлении возможного но неопределенного	2	2
78	вероятностная картина диегетического мира	1	2
79	между двумя или несколькими	2	2
80	из участников рассказываемой истории	2	2
81	свойство делающее его знаком	2	2
82	одно и то же	1	2
83	как раз в том	1	2
84	между началом и концом	1	2
85	характерное свойство делающее его	2	2
86	истории в направлении возможного	2	2
87	в этом последнем мы	1	2
88	актом рассказывания отмежеванная от	2	2
89	возможного но неопределенного горизонта	2	2
90	сердцевине истории в направлении	2	2
91	делающее его знаком если	2	2
92	возникает вследствие того что	1	2
93	или в арестантских ротах	1	2
94	диегетического мира самим актом	2	2
95	раз в том что	1	2
96	от эпизода к эпизоду	1	2
97	с прецедентной картиной мира	4	2
98	и т.д вплоть до	1	2
99	то же самое следует	1	2
100	что у нее тревожно	1	2
101	двумя или несколькими социально-языковыми	2	2
102	в той или иной	1	2
103	лицо события свидетель и	2	2
104	до встречи с анной	1	2
105	к тому же в	1	2
106	плачут и долго думают	2	2
107	же говорила я себе	1	2
108	точно сидишь в сумасшедшем	1	2
109	говорила я себе другая	1	2
110	английский язык как гетероглоссия	1	1
111	втором случае имеет место	1	1
112	упоминания в нем о	1	1
113	себе ее интерпретацию не	1	1
114	эффективную нарратологическую типологию такого	1	1
115	в близком данному пониманию	1	1
116	истории виртуальная трехмерная протяженность	1	1
117	новое и главное действующее	1	1
118	и актуализируется только рецептивными	1	1
119	тексту цепь этих единиц	1	1
120	изобретает свои собственные правила	1	1
121	ее то эгоцентрический субъект	1	1
122	истории чья точка зрения	1	1
123	портрета господского подражателя у	1	1
124	не только в пространственно-временной	1	1
125	своим пониманием писатель будучи	1	1
126	порой прямо обращается читая	1	1
127	своих поступках а также	1	1
128	них как правило протекает	1	1
129	этосом личной ответственности которую	1	1
130	сфере дискурсивных практик мишель	1	1
131	в пределе подобные тексты-в-тексте	1	1
132	во времени переносом в	1	1
133	от невыносимых пут имеет	1	1
134	полюбившая как следует по-настоящему	1	1
135	отсутствующей уступает значимости концовки	1	1
136	быть и рецептивных установок	1	1
137	на другой смысл способный	1	1
138	неро оказывается носителем функции	1	1
139	пирса егерь чехова для	1	1
140	она и прибегает к	1	1
141	система точек зрения обращена	1	1
142	тексте он не идентичен	1	1
143	наррации пронизано ценностными смыслами	1	1
144	происхождения здесь карамзин обращается	1	1
145	говоря словами жиля делёза	1	1
146	этот бахтинский неологизм был	1	1
147	модификация общериторического понятия применительно	1	1
148	социального охвата с той	1	1
149	изложение событийной цепи эпизодов	1	1
150	кто лучше нас слышит	1	1
151	воображаемого наррация прокладывает границу	1	1
152	ассимиляцию размежевание и диалогическое	1	1
153	период его становления в	1	1
154	данной истории явственно манифестируется	1	1
155	являются частью истории история	1	1
156	фиксирующего единичные действия или	1	1
157	эмоциональность тревога любопытство удивление	1	1
158	может быть не столь	1	1
159	о героях о первопредках	1	1
160	отрезкам жизни особую ценностную	1	1
161	обращают экзистенциальную вопросительность подобного	1	1
162	эмоциональное восприятие отдельных эпизодов	1	1
163	рассказывания способно оттеснять на	1	1
164	исполняет папа и мама	1	1
165	сознания оно интерсубъективно и	1	1
166	только рецептивными актами воспринимающих	1	1
167	не существует такая сепаратность	1	1
168	[...] то потому что	1	1
169	активно участвовал в формировании	1	1
170	качестве яркого примера организованности	1	1
171	обращается к нашему воображению	1	1
172	персонажам возможности уклонения от	1	1
173	вперед и вспять как	1	1
174	чехова дело обстоит иначе	1	1
175	согласно разграничению введенному женеттом	1	1
176	принадлежит сознанию персонажа и	1	1
177	временем действия и составом	1	1
178	повествования как он сам	1	1
179	и кумулятивной схема кумулятивная	1	1
180	нарративных инстанций при которой	1	1
181	тексте ни слова и	1	1
182	не существует ни объективно	1	1
183	с императивной картиной мира	1	1
184	оборачивается теорией повествовательной коммуникации	1	1
185	что презентация наррации может	1	1
186	речи формировать культурную память	1	1
187	если само коммуникативное событие	1	1
188	направлений дальнейшего хода жизни	1	1
189	поддержка иначе говоря всякое	1	1
190	однако позиция ненадежного нарратора	1	1
191	которую пирс открывает отмечая	1	1
192	коллективными хоровыми смысл это	1	1
193	персонифицирован однако ориентирован на	1	1
194	и не могло быть	1	1
195	то сердце у него	1	1
196	о предмете понимания а	1	1
197	ценностной значимостью важно не	1	1
198	сюжетного действия может быть	1	1
199	открывается во всей его	1	1
200	кванте нашего исторического опыта	1	1
201	может состоять лишь из	1	1
202	наррации в комиксах или	1	1
203	каково отношение между изменением	1	1
204	уплотняется становится художественно-зримым пространство	1	1
205	ставят на молитву и	2	1
206	и более мягкие ее	1	1
207	текст писателем биографической личностью	1	1
208	но в неожиданном сцеплении	1	1
209	смыслам такая наррация вызывает	1	1
210	от войны языков ролан	1	1
211	в грустные минуты он	1	1
212	перечитывая шедевр мы переживаем	1	1
213	индуцируют напряжение ожидания поскольку	1	1
214	нарративном дискурсе общеизвестная особенность	1	1
215	нравственный урок буркин решительно	1	1
216	очевидны но смысловая интерпретация	1	1
217	приемов в близком данному	1	1
218	детской в другой взрослой	1	1
219	вполне искренним о нарраторе	1	1
220	нарративных структур заново актуализированная	1	1
221	мнения ирреально а убеждения	1	1
222	человеческого опыта процессы подлежат	1	1
223	чтобы'' ''из-за'' и т.д	1	1
224	по именам указан их	1	1
225	художественной словесностью лиминальная схема	1	1
226	наше восприятие общеизвестного нарративным	1	1
227	рода последовательность как смысловую	1	1
228	мертвые знаки текста событийность	1	1
229	подземелье отчего дома очень	1	1
230	рецептивная установка слушателя состоит	1	1
231	ценностные ориентиры моральные уроки	1	1
232	утрачивает статуса тайны которая	1	1
233	как правило активизирует читательское	1	1
234	думают о постигшей котят	1	1
235	как повседневная практика общения	1	1
236	на понятийное мышление к	1	1
237	последующим возрождением первая вариация	1	1
238	не роман потому что	1	1
239	собой наррацию без нарратора	1	1
240	именуют имплицитным автором понятие	1	1
241	и оцененном мире этот	1	1
242	по мысли рикёра чтобы	1	1
243	повествователь молчаливо возлагает ответственность	1	1
244	как участие в коммуникативном	1	1
