N	2gram	Vinokur_Ku	slovoVRo
1	и в	44	92
2	и т	62	82
3	т п	39	72
4	может быть	25	59
5	и его	8	59
6	в нем	7	59
7	и не	23	51
8	не только	29	44
9	не может	13	41
10	но и	13	39
11	до конца	3	37
12	в этом	31	36
13	а не	17	34
14	во всех	1	32
15	точки зрения	25	30
16	так и	10	30
17	языка и	16	29
18	могут быть	5	29
19	и др	1	29
20	в пределах	8	29
21	в его	16	27
22	слова в	7	26
23	языка в	14	25
24	все это	10	25
25	как бы	11	24
26	слова и	8	24
27	слово в	2	24
28	то же	12	23
29	чужой речи	1	23
30	и на	8	22
31	языков и	1	22
32	в сущности	11	21
33	как в	6	21
34	не в	18	21
35	вовсе не	18	21
36	в процессе	1	20
37	в то	4	20
38	прежде всего	14	19
39	как мы	2	19
40	с ним	5	18
41	как и	3	18
42	язык и	1	18
43	же время	4	18
44	себя в	1	18
45	или иной	3	18
46	таким образом	17	17
47	оно не	5	17
48	и даже	5	17
49	все же	17	17
50	языковое сознание	1	17
51	в истории	3	17
52	все эти	17	17
53	в большинстве	3	17
54	при этом	6	16
55	в них	10	16
56	к своему	2	16
57	отличие от	3	16
58	но в	11	16
59	в той	6	15
60	и с	11	15
61	языков в	1	15
62	с точки	16	15
63	литературный язык	1	15
64	той или	1	15
65	там где	7	15
66	только в	15	14
67	в отличие	3	14
68	узком смысле	2	14
69	так сказать	5	14
70	в узком	3	14
71	в особенности	6	13
72	отношении к	1	13
73	в слове	3	13
74	на фоне	3	13
75	это не	13	13
76	с другой	14	13
77	с его	4	13
78	рядом с	7	13
79	и следовательно	2	13
80	и для	3	13
81	и к	1	12
82	в отношении	2	12
83	еще не	10	12
84	во всяком	8	12
85	слово как	1	12
86	никогда не	2	12
87	и потому	6	12
88	или в	5	12
89	а в	7	12
90	отношение к	2	12
91	один из	8	11
92	в этих	5	11
93	большинстве случаев	3	11
94	с ними	6	11
95	для него	2	11
96	с одной	3	11
97	языка как	7	11
98	язык в	7	11
99	на его	3	11
100	одной стороны	2	11
101	слова как	5	11
102	в языке	16	10
103	и их	2	10
104	и все	4	10
105	уже не	13	10
106	все они	1	10
107	лишь в	6	10
108	т д	21	10
109	в своем	4	10
110	в том	47	10
111	она не	1	10
112	языку и	1	10
113	в себе	4	10
114	далеко не	2	10
115	в него	1	10
116	всех этих	4	10
117	в основном	1	9
118	поэтому и	1	9
119	более или	3	9
120	в своей	4	9
121	конечно не	3	9
122	сказать что	5	9
123	на почве	2	9
124	этом случае	4	9
125	так как	16	9
126	здесь в	1	9
127	его в	1	9
128	одна из	1	9
129	в их	3	9
130	в смысле	2	9
131	или менее	3	9
132	и других	1	9
133	он не	4	9
134	быть и	1	9
135	одним из	2	9
136	и от	2	9
137	но не	11	9
138	к нему	1	9
139	более того	2	9
140	в самом	20	8
141	для нас	6	8
142	не на	4	8
143	не могут	5	8
144	свой язык	4	8
145	может стать	1	8
146	зависимости от	9	8
147	язык не	2	8
148	все время	1	8
149	с этим	6	8
150	своему предмету	1	8
151	словом в	1	8
152	в зависимости	7	8
153	языка но	3	8
154	всяком случае	8	8
155	п в	3	8
156	и организации	1	8
157	в одной	1	8
158	и часто	1	8
159	в ней	6	8
160	во всем	1	7
161	же и	4	7
162	еще более	1	7
163	кроме того	2	7
164	язык как	9	7
165	но все	5	7
166	смысла и	2	7
167	о нем	2	7
168	например в	5	7
169	связанные с	3	7
170	том что	30	7
171	перед нами	4	7
172	но здесь	2	7
173	и иных	1	7
174	на своем	1	7
175	но именно	1	7
176	здесь не	5	7
177	стиля и	1	7
178	того же	6	7
179	по преимуществу	3	7
180	о слове	2	7
181	у него	3	7
182	не было	6	7
183	связи с	8	7
184	и непосредственно	1	7
185	в таком	3	7
186	удельный вес	1	7
187	мы уже	1	7
188	его не	1	7
189	также и	7	7
190	ту же	6	7
191	с которым	1	7
192	жизни и	1	7
193	в целом	5	7
194	что в	25	6
195	и здесь	8	6
196	дело с	2	6
197	даже в	4	6
198	в одном	4	6
199	ни в	3	6
200	другой стороны	12	6
201	по себе	10	6
202	конечно и	3	6
203	именно в	7	6
204	роль в	6	6
205	себя и	1	6
206	большей или	2	6
207	языка то	3	6
208	можно сказать	6	6
209	по своим	2	6
210	в свою	4	6
211	говорить о	5	6
212	слов и	2	6
213	и там	2	6
214	в контексте	2	6
215	как к	2	6
216	связан с	2	6
217	мы сказали	1	6
218	в качестве	12	6
219	слово не	1	6
220	xix века	5	6
221	бы и	6	6
222	лежит в	1	6
223	а также	3	6
224	человек в	1	6
225	на этом	4	6
226	хотя бы	19	6
227	между тем	11	6
228	к языку	6	6
229	или меньшей	2	6
230	точку зрения	2	6
231	которые в	2	6
232	ничего не	6	6
233	должна быть	6	5
234	и при	3	5
235	каждый данный	1	5
236	не как	2	5
237	в результате	8	5
238	и форм	1	5
239	к его	1	5
240	они не	4	5
241	по отношению	9	5
242	вместе с	8	5
243	не менее	12	5
244	о том	10	5
245	но оно	2	5
246	его и	1	5
247	стилистический анализ	1	5
248	не является	2	5
249	в противовес	3	5
250	в данном	8	5
251	и более	3	5
252	мы не	1	5
253	для того	23	5
254	с помощью	12	5
255	только на	1	5
256	связанных с	2	5
257	слов о	2	5
258	языка не	5	5
259	речи в	7	5
260	той же	5	5
261	отношению к	9	5
262	со словом	3	5
263	а вовсе	1	5
264	но он	2	5
265	в дальнейшем	1	5
266	как такового	2	5
267	в поэзии	1	5
268	уже в	5	5
269	на протяжении	1	5
270	хотя и	7	5
271	этом отношении	8	5
272	с их	3	5
273	в каждый	1	5
274	слова не	2	5
275	как его	1	5
276	моменты языка	1	5
277	или даже	2	5
278	должен быть	8	5
279	в других	1	5
280	в каждом	3	5
281	а как	1	5
282	данный момент	3	5
283	в быту	1	5
284	слова с	2	5
285	не знает	4	5
286	и может	3	5
287	не с	4	5
288	почти всегда	3	5
289	и сам	1	5
290	меньшей степени	2	5
291	конца и	1	5
292	в чужом	1	5
293	и по	4	5
294	для этого	6	5
295	имеет дело	1	5
296	до сих	5	4
297	по существу	9	4
298	оно и	1	4
299	или иные	2	4
300	обстоит дело	1	4
301	в большей	2	4
302	в некоторых	1	4
303	те же	1	4
304	его но	1	4
305	не столько	2	4
306	в виду	7	4
307	влияние на	1	4
308	среди других	1	4
309	если бы	21	4
310	самого языка	4	4
311	отношения к	2	4
312	всегда в	2	4
313	что он	7	4
314	так же	8	4
315	языка так	2	4
316	языка или	1	4
317	которая не	1	4
318	как только	2	4
319	на первый	1	4
320	к тому	8	4
321	поэзии и	1	4
322	дело не	4	4
323	даже и	5	4
324	того чтобы	25	4
325	в другом	2	4
326	но эти	1	4
327	тогда когда	7	4
328	и уже	2	4
329	и слово	1	4
330	те или	2	4
331	именно на	1	4
332	с этой	4	4
333	языковой системы	2	4
334	в различных	1	4
335	ни были	3	4
336	в чем	2	4
337	свою очередь	4	4
338	и во	1	4
339	новые и	1	4
340	своем языке	1	4
341	в известной	1	4
342	эти категории	2	4
343	он может	1	4
344	однако в	2	4
345	связано с	3	4
346	этой категории	1	4
347	но это	4	4
