N	4gram	Bakhtin_Pr	KulturaY
1	в то же время	13	6
2	можно было бы сказать	1	6
3	и т п в	1	5
4	и т п все	2	5
5	в зависимости от того	1	4
6	заключается в том что	1	4
7	и т п так	1	3
8	большей или меньшей степени	2	3
9	в большей или меньшей	2	3
10	уже само по себе	1	3
11	по мере того как	1	3
12	в том что он	4	3
13	но с другой стороны	2	3
14	не в том что	1	3
15	о котором идет речь	1	2
16	лишь с точки зрения	1	2
17	что с точки зрения	1	2
18	строить свою речь в	1	2
19	в той или иной	1	2
20	а в том что	1	2
21	и в то же	2	2
22	в собственном смысле слова	1	2
23	в самом деле в	1	2
24	т п все это	1	2
25	никогда не может быть	1	1
26	само по себе не	1	1
27	которая как мы знаем	1	1
28	что в большинстве случаев	2	1
29	нужно иметь в виду	1	1
30	в том и в	1	1
31	до самого последнего времени	1	1
32	в зависимости от них	1	1
33	бы до некоторой степени	1	1
34	том и в другом	1	1
35	не с точки зрения	1	1
36	п с точки зрения	1	1
37	то это вовсе не	1	1
38	и т п с	1	1
39	дело в том что	1	1
40	по себе еще не	4	1
41	и не может быть	1	1
42	с другой стороны эта	1	1
43	иметь в виду что	1	1
44	хотя бы до некоторой	1	1
45	что бы то ни	1	1
46	с точки зрения ее	1	1
47	о том что он	1	1
48	в то время как	2	1
49	по себе достаточно чтобы	1	1
50	во всяком случае была	1	1
51	сама по себе еще	1	1
52	а может быть и	1	1
53	которая как раз и	1	1
54	и не могут быть	1	1
55	и в другом случае	1	1
56	не потому что она	1	1
57	мы имеем в виду	1	1
58	и в том и	1	1
59	из уст в уста	1	1
60	бы то ни было	2	1
61	каково бы ни было	1	1
62	и не потому что	1	1
63	т п с точки	1	1
64	если бы не было	1	1
65	бы то ни стало	1	1
66	в каждом из этих	1	1
67	какой бы то ни	1	1
68	те же что и	1	1
69	с двух точек зрения	1	1
70	и в этом отношении	2	1
71	во что бы то	1	1
72	ни на минуту не	1	1
73	зависимости от того в	1	1
74	что же это за	1	1
