N	3gram	Losev_Prob	Istorich
1	и т д	20	142
2	в этих случаях	1	47
3	с другой стороны	11	46
4	до сих пор	4	30
5	в этом случае	8	29
6	с одной стороны	2	28
7	так же как	3	27
8	в том что	17	25
9	не может быть	5	24
10	вместе с тем	1	23
11	но все же	1	23
12	тем не менее	23	23
13	точно так же	5	22
14	о том что	8	22
15	мы имеем в	1	19
16	не только в	2	19
17	здесь мы имеем	1	17
18	в связи с	9	17
19	о том как	4	15
20	в данном случае	12	15
21	на то что	2	14
22	в то время	6	13
23	мы уже видели	1	13
24	то время как	6	13
25	но и в	2	12
26	как мы видели	2	12
27	мы не будем	3	12
28	в тех случаях	1	11
29	не что иное	6	11
30	мы здесь имеем	1	11
31	во всех этих	1	11
32	что иное как	6	11
33	как и в	2	10
34	можно было бы	6	10
35	тех случаях когда	1	10
36	что и в	3	10
37	более или менее	2	9
38	же как и	4	9
39	в таких случаях	2	9
40	то же самое	17	8
41	таким образом и	1	8
42	приводит нас к	1	8
43	на этот вопрос	1	8
44	и то что	8	8
45	подобно тому как	2	8
46	в зависимости от	3	8
47	дело не в	4	7
48	смысле этого слова	1	7
49	в одном случае	4	7
50	с тем что	1	7
51	во всяком случае	8	7
52	что он не	2	7
53	потому что он	6	7
54	если бы мы	1	7
55	на первый взгляд	3	7
56	сих пор мы	2	7
57	и в других	2	6
58	и здесь мы	2	6
59	к тому же	1	6
60	это значит что	8	6
61	но это не	1	6
62	т д все	1	6
63	этой точки зрения	2	6
64	все же не	1	6
65	с этой точки	1	6
66	не будем здесь	1	6
67	мы видим и	1	6
68	то и здесь	1	6
69	мы не можем	2	6
70	для того чтобы	4	5
71	мы еще не	1	5
72	т д мы	1	5
73	должны были бы	1	5
74	в отличие от	2	5
75	в том чтобы	1	5
76	что это за	3	5
77	в том числе	1	5
78	т д и	5	5
79	совершенно то же	1	5
80	другой стороны и	1	5
81	есть не что	6	5
82	что здесь мы	1	5
83	так и в	2	5
84	т д в	1	5
85	здесь можно было	1	5
86	на самом деле	5	5
87	так или иначе	2	4
88	то это значит	3	4
89	в чистом виде	3	4
90	и может быть	2	4
91	только то что	4	4
92	с точки зрения	9	4
93	однако это не	1	4
94	содержит в себе	13	4
95	том что они	1	4
96	тем что он	1	4
97	вопрос о том	1	4
98	обстоит дело с	1	4
99	еще не вполне	1	4
100	делает вид что	1	4
101	имеется и в	1	4
102	то что она	1	4
103	то же что	1	4
104	иметь в виду	2	4
105	по себе не	1	4
106	и тем не	6	4
107	нам кажется что	1	4
108	сами по себе	8	4
109	в тот момент	1	4
110	можно сказать что	2	4
111	мы до сих	1	4
112	между прочим и	1	4
113	это и есть	3	4
114	одной стороны и	1	3
115	как будто бы	7	3
116	никак не может	3	3
117	и то же	5	3
118	не только не	5	3
119	этот вопрос мы	1	3
120	что в этом	1	3
121	и тем самым	3	3
122	нет необходимости приводить	1	3
123	так что он	2	3
124	до того что	2	3
125	к тому что	1	3
126	за то что	1	3
127	это так то	1	3
128	один и тот	1	3
129	он состоит из	1	3
130	и тем что	2	3
131	мы видели выше	1	3
132	то мы не	1	3
133	дело в том	4	3
134	в другом случае	2	3
135	и тот же	1	3
136	то же в	1	3
137	по сравнению с	3	3
138	я не знаю	1	3
139	но это только	1	3
140	того что им	1	3
141	будет сказать что	1	3
142	уже видели что	1	3
143	и на земле	1	3
144	само по себе	5	3
145	это означает что	1	3
146	то ни было	4	3
147	мы хотели бы	1	3
148	если это так	1	3
149	бы то ни	5	3
150	только в связи	2	3
151	в третий раз	1	3
152	только тогда когда	1	3
153	так же и	3	3
154	но он не	1	3
155	таким образом в	1	3
156	для нас не	4	3
157	в том смысле	4	3
158	мы имеем например	1	3
159	прежде всего мы	1	3
160	что в нем	1	3
161	и не только	1	3
162	но то что	1	2
163	а может быть	2	2
164	это не значит	1	2
165	не только то	1	2
166	по себе но	2	2
167	по себе а	3	2
168	бы мы ни	1	2
169	уже не в	1	2
170	в прямом смысле	1	2
171	происходит в мифе	1	2
172	в самом деле	1	2
173	и тем более	4	2
174	указывает на то	1	2
175	как и другие	1	2
176	несмотря на всю	1	2
177	друг от друга	3	2
178	всего мы должны	1	2
179	в таком случае	7	2
180	а именно что	1	2
181	эту точку зрения	1	2
182	дело вовсе не	2	2
183	сам по себе	10	2
184	то ясно что	2	2
185	сказать что в	1	2
186	ничего общего с	2	2
187	даже если бы	1	2
188	том числе и	1	2
189	именно так как	1	2
190	а в том	1	2
191	если не считать	1	2
192	то и другое	1	2
193	можно сказать о	1	2
194	сама по себе	11	2
195	самом же деле	7	2
196	а именно к	1	2
197	на самом же	7	2
198	то мы можем	1	2
199	все дело в	1	2
200	здесь идет речь	1	2
201	из того что	1	2
202	и для нас	1	2
203	и входит в	1	2
204	мы имеем дело	2	2
205	в ней нет	1	2
206	и не всегда	1	2
207	и потому что	1	2
208	пор мы рассматривали	1	2
209	то что и	1	2
210	что не только	2	2
211	на первый план	3	2
212	может быть в	1	2
213	не говорит о	1	2
214	только в том	2	2
215	во всех случаях	1	2
216	об этом мы	2	2
217	но все это	1	2
218	не просто в	1	2
219	том что и	1	2
220	так как иначе	6	2
221	легко может быть	1	2
222	его в качестве	1	2
223	и связанные с	1	2
224	не говорится но	1	2
225	может быть и	3	2
226	а в другом	1	2
227	все эти черты	1	2
228	это уже не	2	2
229	но если это	1	2
230	почти никогда не	1	2
231	во многих местах	1	2
232	не говорят о	1	2
233	здесь перед нами	2	2
234	вовсе не в	2	2
235	не значит что	2	2
236	ни к каким	1	2
237	но оно не	1	2
238	только тем что	1	2
239	уже потому что	1	2
240	в соединении с	1	2
241	для нас это	1	2
242	и прежде всего	3	2
243	что они не	1	2
244	и то и	1	2
245	а не в	1	2
246	на то чтобы	1	2
247	из этого можно	1	2
248	и не может	1	2
249	не просто как	2	2
250	другими словами мы	1	2
251	не исчезает из	1	2
252	равно как и	2	2
253	связаны между собой	1	2
254	то самое что	1	2
255	он не только	1	2
256	далеко еще не	1	2
257	мы не знаем	2	2
258	здесь как и	1	2
259	совершенно ясно что	1	2
260	не потому что	1	2
261	был связан с	1	2
262	если я буду	1	2
263	имеет в качестве	1	2
264	и той же	1	2
265	очень близок к	1	2
266	ничего не говорит	1	2
267	хотя и не	2	2
268	тем что они	1	2
269	но для нас	1	2
270	ответ на этот	1	2
271	одно и то	4	2
272	очень много и	2	2
273	так как они	1	2
274	одной и той	1	2
275	таким образом что	1	2
276	только потому что	3	2
277	том что он	2	2
278	мы пока только	1	2
279	то обстоятельство что	1	2
280	потому что мы	2	2
281	это было бы	2	2
282	если мы будем	1	2
283	к выводу что	1	1
284	он является в	1	1
285	начала до конца	1	1
286	потому что оно	1	1
287	войти в рассмотрение	1	1
288	мы просто имеем	1	1
289	и больше ничего	3	1
290	здесь дело не	1	1
291	он никак не	1	1
292	то он не	1	1
293	через несколько лет	1	1
294	все на свете	2	1
295	мы не считаем	1	1
296	по одному этому	1	1
297	в себе как	1	1
298	раз навсегда данной	1	1
299	имеют ничего общего	1	1
300	и тут же	2	1
301	д и т	5	1
302	ни в каких	1	1
303	же реально как	1	1
304	то что обычно	1	1
305	которых идет речь	1	1
306	только о том	2	1
307	того что такое	1	1
308	то что есть	1	1
309	другой стороны однако	3	1
310	не сами по	1	1
311	уже никто не	1	1
312	остается на месте	1	1
313	д тем не	1	1
314	с указания на	1	1
315	свидетельствует о том	1	1
316	но и с	1	1
317	таким образом если	1	1
318	оно и более	1	1
319	но в одном	1	1
320	при помощи которого	1	1
321	по своему содержанию	6	1
322	не думает что	1	1
323	и связь их	1	1
324	ли сказать что	2	1
325	но при этом	1	1
326	при помощи этого	1	1
327	сейчас мы можем	1	1
328	что имеется в	1	1
329	нечто целое и	4	1
330	речь идет о	1	1
331	здесь не в	3	1
332	исходя из этого	1	1
333	и земли и	1	1
334	нельзя сказать что	1	1
335	просто как таковое	1	1
336	быть и очень	1	1
337	но сами по	1	1
338	не менее он	1	1
339	и во всем	1	1
340	этом мы скажем	1	1
341	не обязательна и	1	1
342	но если бы	3	1
343	в отдельности и	2	1
344	виде и что	1	1
345	есть то самое	1	1
346	чем иным как	2	1
347	только в виде	2	1
348	в первой главе	1	1
349	не в ней	1	1
350	в целом и	1	1
351	то что у	3	1
352	не менее в	3	1
353	не имеют никакого	2	1
354	ни к какому	2	1
355	к вопросу о	1	1
356	у нас и	1	1
357	в буквальном смысле	2	1
358	д все это	1	1
359	все же есть	2	1
360	и здесь не	1	1
361	это то что	2	1
362	но в его	1	1
363	том как эта	1	1
364	а в третий	1	1
365	религии но и	1	1
