N	3gram	Tiupa_Anal	Stilisti
1	в то же	9	9
2	для того чтобы	3	7
3	в зависимости от	1	7
4	то же время	7	7
5	того или иного	3	5
6	с точки зрения	6	5
7	одно и то	2	5
8	и то же	2	5
9	в свою очередь	1	4
10	той или иной	8	4
11	то или иное	1	4
12	и той же	1	4
13	одной и той	1	4
14	то же самое	3	4
15	то что мы	1	4
16	прежде всего в	2	4
17	в конце фразы	1	3
18	но и в	3	3
19	бы мы ни	1	3
20	во внутренней речи	1	3
21	во всех своих	1	3
22	тех или иных	3	3
23	не только в	3	3
24	и тем самым	2	3
25	в этом случае	4	3
26	и т.п и	1	3
27	в той же	1	3
28	речи то есть	1	2
29	в самом деле	3	2
30	есть не что	4	2
31	вместе с тем	1	2
32	же самое время	2	2
33	и тем же	1	2
34	и те же	2	2
35	не может быть	17	2
36	по отношению к	9	2
37	о том что	8	2
38	одни и те	2	2
39	можно сказать что	1	2
40	не так как	1	2
41	и как бы	1	2
42	и вследствие этого	1	2
43	не что иное	5	2
44	смысле этого слова	1	2
45	но в то	2	2
46	равно как и	1	2
47	тех случаях когда	1	2
48	как мы увидим	1	2
49	на первый взгляд	1	2
50	в связи с	2	2
51	к тому что	2	2
52	что иное как	6	2
53	в этом отношении	5	2
54	в значительной степени	1	2
55	или хотя бы	1	2
56	в тех случаях	1	2
57	мы должны помнить	1	1
58	в нашем случае	3	1
59	в том что	13	1
60	но то что	1	1
61	сознания как и	1	1
62	собственном смысле слова	1	1
63	в том и	2	1
64	сидит за столом	1	1
65	значение лишь в	1	1
66	нет ничего что	1	1
67	мысль о том	1	1
68	в конечном счете	5	1
69	идет об одном	1	1
70	в себе все	1	1
71	дело не с	2	1
72	на наш взгляд	6	1
73	как и от	1	1
74	здесь в сознании	1	1
75	должны помнить что	1	1
76	по крайней мере	4	1
77	уже содержит в	1	1
78	не остается ничего	2	1
79	в собственном смысле	1	1
80	хотя бы и	1	1
81	как и в	2	1
82	и т.п если	1	1
83	уже не к	1	1
84	не только его	1	1
85	и во всех	1	1
86	тем не менее	3	1
87	все еще не	1	1
88	еще раз что	1	1
89	только в том	1	1
90	в литературном произведении	2	1
91	на вопрос о	1	1
92	той же мере	1	1
93	тот же самый	1	1
94	более или менее	2	1
95	но и его	1	1
96	не должен быть	2	1
97	на этот вопрос	1	1
98	и та же	1	1
99	одного и того	2	1
100	и к тому	2	1
101	не говоря уже	1	1
102	и тем что	1	1
103	как это ни	1	1
104	иметь дело не	1	1
105	отнюдь не только	1	1
106	вновь и вновь	1	1
107	до сих пор	1	1
108	наиболее существенные и	1	1
109	одним и тем	1	1
110	содержит в себе	3	1
111	при этом мы	1	1
112	тому или иному	2	1
113	как мы это	1	1
114	мы имеем в	1	1
115	но если бы	1	1
116	а затем и	1	1
117	несет в себе	1	1
118	не только на	1	1
119	не только не	2	1
120	и при этом	1	1
121	не в самом	1	1
122	и того же	2	1
123	и т.д в	2	1
124	и не могут	1	1
125	всех своих частях	1	1
126	этом мы будем	1	1
127	одна и та	1	1
128	как раз и	2	1
129	и все же	2	1
130	между тем в	1	1
131	при этом она	1	1
132	сколько бы мы	1	1
133	это отнюдь не	1	1
134	с другой стороны	2	1
135	в этой ситуации	1	1
136	он в то	1	1
137	если не будет	1	1
138	только тогда когда	1	1
139	нет и не	2	1
140	можно было бы	1	1
141	и не может	4	1
142	и в этом	4	1
143	бытие человека и	1	1
144	отнюдь не является	1	1
