N	4gram	Losev_Dial	KulturaY
1	и тем не менее	1	7
2	в то же время	7	6
3	не говоря уже о	1	5
4	я имею в виду	1	4
5	и т д и	3	4
6	т д и т	3	4
7	д и т д	3	3
8	уже само по себе	1	3
9	и вместе с тем	1	3
10	ни в какой мере	1	3
11	по мере того как	1	3
12	в том что он	1	3
13	точно так же как	1	3
14	не в том что	1	3
15	в том смысле что	3	2
16	лишь с точки зрения	1	2
17	что на самом деле	1	2
18	а в том что	1	2
19	не что иное как	4	2
20	вовсе не в том	1	2
21	одной и той же	1	2
22	и в то же	3	2
23	одних и тех же	1	2
24	в какой мере не	1	2
25	только в том чтобы	1	2
26	стать на точку зрения	1	2
27	это-то как раз и	1	1
28	никогда не может быть	1	1
29	само по себе не	1	1
30	можно сказать только то	1	1
31	в этом смысле есть	1	1
32	до сих пор я	1	1
33	ни в коем случае	1	1
34	в голову не приходит	1	1
35	в том и в	1	1
36	в том что она	1	1
37	и в голову не	1	1
38	когда мы говорим что	1	1
39	не потому что он	2	1
40	том и в другом	1	1
41	все более и более	1	1
42	в том смысле как	1	1
43	не с точки зрения	2	1
44	потому что он не	1	1
45	то это вовсе не	1	1
46	одно и то же	8	1
47	то же время как	1	1
48	по крайней мере в	3	1
49	и с другой стороны	2	1
50	потому что он есть	1	1
51	и т д в	1	1
52	дело в том что	1	1
53	уже по одному тому	1	1
54	и т д мы	1	1
55	с другой стороны эта	1	1
56	иметь в виду что	2	1
57	в то или иное	1	1
58	и т д или	1	1
59	с другой стороны в	1	1
60	не может и не	2	1
61	в то время как	2	1
62	что для того чтобы	1	1
63	в связи с этим	2	1
64	всяком случае гораздо более	1	1
65	во всяком случае гораздо	1	1
66	о том что в	1	1
67	сама по себе не	4	1
68	да и то не	2	1
69	и в другом случае	1	1
70	можно только тогда когда	1	1
71	в одно и то	1	1
72	не потому что она	2	1
73	свой смысл и свое	1	1
74	и в том и	1	1
75	несмотря на то что	2	1
76	каково бы ни было	1	1
77	о том или ином	1	1
78	и с точки зрения	1	1
79	по одному тому что	1	1
80	с точки зрения чисто	1	1
81	если бы не было	1	1
82	то это значит только	1	1
83	убеждение в том что	1	1
84	приводит к тому что	1	1
85	и т д все	2	1
86	т д все это	2	1
87	другой стороны в этом	1	1
88	и в этом отношении	1	1
89	и т д но	2	1
90	может и не должен	1	1
91	беда в том что	1	1
92	что же это за	1	1
93	есть не что иное	3	1
