N	2gram	Bakhtin_Pr	EvropaiC
1	таким образом	9	34
2	в том	22	31
3	и в	83	24
4	том что	9	20
5	все эти	9	19
6	то что	14	18
7	не может	18	18
8	может быть	23	17
9	до сих	8	15
10	все же	3	15
11	сих пор	8	15
12	точки зрения	17	14
13	в этом	24	13
14	все это	11	13
15	с этим	3	12
16	между тем	2	12
17	в своем	2	12
18	по отношению	6	11
19	но и	16	11
20	отношению к	5	11
21	все что	1	10
22	не только	14	10
23	так и	9	10
24	как и	13	10
25	культуры в	1	10
26	во всех	15	10
27	как бы	27	10
28	что в	5	9
29	при этом	6	9
30	в результате	2	9
31	не в	10	9
32	и все	14	9
33	и не	41	9
34	с другом	6	9
35	потому что	9	9
36	и что	3	9
37	на то	2	9
38	друг с	6	9
39	того же	5	9
40	в самом	7	8
41	с точки	13	8
42	чем у	1	8
43	касается до	1	8
44	более или	3	8
45	или менее	3	8
46	к тому	2	8
47	мы говорили	2	8
48	для того	1	8
49	если бы	1	8
50	а между	3	8
51	так же	4	8
52	знаем что	1	8
53	из этих	3	8
54	так как	12	7
55	что при	1	7
56	того что	1	7
57	что и	4	7
58	на самом	2	7
59	что он	6	7
60	не менее	4	7
61	о которых	2	7
62	о котором	1	7
63	о том	3	7
64	вместе с	5	7
65	по своей	12	7
66	в этой	3	7
67	в сознании	2	7
68	в силу	1	7
69	по существу	7	7
70	для этого	2	7
71	мы можем	9	6
72	и на	27	6
73	несмотря на	3	6
74	с ним	3	6
75	что с	1	6
76	только в	10	6
77	тому же	3	6
78	от друга	2	6
79	в мире	8	6
80	отличается от	2	6
81	друг от	2	6
82	еще не	10	6
83	все они	2	6
84	и если	4	6
85	должна быть	1	6
86	так что	1	6
87	народов и	1	6
88	и при	2	6
89	что касается	2	6
90	как на	1	6
91	в общем	2	6
92	с другой	4	6
93	в то	8	6
94	и для	5	6
95	и к	13	5
96	а потому	1	5
97	ничем не	3	5
98	между собою	2	5
99	должно быть	4	5
100	в его	15	5
101	из всех	1	5
102	что это	2	5
103	другой стороны	3	5
104	у него	5	5
105	его в	4	5
106	так или	1	5
107	в которой	2	5
108	но все	1	5
109	и с	10	5
110	или иначе	1	5
111	именно в	3	5
112	и без	4	5
113	по своему	6	5
114	на все	4	5
115	по сравнению	6	5
116	сравнению с	6	5
117	и истории	2	5
118	быть и	2	5
119	между двумя	4	5
120	и их	6	5
121	оказывается что	1	5
122	далеко не	4	5
123	лишь в	1	5
124	в себе	10	5
125	и от	4	5
126	что все	3	5
127	столь же	1	5
128	как будто	3	5
129	к этому	5	5
130	в целом	3	5
131	из них	7	5
132	но в	12	5
133	и то	2	4
134	то они	1	4
135	ее и	1	4
136	та же	1	4
137	этой области	2	4
138	из того	1	4
139	этом случае	1	4
140	хотя и	10	4
141	тем не	2	4
142	совершенно не	4	4
143	из которых	2	4
144	в европейской	2	4
145	в их	7	4
146	связи с	1	4
147	одним из	6	4
148	в конце	5	4
149	в таком	3	4
150	не есть	1	4
151	не могут	4	4
152	между собой	1	4
153	и у	8	4
154	что та	2	4
155	и сейчас	1	4
156	а с	1	4
157	выше и	2	4
158	что мы	2	4
159	мы уже	9	4
160	хотя бы	6	4
161	в дальнейшем	8	4
162	в такой	1	4
163	мы должны	4	4
164	что эта	1	4
165	целый ряд	1	4
166	всегда будет	1	4
167	и т.д	5	4
168	отношение к	14	4
169	что для	1	4
170	в области	6	4
171	он не	5	4
172	конце концов	1	4
173	если мы	5	4
174	всех этих	2	4
175	мы сказали	4	4
176	в одну	1	4
177	то же	10	4
178	никогда не	10	4
179	во всем	5	3
180	на почве	1	3
181	от него	3	3
182	данном случае	1	3
183	и по	5	3
184	которые не	2	3
185	в начале	2	3
186	тогда когда	1	3
187	даже в	3	3
188	освободиться от	1	3
189	в разных	4	3
190	как у	5	3
191	ему приходится	1	3
192	прежде всего	20	3
193	у нас	2	3
194	же не	2	3
195	в этих	8	3
196	различия между	1	3
197	истории культуры	1	3
198	чем в	2	3
199	ко всем	2	3
200	от тех	1	3
201	в нем	21	3
202	заключается в	1	3
203	представление о	3	3
204	очень много	1	3
205	в жизни	14	3
206	можно назвать	2	3
207	в связи	2	3
208	не подлежит	1	3
209	по одному	2	3
210	же как	1	3
211	на земле	14	3
212	в истории	4	3
213	и это	3	3
214	в сторону	1	3
215	ничего общего	1	3
216	что их	1	3
217	и вообще	3	3
218	тем более	2	3
219	жизнь и	3	3
220	и потому	6	3
221	на этой	2	3
222	в данном	1	3
223	и других	12	3
224	развиваться в	2	3
225	отличие от	1	3
226	вопрос о	1	3
227	в ней	8	3
228	и может	1	3
229	что если	1	3
230	если же	5	3
231	должны быть	2	3
232	с этой	1	3
233	может служить	2	3
234	лучше и	1	3
235	это не	10	3
236	в тех	2	3
237	тем самым	2	3
238	и до	6	3
239	конечно не	11	3
240	уже и	1	3
241	не вполне	1	3
242	каждый из	1	3
243	а в	4	3
244	а лишь	2	3
245	было бы	6	3
246	как мы	12	3
247	с современными	1	3
248	они должны	3	3
249	мы будем	3	3
250	образом в	2	3
251	но не	9	3
252	таким же	1	3
253	бы в	2	3
254	как для	1	3
255	не надо	1	3
256	тот же	2	3
257	и наконец	4	3
258	не то	3	3
259	подлежит сомнению	1	3
260	одной и	1	2
261	все в	3	2
262	с которыми	1	2
263	представить себе	1	2
264	что за	1	2
265	от нее	1	2
266	и весь	1	2
267	лишь тогда	1	2
268	что они	2	2
269	во втором	1	2
270	образом и	3	2
271	но на	2	2
272	все его	3	2
273	к другу	1	2
274	мы и	4	2
275	друг к	1	2
276	как две	1	2
277	них в	3	2
278	то есть	86	2
279	то в	1	2
280	он тоже	1	2
281	мы все	2	2
282	для него	1	2
283	а это	2	2
284	тем как	1	2
285	те же	1	2
286	которые по	1	2
287	а затем	5	2
288	него в	1	2
289	в общей	1	2
290	но как	2	2
291	и из	3	2
292	в виду	3	2
293	исторического развития	1	2
294	и римской	1	2
295	но с	2	2
296	в своих	4	2
297	не было	5	2
298	все то	4	2
299	не знает	8	2
300	и некоторые	2	2
301	и сам	1	2
302	и где	1	2
303	более на	1	2
304	на нее	1	2
305	и там	1	2
306	теперь мы	4	2
307	то с	1	2
308	вопросов на	1	2
309	вовсе не	12	2
310	и тому	2	2
311	такой же	1	2
312	но для	2	2
313	в один	3	2
314	жизни и	13	2
315	в процессе	4	2
316	вся его	1	2
317	войдя в	1	2
318	между этими	2	2
319	тому что	1	2
320	я не	6	2
321	между ними	14	2
322	с ними	2	2
323	их в	3	2
324	есть в	7	2
325	и так	4	2
326	в одно	1	2
327	в которых	2	2
328	никто не	1	2
329	следовательно и	2	2
330	они не	5	2
331	себя и	3	2
332	не имеет	1	2
333	высшей степени	1	2
334	со своей	2	2
335	понимают друг	1	2
336	почти все	1	2
337	зависимости от	3	2
338	в себя	8	2
339	на каждом	1	2
340	в эту	3	2
341	на себе	1	2
342	по его	1	2
343	к той	1	2
344	в них	4	2
345	вступают в	3	2
346	этих двух	5	2
347	во всяком	2	2
348	ко всему	1	2
349	а для	2	2
350	в основе	6	2
351	и более	3	2
352	в котором	8	2
353	вытекают из	1	2
354	на этом	4	2
355	к своим	1	2
356	и социальной	2	2
357	этого последнего	1	2
358	она не	4	2
359	всяком случае	1	2
360	к нему	3	2
361	в свою	1	2
362	именно потому	1	2
363	также и	5	2
364	ту же	2	2
365	в другом	1	2
366	и поэтому	2	2
367	и уже	2	2
368	только один	1	2
369	говорить о	2	2
370	всех других	2	2
371	для всякого	1	2
372	которую он	3	2
373	так чтобы	1	2
374	конечно в	2	2
375	из него	1	2
376	этот вопрос	3	2
377	же время	8	2
378	от своей	2	2
379	из одного	2	2
380	рассматривать как	1	2
381	потому и	1	2
382	широком смысле	3	2
383	к ним	5	2
384	между людьми	5	2
385	уже более	1	2
386	это конечно	3	2
387	о которой	1	2
388	он все	1	2
389	той же	6	2
390	всех остальных	1	2
391	образом как	1	2
392	в высшей	1	2
393	на него	2	2
394	в глазах	1	2
395	на более	1	2
396	во всей	5	2
397	что она	2	2
398	в частности	1	2
399	общества и	1	2
400	одна из	9	2
401	этого слова	3	2
402	в сущности	15	2
403	но если	4	2
404	и его	13	2
405	от них	2	2
406	мы видели	2	2
407	от себя	1	2
408	а следовательно	2	2
409	в отдельных	1	2
410	независимо от	1	2
411	для этой	2	2
412	с ее	3	2
413	тем же	1	2
414	которой мы	3	2
415	в самой	2	2
416	они могут	3	2
417	и особенно	3	2
418	точку зрения	1	2
419	и ее	8	2
420	что на	2	2
421	друг друга	7	2
422	из этой	1	2
423	на время	2	1
424	и греческой	1	1
425	как все	1	1
426	благодаря постоянному	1	1
427	всего в	1	1
428	были бы	1	1
429	начиная с	4	1
430	находим в	3	1
431	она имеет	1	1
432	к действительности	3	1
433	и другие	14	1
434	которую они	2	1
435	разных направлениях	1	1
436	видели что	2	1
437	сущность его	1	1
438	для всех	2	1
439	мы видим	2	1
440	в более	5	1
441	своей прежней	1	1
442	мире а	1	1
443	условий жизни	1	1
444	один из	7	1
445	вступить в	2	1
446	и ничем	1	1
447	даже когда	2	1
448	друг в	4	1
449	за ним	1	1
450	в научной	1	1
451	к их	1	1
452	она и	1	1
453	они и	3	1
454	гораздо сложнее	1	1
455	нами два	2	1
456	и должны	1	1
457	же и	1	1
458	на мою	1	1
459	друга в	1	1
460	уже говорили	3	1
461	отвлекается от	1	1
462	на тех	1	1
463	и среди	1	1
464	если в	2	1
465	сделать и	1	1
466	рассказ о	2	1
467	того как	4	1
468	от этой	1	1
469	основной цели	1	1
470	нас не	1	1
471	и пр	1	1
472	идти с	1	1
473	несколько иной	1	1
474	пор они	1	1
475	том числе	15	1
476	вполне понятно	2	1
477	уже в	3	1
478	мы не	7	1
479	некоторой степени	1	1
480	время в	2	1
481	что я	2	1
482	оно было	1	1
483	у каждого	1	1
484	именно как	3	1
485	еще более	6	1
486	лишь то	1	1
487	в последующем	2	1
488	всех возможных	1	1
489	каждом индивидуальном	1	1
490	а у	2	1
491	указание на	1	1
492	говорили в	2	1
493	целого а	1	1
494	бы на	1	1
495	в своей	5	1
496	человек с	1	1
497	этой цепи	1	1
498	до некоторой	1	1
499	здесь гораздо	2	1
500	общению между	1	1
501	на этих	1	1
502	он и	2	1
503	или нет	1	1
504	кроме того	6	1
505	строго говоря	2	1
506	в корне	1	1
507	одно это	1	1
508	в ее	3	1
509	мысли и	2	1
510	по мнению	1	1
511	не вызывает	1	1
512	более резкой	1	1
513	ее в	4	1
514	в меньшей	1	1
515	не исчерпывается	1	1
516	и тут	2	1
517	и нужно	2	1
518	в область	2	1
519	и сама	1	1
520	желал бы	1	1
521	может показаться	1	1
522	пор еще	2	1
523	в качестве	1	1
524	в человеке	1	1
525	в каком-нибудь	1	1
526	одному из	2	1
527	не являются	1	1
528	с каждым	1	1
529	одному и	2	1
530	на которой	2	1
531	живут в	2	1
532	из своих	3	1
533	с другими	6	1
534	в широком	2	1
535	это слово	1	1
536	силой и	2	1
537	от этих	1	1
538	нами в	1	1
539	у многих	1	1
540	смысле этого	3	1
541	народных массах	1	1
542	котором они	1	1
543	к жизни	2	1
544	ограниченной и	1	1
545	их всех	1	1
546	этот глубоко	1	1
547	из многочисленных	1	1
548	с разными	1	1
549	потому-то и	1	1
550	в отношении	3	1
551	же самые	1	1
552	этих точках	1	1
553	являются в	1	1
554	только еще	1	1
555	только они	2	1
556	как с	1	1
557	от своих	2	1
558	в центре	4	1
559	всеми другими	2	1
560	однако не	1	1
561	далее в	1	1
562	а на	2	1
563	распространяется на	1	1
564	поэтому и	4	1
565	в зависимости	3	1
566	и притом	2	1
567	затем и	1	1
568	ни тем	1	1
569	причем эта	1	1
570	в духе	10	1
571	это должно	1	1
572	о возможности	1	1
573	того все	1	1
574	здесь мы	3	1
575	ряде других	1	1
576	на разных	1	1
577	или иной	2	1
578	живет и	1	1
579	внутренне не	1	1
580	и говорят	1	1
581	этого не	1	1
582	элементы в	2	1
583	не ставит	1	1
584	совершенно одинаковых	1	1
585	и берет	1	1
586	некоторые другие	1	1
587	с ней	4	1
588	вид и	1	1
589	начала в	2	1
590	этом не	2	1
591	является одним	2	1
592	они долго	1	1
593	который как	1	1
594	во многих	2	1
595	и развиваться	1	1
596	и элемент	2	1
597	ему самому	1	1
598	дело в	3	1
599	это те	1	1
600	и продолжают	2	1
601	данной эпохи	1	1
602	на себя	3	1
603	развития в	1	1
604	их взаимоотношения	2	1
605	тем что	2	1
606	а то	1	1
607	теперь они	1	1
608	этого я	2	1
609	всем миром	1	1
610	чтобы заставить	1	1
611	я и	2	1
612	помимо этого	1	1
613	принадлежат к	1	1
614	эквивалента в	1	1
615	например в	8	1
616	стремятся к	1	1
617	конечно на	1	1
