N	3gram	Ircho_Kome	StatiiOP
1	в том что	15	47
2	и т д	1	32
3	о том что	7	29
4	в этом отношении	2	24
5	для того чтобы	8	19
6	до сих пор	12	19
7	и т п	4	19
8	с точки зрения	6	14
9	с другой стороны	2	13
10	во всяком случае	3	13
11	то обстоятельство что	3	11
12	не может быть	1	11
13	в г в	1	10
14	в самом деле	13	9
15	то же время	11	9
16	вместе с тем	5	9
17	на то что	1	9
18	в то же	11	9
19	можно было бы	1	9
20	тем не менее	3	8
21	к тому что	1	8
22	не только в	1	8
23	в конце концов	3	7
24	в этой области	1	7
25	по этому поводу	1	7
26	но все же	3	7
27	в то время	3	7
28	и в этом	1	7
29	том что он	1	7
30	так же как	1	6
31	по отношению к	4	6
32	так и в	1	6
33	том что в	1	6
34	речь идет о	3	6
35	по крайней мере	1	6
36	должна была бы	1	6
37	вопрос о том	1	6
38	что он не	3	5
39	то время как	3	5
40	в том же	2	5
41	за то что	1	5
42	но и в	1	5
43	в том чтобы	1	5
44	как раз в	1	5
45	при его жизни	1	5
46	в одной из	1	5
47	в свое время	1	5
48	с самого начала	5	5
49	после того как	3	5
50	до того как	1	4
51	мере в какой	1	4
52	то что он	1	4
53	обращает на себя	3	4
54	так или иначе	3	4
55	с одной стороны	4	4
56	как например в	1	4
57	ничего общего с	1	4
58	в связи с	3	4
59	на эти вопросы	1	4
60	в это время	1	4
61	и в самом	7	4
62	тем более что	1	4
63	и в том	1	4
64	что и в	2	4
65	на себя внимание	3	3
66	имеет ничего общего	1	3
67	о том как	5	3
68	в той мере	1	3
69	в той же	1	3
70	себе отчет в	1	3
71	можно сказать что	1	3
72	говоря уже о	2	3
73	в том числе	2	3
74	той мере в	1	3
75	более или менее	2	3
76	потому что он	1	3
77	не имеет ничего	1	3
78	таким образом в	1	3
79	к тому же	9	3
80	на этот раз	2	3
81	в конце первой	1	3
82	бы то ни	3	3
83	что у него	1	3
84	в течение всей	1	3
85	только в том	1	3
86	состоит в том	2	3
87	не говоря уже	2	3
88	в лучшем случае	1	3
89	по меньшей мере	1	3
90	в этом случае	2	3
91	в первую очередь	2	3
92	т е в	2	3
93	нет ни одного	1	3
94	в котором он	1	2
95	из того же	2	2
96	но вместе с	1	2
97	и даже не	1	2
98	этой области не	1	2
99	должно было бы	1	2
100	а то что	1	2
101	ответ на эти	1	2
102	об этом не	1	2
103	что действующие лица	1	2
104	одних и тех	1	2
105	в обоих случаях	1	2
106	во всех трех	1	2
107	сомневаться в том	1	2
108	в зависимости от	1	2
109	о том в	1	2
110	том числе и	2	2
111	и для самого	1	2
112	точно так же	1	2
113	независимо от того	1	2
114	на мой взгляд	2	2
115	и в то	2	2
116	в отличие от	3	2
117	то ни было	3	2
118	если не считать	1	2
119	том что она	2	2
120	а не в	1	2
