N	4gram	Bakhtin_Fr	Dialekti
1	не что иное как	1	18
2	в то же время	12	14
3	есть не что иное	1	11
4	имеет ничего общего с	1	5
5	не имеет ничего общего	1	5
6	с одной стороны и	1	4
7	на самом же деле	1	3
8	то же что и	1	3
9	но в то же	3	3
10	мы уже знаем что	1	2
11	и с другой стороны	1	2
12	дело в том что	2	2
13	сам по себе и	1	2
14	то же время и	1	2
15	нет ничего удивительного в	1	1
16	в том и в	1	1
17	как мы уже сказали	1	1
18	и до сих пор	1	1
19	том и в другом	1	1
20	потому что он есть	1	1
21	удивительного в том что	1	1
22	с другой стороны в	1	1
23	мы находим в этом	1	1
24	и в другом случае	1	1
25	заключается в том что	1	1
26	не он сам а	1	1
27	мы имеем в виду	2	1
28	мир и все его	1	1
29	мы уже сказали что	1	1
30	и в том и	1	1
31	одной стороны и с	1	1
32	и в чем его	1	1
33	не отвлеченная мысль о	1	1
34	ничего удивительного в том	1	1
35	о том что в	1	1
36	можно прямо сказать что	1	1
37	все новые и новые	2	1
38	в том что они	1	1
39	и в этом отношении	1	1
40	и в литературе как	1	1
