N	2gram	Vygotskiy_	Sotsiolo
1	все это	8	7
2	в том	59	5
3	в этом	35	5
4	метод в	2	4
5	не только	16	3
6	не в	10	3
7	и в	38	3
8	и только	4	3
9	но ведь	1	3
10	более чем	1	3
11	в его	22	3
12	для нас	6	3
13	что в	31	2
14	то что	27	2
15	таким образом	36	2
16	том что	44	2
17	или даже	2	2
18	дело не	1	2
19	как бы	17	2
20	в результате	6	2
21	было бы	15	2
22	в смысле	9	2
23	очевидно что	1	2
24	в частности	4	2
25	и мы	2	2
26	по природе	1	2
27	но и	9	2
28	конце концов	1	2
29	может быть	25	2
30	по существу	4	2
31	главным образом	3	2
32	и что	15	2
33	это и	1	2
34	законные границы	1	2
35	за пределы	1	2
36	по отношению	4	2
37	и заключается	2	2
38	в конце	1	2
39	как только	1	2
40	отношению к	3	2
41	исторического развития	2	2
42	далеко не	2	2
43	тем более	2	2
44	только в	16	2
45	к которому	6	2
46	то же	18	2
47	еще не	6	2
48	а в	7	1
49	что он	13	1
50	этому соответствует	1	1
51	образом в	1	1
52	в конечном	2	1
53	столь же	7	1
54	даже в	5	1
55	на что	1	1
56	быть не	2	1
57	в таких	1	1
58	в целом	22	1
59	в силу	9	1
60	на этот	5	1
61	исторического характера	1	1
62	это значит	6	1
63	что эти	4	1
64	жизни он	1	1
65	все эти	9	1
66	настаивает на	1	1
67	представить себе	3	1
68	когда мы	2	1
69	остается в	2	1
70	развития и	2	1
71	у которых	1	1
72	связи с	14	1
73	его исследования	1	1
74	существу это	1	1
75	только то	1	1
76	целом все	1	1
77	не мешает	1	1
78	в своей	9	1
79	где же	1	1
80	раньше всего	2	1
81	во всяком	10	1
82	в мире	2	1
83	и потому	2	1
84	все же	11	1
85	научного исследования	1	1
86	что это	8	1
87	или не	1	1
88	еще и	2	1
89	от друга	2	1
90	с другой	11	1
91	ни на	3	1
92	мы должны	15	1
93	в соответствующих	1	1
94	это как	1	1
95	это же	2	1
96	с ним	4	1
97	между тем	10	1
98	собой не	2	1
99	естествознания и	1	1
100	и более	4	1
101	но как	4	1
102	в этой	7	1
103	время в	1	1
104	из себя	1	1
105	и его	5	1
106	опираясь на	1	1
107	они ни	1	1
108	нашей работы	1	1
109	изучать в	1	1
110	в данном	1	1
111	на все	2	1
112	в области	9	1
113	и по	5	1
114	их на	1	1
115	первый план	5	1
116	с помощью	64	1
117	же самое	9	1
118	этом не	1	1
119	один из	8	1
120	так и	11	1
121	в то	5	1
122	полагает что	2	1
123	бы они	2	1
124	может не	1	1
125	такого построения	1	1
126	в котором	3	1
127	те же	6	1
128	свойств и	1	1
129	образования понятий	54	1
130	именно на	1	1
131	не выходит	1	1
132	между собой	15	1
133	отнюдь не	6	1
134	и не	16	1
135	стр и	1	1
136	выходит за	1	1
137	развития по	1	1
138	какая-либо другая	1	1
139	всяком случае	10	1
140	эти два	1	1
141	иначе говоря	2	1
142	же по	2	1
143	он ни	1	1
144	стоит только	1	1
145	не исчерпываются	1	1
146	благодаря тому	1	1
147	том как	1	1
148	или нет	2	1
149	и история	1	1
150	к изучению	2	1
151	вступает в	3	1
152	но не	7	1
153	может служить	2	1
154	они не	4	1
155	не способен	1	1
156	в него	4	1
157	благодаря этому	7	1
158	этой области	2	1
159	для этого	3	1
160	от общих	1	1
161	прежде всего	6	1
162	тем что	12	1
163	что она	7	1
164	тем же	8	1
165	в каждом	2	1
166	связь между	7	1
167	и понятие	3	1
168	и благодаря	2	1
169	друг от	2	1
170	в чем	2	1
171	на основании	11	1
172	и связь	2	1
173	а с	4	1
174	ними в	1	1
175	это происходит	1	1
176	новые и	2	1
177	же не	3	1
178	но только	3	1
179	не дает	2	1
180	значении слова	3	1
181	мы думаем	1	1
182	в сущности	3	1
183	в область	2	1
184	психологии и	1	1
185	конечном счете	1	1
186	он говорит	1	1
187	его в	8	1
188	представляется нам	1	1
189	из современных	1	1
190	же этот	2	1
191	в процессе	33	1
192	ни были	2	1
193	объединяется и	1	1
194	вовсе не	5	1
195	даже не	1	1
196	основной вопрос	1	1
197	его построения	1	1
198	против этого	1	1
199	с одной	8	1
200	больше того	1	1
201	конечно не	1	1
202	о том	6	1
203	мы не	14	1
204	не объединены	1	1
205	тому что	3	1
206	его исторической	1	1
207	метода для	1	1
208	и затем	1	1
209	в этих	4	1
210	сама по	1	1
211	у него	3	1
212	по себе	11	1
213	на отдельные	2	1
214	на первый	5	1
215	без этого	2	1
216	перед нами	15	1
217	и остаются	1	1
218	хотя бы	2	1
219	что на	2	1
220	даже больше	1	1
221	это не	5	1
222	в серьезных	1	1
223	одной стороны	8	1
224	в связи	9	1
225	бы в	5	1
226	в виде	4	1
227	именно в	6	1
228	никогда не	11	1
229	не может	11	1
230	между ними	6	1
231	и как	11	1
232	что все	2	1
233	место в	3	1
234	как и	20	1
235	в них	3	1
