N	2gram	Propp_Isto	StatiiOP
1	в и	1	145
2	и в	43	103
3	в том	13	89
4	том что	12	77
5	в этом	25	76
6	что в	29	74
7	не только	28	60
8	и т	33	51
9	о том	4	47
10	но и	24	46
11	то что	20	44
12	что он	17	42
13	в его	7	42
14	и не	16	41
15	может быть	22	38
16	т е	36	33
17	было бы	5	32
18	т д	30	32
19	в этой	7	31
20	вовсе не	3	31
21	тем что	8	29
22	все это	4	29
23	таким образом	15	28
24	а в	13	27
25	а не	13	27
26	но в	15	26
27	что это	4	25
28	так и	6	25
29	и его	10	24
30	все же	13	23
31	точки зрения	3	23
32	не в	9	23
33	так что	8	23
34	потому что	8	23
35	в которой	1	22
36	как в	6	22
37	того что	8	22
38	прежде всего	3	22
39	у нас	7	22
40	в области	1	22
41	и пр	19	21
42	до сих	7	20
43	это не	10	20
44	в своей	4	19
45	сих пор	7	19
46	в то	2	19
47	только в	8	19
48	в котором	5	18
49	с другой	10	18
50	он не	11	18
51	об этом	8	18
52	не может	8	18
53	в самом	1	17
54	как на	1	17
55	между прочим	4	17
56	в русской	5	17
57	самом деле	1	17
58	как бы	5	17
59	в данном	7	17
60	в этих	18	16
61	с этим	13	16
62	сказать что	5	16
63	можно было	3	16
64	если бы	7	16
65	в ней	3	16
66	другой стороны	10	15
67	с тем	3	15
68	как и	9	15
69	по поводу	1	15
70	из этих	5	15
71	у него	4	15
72	я не	3	15
73	и на	7	15
74	например в	3	15
75	как раз	1	15
76	также и	1	15
77	то же	11	14
78	но все	5	14
79	так например	3	14
80	к тому	9	14
81	с точки	1	14
82	между тем	2	14
83	и что	6	14
84	была бы	1	14
85	в течение	6	14
86	именно в	1	13
87	во всяком	2	13
88	в своем	2	13
89	из них	7	13
90	в качестве	4	13
91	в нем	11	13
92	в языке	1	13
93	вместе с	12	13
94	со стороны	3	13
95	всяком случае	2	13
96	но это	5	13
97	жизни и	2	13
98	тому что	1	13
99	в своих	1	12
100	не менее	6	12
101	хотя бы	3	12
102	что у	4	12
103	обстоятельство что	1	12
104	ни в	2	12
105	так как	13	12
106	что они	14	12
107	в тексте	1	12
108	в них	6	11
109	в другом	11	11
110	никогда не	9	11
111	не было	2	11
112	ясно что	2	11
113	и с	10	11
114	и по	6	11
115	своего рода	1	11
116	из его	2	11
117	того как	3	11
118	вопрос о	4	11
119	все эти	8	11
120	это было	1	11
121	то обстоятельство	1	11
122	на то	4	11
123	на эти	1	10
124	кроме того	1	10
125	не столько	1	10
126	в виду	2	10
127	связь с	12	10
128	так же	16	10
129	в целом	4	10
130	что такое	1	10
131	что и	17	10
132	xix века	1	10
133	но он	8	10
134	во всех	1	10
135	а как	2	10
136	в каком	1	10
137	ничего не	12	10
138	ответ на	1	10
139	на вопрос	1	10
140	на самом	2	10
141	но не	10	10
142	во второй	2	10
143	в частности	6	10
144	в начале	2	10
145	и к	4	9
146	с этой	3	9
147	говорит о	1	9
148	интересно что	3	9
149	можно сказать	3	9
150	он был	1	9
151	в одном	9	9
152	говорит что	4	9
153	несмотря на	1	9
154	и это	5	9
155	в чем	4	9
156	и тем	2	9
157	что эта	2	9
158	во время	8	9
159	вряд ли	1	9
160	такого рода	1	9
161	что же	2	9
162	и для	3	9
163	для нас	6	9
164	что мы	5	9
165	там где	8	9
166	по этому	2	9
167	и об	1	8
168	и даже	4	8
169	связано с	4	8
170	еще более	3	8
171	к которому	6	8
172	что она	8	8
173	к этому	10	8
174	связи с	9	8
175	одним из	4	8
176	и др	4	8
177	могут быть	9	8
178	к сожалению	1	8
179	должен был	5	8
180	заключается в	1	8
181	в которых	7	8
182	не имеет	3	8
183	тем не	6	8
184	совершенно не	2	8
185	и более	3	8
186	мы имеем	24	8
187	при помощи	11	8
188	той же	3	8
189	а также	5	8
190	дело не	3	8
191	по мнению	1	8
192	отношение к	4	8
