N	2gram	Propp_Isto	Russkaja
1	не может	19	22
2	и не	12	19
3	в этом	19	17
4	в том	14	17
5	с другом	1	14
6	и в	41	14
7	друг с	1	14
8	то что	12	13
9	таким образом	15	11
10	о соединении	1	11
11	то же	12	11
12	точки зрения	4	11
13	но и	20	10
14	в то	6	10
15	не только	30	9
16	с точки	1	9
17	том что	18	9
18	во всяком	3	9
19	может быть	19	9
20	в себе	3	9
21	прежде всего	6	8
22	того чтобы	1	8
23	как на	3	8
24	не будет	6	7
25	самом деле	1	7
26	к тому	4	7
27	о том	15	7
28	самого себя	2	7
29	в данном	8	7
30	и если	4	7
31	мы должны	7	7
32	и с	4	7
33	и к	1	6
34	если в	3	6
35	и при	2	6
36	все это	9	6
37	если бы	3	6
38	с тем	8	6
39	что он	29	6
40	для того	2	6
41	к которой	2	6
42	в своем	3	6
43	всяком случае	3	6
44	до сих	4	5
45	и на	12	5
46	из которых	3	5
47	только в	10	5
48	по существу	5	5
49	в своей	4	5
50	себя и	1	5
51	между собой	1	5
52	во всех	8	5
53	сих пор	5	5
54	и только	4	5
55	вопрос о	6	5
56	хотя бы	1	5
57	потому что	13	5
58	в нем	12	5
59	он не	8	5
60	конечно не	2	5
61	а в	12	5
62	при этом	7	5
63	было бы	4	5
64	на то	5	5
65	никогда не	16	5
66	что в	21	4
67	во всем	2	4
68	бы то	1	4
69	и то	3	4
70	все что	4	4
71	так как	21	4
72	к этой	2	4
73	тогда когда	3	4
74	в его	4	4
75	тому чтобы	1	4
76	не могут	3	4
77	его в	7	4
78	более или	3	4
79	не в	12	4
80	он будет	2	4
81	вместе с	17	4
82	как и	8	4
83	на земле	6	4
84	все же	14	4
85	приводит к	1	4
86	в их	4	4
87	со стороны	3	4
88	себе и	3	4
89	ли это	1	4
90	или менее	3	4
91	которой он	3	4
92	то ни	1	4
93	можно было	3	4
94	чудесным образом	1	4
95	что же	2	4
96	в совершенно	1	4
97	от того	4	4
98	как бы	8	4
99	в этой	2	4
100	жизни и	3	4
101	но не	8	4
102	в другое	2	4
103	в самом	2	3
104	то в	1	3
105	что они	5	3
106	этом случае	4	3
107	был и	1	3
108	что оно	1	3
109	собой и	1	3
110	и этот	1	3
111	данном случае	7	3
112	должно быть	1	3
113	вопросу о	1	3
114	что это	6	3
115	в качестве	5	3
116	что и	13	3
117	сводится к	3	3
118	в виде	5	3
119	не было	3	3
120	связи с	3	3
121	или в	11	3
122	во что	1	3
123	тем что	11	3
124	именно в	2	3
125	в конце	4	3
126	к народу	1	3
127	и как	3	3
128	вряд ли	1	3
129	и т	29	3
130	о которых	1	3
131	о котором	1	3
132	не есть	1	3
133	но если	2	3
134	но мы	3	3
135	еще не	13	3
136	все они	1	3
137	и потому	1	3
138	то это	7	3
139	собой это	1	3
140	одна из	7	3
141	на том	10	3
142	в другом	2	3
143	борьбе с	2	3
144	приходит к	4	3
145	можно ли	2	3
146	знаем что	5	3
147	в большинстве	1	3
148	главным образом	3	3
149	и во	1	3
150	том чтобы	3	3
151	таких условиях	1	3
152	одной из	4	3
153	что все	1	3
154	в сознании	1	3
155	из этого	2	3
156	и по	7	3
157	друг друга	2	3
158	из этих	6	3
159	для этого	1	3
160	всех этих	6	3
161	таким же	2	3
162	из них	2	3
163	того что	7	3
164	были бы	1	2
165	на почве	1	2
166	не так	4	2
167	от него	6	2
168	именно на	2	2
169	что такое	2	2
170	переносится на	1	2
171	зависит от	1	2
172	и вот	2	2
173	должна быть	3	2
174	совершенно очевидно	2	2
175	к себе	4	2
176	сама по	1	2
177	для себя	1	2
178	от нас	1	2
179	с ним	9	2
180	она будет	2	2
181	в некоторых	2	2
182	от этой	1	2
183	для нас	8	2
184	видеть в	3	2
185	на которой	1	2
186	ни в	4	2
187	в результате	1	2
188	они будут	1	2
189	это есть	1	2
190	противоречие с	1	2
191	в этих	16	2
192	у него	16	2
193	по себе	2	2
194	их не	3	2
195	чтобы в	1	2
196	и даже	3	2
197	если не	4	2
198	бы для	1	2
199	ее в	3	2
200	не о	1	2
201	но совершенно	1	2
202	этом направлении	1	2
203	все эти	8	2
204	на себя	3	2
205	но для	3	2
206	указывает на	1	2
207	в таком	1	2
208	принадлежат к	1	2
209	отношения к	2	2
210	тому что	2	2
211	участие в	2	2
212	ясно что	2	2
213	так часто	3	2
214	помнить что	1	2
215	их в	3	2
216	большинстве случаев	1	2
217	и вместе	3	2
218	на эту	1	2
219	следовательно и	1	2
220	отличается от	4	2
221	так же	6	2
222	тогда как	4	2
223	в других	6	2
224	если же	1	2
225	уже не	8	2
226	к той	1	2
227	с этим	3	2
228	его и	1	2
229	мы можем	11	2
230	на этой	1	2
231	а с	3	2
232	больше чем	2	2
233	и более	2	2
234	в таких	3	2
235	в котором	3	2
236	ее он	2	2
237	лежит не	1	2
238	мы уже	10	2
239	в борьбе	1	2
240	даже и	1	2
241	каждого народа	1	2
