N	3gram	Losev_Vesc	Dialekti
1	и т д	36	75
2	это значит что	25	47
3	с точки зрения	6	46
4	сама по себе	7	26
5	по крайней мере	10	26
6	в том что	9	25
7	не есть ни	12	24
8	ни в каком	6	18
9	не может быть	22	18
10	не что иное	12	18
11	что иное как	12	18
12	тем не менее	11	16
13	сам по себе	4	16
14	само по себе	4	16
15	то же время	4	15
16	в то же	5	14
17	т д и	11	14
18	только тогда когда	2	13
19	я утверждаю что	3	12
20	д и т	10	12
21	и то же	5	12
22	с другой стороны	3	12
23	о том что	4	12
24	одно и то	5	12
25	есть то что	4	11
26	ничего не говорит	1	11
27	есть не что	8	11
28	на то что	7	11
29	в самом деле	7	10
30	что она есть	3	10
31	той или другой	3	10
32	т е в	7	10
33	имеется в виду	1	9
34	что он есть	1	9
35	и в этом	2	9
36	содержит в себе	11	9
37	и не только	6	9
38	вовсе не есть	6	9
39	подобно тому как	5	9
40	то или иное	1	9
41	не есть просто	5	9
42	это и есть	4	9
43	внутреннего и внешнего	2	8
44	не значит что	1	8
45	не только не	4	8
46	только то что	3	8
47	тех или других	4	8
48	или по крайней	2	8
49	в то время	4	8
50	то время как	4	8
51	та или иная	1	8
52	в этом смысле	2	8
53	я не буду	2	7
54	сознания и бытия	1	7
55	от всего прочего	8	7
56	можно сказать что	3	7
57	вовсе не в	1	7
58	не в том	1	7
59	так или иначе	5	7
60	сами по себе	3	7
61	т е не	5	7
62	в каком случае	4	7
63	но что такое	4	7
64	в связи с	1	7
65	что она –	2	7
66	то это значит	3	7
67	не потому что	5	7
68	и в частности	2	7
69	только потому что	1	6
70	ни с какой	2	6
71	в коем случае	1	6
72	для того чтобы	2	6
73	крайней мере в	2	6
74	более или менее	4	6
75	ни в коем	1	6
76	в зависимости от	1	6
77	что это есть	3	6
78	и прежде всего	1	6
79	и в то	3	6
80	с какой стороны	2	6
81	значит что мы	6	6
82	коем случае не	1	6
83	случае не есть	2	6
84	она не есть	1	6
85	не нуждается в	1	6
86	не имеет никакого	2	6
87	е прежде всего	1	6
88	то что мы	3	6
89	ни на что	1	6
90	что не есть	4	6
91	во всяком случае	2	6
92	т е прежде	1	6
93	с одной стороны	3	6
94	может быть и	1	6
95	тем более не	1	5
96	все это –	2	5
97	и больше ничего	12	5
98	и даже не	3	5
99	но это –	4	5
100	не говорит о	2	5
101	по сравнению с	7	5
102	того или другого	1	5
103	это не есть	2	5
104	потому что она	1	5
105	в конце концов	2	5
106	потому что он	1	5
107	ни от чего	3	5
108	в нем нет	2	5
109	тем или другим	2	5
110	по себе и	1	5
111	и тем не	5	5
112	к тому что	2	5
113	на первый план	1	5
114	то и другое	6	5
115	от того что	4	5
116	в том смысле	1	5
117	не есть только	5	5
118	до сих пор	1	5
119	ничто не мешает	2	5
120	есть прежде всего	4	5
121	это было бы	1	5
122	в одинаковой мере	1	4
123	одной стороны и	1	4
124	это не значит	1	4
125	это значит? это	2	4
126	по себе а	1	4
127	что это –	3	4
128	том смысле что	1	4
129	что это значит?	4	4
130	значит? это значит	2	4
131	с этой точки	3	4
132	то в чем	1	4
133	имеет никакого отношения	2	4
134	так же как	2	4
135	но даже и	2	4
136	уже по одному	1	4
137	этой точки зрения	3	4
138	так как она	1	4
139	может быть только	6	4
140	и то и	1	4
141	т д все	1	4
142	не больше как	1	4
143	в данном случае	2	4
144	и что такое	1	4
145	эти две сферы	1	4
146	то ясно что	2	4
147	не может не	3	4
148	как раз и	2	4
149	то же самое	1	4
150	с тех пор	1	4
151	я не могу	1	4
152	из того что	3	4
153	а не только	2	4
154	а не сама	1	4
155	но это значит	2	4
156	того что она	2	4
157	есть не больше	1	4
158	равно как и	4	4
159	и может быть	1	4
160	не есть нечто	1	4
161	какой стороны не	2	4
162	по смыслу своему	2	4
163	значит что в	1	4
164	не может и	2	4
165	не есть ли	3	4
166	это – не	1	4
167	есть в сущности	1	4
168	она есть нечто	1	4
169	а потом уже	1	4
170	ясно что это	1	4
171	на что не	1	4
172	можно только тогда	1	4
173	можно было бы	3	4
174	да и то	1	4
175	как бы ни	2	4
176	никакого отношения к	2	4
177	в этом отношении	2	4
178	не есть сама	1	4
179	как она есть	3	3
180	в той или	2	3
181	тех или иных	2	3
182	и как бы	1	3
183	самом же деле	1	3
184	как будто бы	1	3
185	каком случае не	2	3
186	внутреннее и внешнее	1	3
187	из двух или	1	3
188	того что именно	2	3
189	один из видов	1	3
190	есть не только	2	3
191	никто никогда не	1	3
192	и что она	2	3
193	когда мы говорим	1	3
194	и есть то	2	3
195	не может существовать	1	3
196	отца и сына	1	3
197	т д в	1	3
198	не есть и	1	3
199	е не есть	1	3
200	нельзя сказать что	2	3
201	это и значит	4	3
202	от всего иного	3	3
203	а потому что	1	3
204	совершенно не зависит	1	3
205	я мог бы	5	3
206	одно из двух	1	3
207	отличается от всего	1	3
208	даже больше того	6	3
209	чтобы она была	1	3
210	и говорить о	1	3
211	несмотря ни на	1	3
212	но все же	2	3
213	нечто или ничто?	1	3
214	мы находим в	2	3
215	на самом же	1	3
216	есть не просто	2	3
217	так как будто	1	3
218	бы то ни	12	3
219	есть нечто совершенно	2	3
220	и – мы	3	3
221	д все это	1	3
222	даже и не	2	3
223	и не может	1	3
224	не просто как	1	3
225	на себя функции	2	3
226	нет ровно ничего	1	3
227	содержащая в себе	1	3
228	мы говорим что	3	3
229	в чем же	5	3
230	– все равно	1	3
231	ни в какой	1	3
232	не что-нибудь иное	1	3
233	значит что она	4	3
234	ту или иную	3	3
235	в данный момент	1	3
236	вещей и явлений	1	3
237	то что я	2	3
238	и в чем	1	3
239	о том как	4	3
240	должна быть не	1	3
241	в себе и	1	3
242	но что это	1	3
243	то как же	1	3
244	и значит что	3	3
245	не было бы	1	3
246	если она не	2	3
247	с этой стороны	1	3
248	не было ни	2	3
249	но в то	1	3
250	не только в	5	3
251	речь идет о	1	3
252	нет ровно никакого	1	3
253	было бы и	5	3
254	т е как	1	3
255	так что в	3	3
256	и есть подлинная	1	3
257	но потому что	1	3
258	и в нем	1	3
259	что же такое	4	3
260	и пр –	1	3
261	только лишь как	1	3
262	всего прочего и	2	3
263	я не стану	1	3
264	еще ничего не	1	3
265	что он не	1	2
266	все что угодно	2	2
267	но то что	3	2
268	бы и не	1	2
269	же это и	1	2
270	вещи что же	1	2
271	что она не	1	2
272	это значило бы	3	2
273	по себе но	1	2
274	и это и	1	2
275	как же это	1	2
276	т д на	1	2
277	не содержит в	1	2
278	т е чисто	1	2
279	мыслить и воспринимать	1	2
280	не есть явление	3	2
281	жизни и мира	1	2
282	будет все время	1	2
283	не есть материя	1	2
284	я уже не	1	2
285	т е она	1	2
286	в собственном смысле	3	2
287	и вот когда	1	2
288	мы имеем тут	1	2
289	хотя бы и	2	2
290	дело не в	1	2
291	и ни на	1	2
292	стало быть и	1	2
293	быть не просто	2	2
294	явление есть явление	1	2
295	ничем не отличаются	1	2
296	т е от	1	2
297	то что есть	1	2
298	прежде всего сама	1	2
299	в подлинном смысле	2	2
300	– в свете	1	2
301	есть он сам	1	2
302	с полной очевидностью	1	2
303	уже не есть	2	2
304	содержат в себе	1	2
305	и пр и	1	2
306	что существуют только	1	2
307	дело вовсе не	1	2
308	а что же	1	2
309	будучи в состоянии	1	2
310	друг с другом	2	2
311	и есть только	2	2
312	но ясно что	1	2
313	и даже больше	1	2
314	она не может	3	2
315	в отношении к	2	2
316	все же это	1	2
317	ни о чем	1	2
318	есть ни в	1	2
319	и вместе с	1	2
320	но также и	1	2
321	– в том	1	2
322	но и все	1	2
323	можно говорить о	2	2
324	руки и ноги	2	2
325	они вовсе не	1	2
326	в ней не	1	2
327	мы должны сказать	1	2
328	хотя бы только	1	2
329	не входя в	1	2
330	вещи с ее	7	2
331	заключается не в	2	2
332	и с другой	2	2
333	в сущности и	1	2
334	вы знаете что	1	2
335	сущность и явление	5	2
336	и пр это	1	2
337	и делает ее	1	2
338	а это значит	1	2
339	а не что-нибудь	1	2
340	мы будем говорить	1	2
341	но так как	1	2
342	все же тут	1	2
343	но он –	1	2
344	но что же	2	2
345	или хотя бы	1	2
346	мы видим что	2	2
347	себя функции сущности	1	2
348	никогда не есть	2	2
349	она еще не	1	2
350	и это –	3	2
351	тут мы находим	1	2
352	это – такое	1	2
353	в свою очередь	5	2
354	сказать что она	3	2
355	это может быть	1	2
356	до полной неразличимости	1	2
357	представим себе что	1	2
358	и если есть	1	2
359	личность и ее	1	2
360	и тут мы	1	2
361	имеет под собой	1	2
362	что с точки	1	2
363	что мы воспринимаем	1	2
364	это – совершенно	1	2
365	так как мы	2	2
366	и в особенности	1	2
367	мы уже сказали	1	2
368	слово слово –	1	2
369	и даже просто	1	2
370	как же вы	1	2
371	и не в	3	2
372	при всем том	1	2
373	как это было	1	2
374	оно и есть	1	2
375	не в состоянии	1	2
376	это не только	1	2
377	– чтобы быть	2	2
378	было ни в	1	2
379	должны сказать что	1	2
380	мы не можем	3	2
381	и можно ли	1	2
382	не будучи в	1	2
383	свой смысл и	1	2
384	вы говорите что	2	2
385	и даже вообще	1	2
386	вещь не есть	1	2
387	тот или иной	1	2
388	что бы то	1	2
389	ли это что	4	2
390	содержащее в себе	1	2
391	мы говорим об	1	2
392	себе не содержит	1	2
393	и не просто	3	2
394	только на то	1	2
395	дело в том	4	2
396	отнюдь не есть	2	2
397	они – не	1	2
398	мы не есть	1	2
399	или ничего не	2	2
400	ни тем более	2	2
401	она и есть	1	2
402	уже не просто	2	2
403	я бы сказал	1	2
404	– одна из	1	2
405	вопрос о том	2	2
406	что оно есть	5	2
407	значит ли это	5	2
408	в себе не	1	2
409	по себе отнюдь	1	2
410	и то что	5	2
411	хотя бы в	2	2
412	мы сказали что	1	2
413	по себе совершенно	2	2
414	сказали мы есть	1	2
415	где-то и как-то	1	2
416	значило бы что	3	2
417	что оно не	1	2
418	ни с чем	2	2
419	а так как	2	2
420	а без этого	1	2
421	мы имеем дело	2	2
422	что и в	1	2
423	должна быть и	1	2
424	так как тут	1	2
425	и не надо	1	2
426	идеального и реального	1	2
427	потому что они	4	2
428	идеи и материи	2	2
429	она отличается от	1	1
430	когда вы говорите	1	1
431	уже сказали что	1	1
432	есть все же	1	1
433	неизвестно кем и	1	1
434	прежде всего некая	2	1
435	общего ни с	1	1
436	на идею и	1	1
437	и у людей	1	1
438	взята сама по	1	1
439	отношении к другой	1	1
440	тех пор как	1	1
441	и что эти	1	1
442	а можно только	1	1
443	в сущности в	1	1
444	есть ли это	1	1
445	вообще но и	2	1
446	сам же по	1	1
447	у нее нет	1	1
448	внутреннее и нечто	1	1
449	вещи не есть	4	1
450	никак не различаются	1	1
451	что существует не	1	1
452	тут дело вовсе	1	1
453	его отвлеченной идеей	1	1
454	в то или	1	1
455	я и хочу	2	1
456	есть ни то	1	1
457	что смысл вещи	1	1
458	в этом объяснении	1	1
459	точка зрения на	1	1
460	вещь должна быть	2	1
461	это уже не	1	1
462	другими словами логическая	1	1
463	но еще и	3	1
464	я вижу в	1	1
465	потому что сначала	1	1
466	что уже не	1	1
467	в применении к	2	1
468	нет никакой действительности	1	1
469	что в ней	3	1
470	то что он	2	1
471	отождествляется с ним	1	1
472	в дальнейшем но	1	1
473	бы меня ни	1	1
474	и во всех	1	1
475	по одному этому	1	1
476	возможно только благодаря	1	1
477	вещи как вещи	3	1
