N	2gram	Losev_Prob	Sovremen
1	не может	14	17
2	может быть	39	12
3	точки зрения	14	12
4	таким образом	13	11
5	мы не	15	9
6	в каждом	1	8
7	в этом	25	7
8	и в	62	7
9	не можем	5	7
10	мы можем	11	6
11	в результате	8	6
12	каждый раз	7	6
13	как и	15	6
14	ничего не	4	6
15	и не	56	6
16	с точки	9	5
17	прежде всего	13	5
18	что же	9	5
19	каждом отдельном	1	5
20	все эти	14	5
21	в условиях	7	5
22	и наконец	2	5
23	в дальнейшем	1	4
24	а в	9	4
25	так как	14	4
26	вопрос о	2	4
27	это не	10	4
28	не только	33	4
29	мы должны	13	4
30	как бы	11	4
31	нет и	1	4
32	если мы	24	4
33	каждого элемента	1	4
34	в зависимости	3	4
35	их в	2	4
36	жизни и	7	4
37	вместе с	3	4
38	в целом	9	4
39	же это	2	4
40	в том	35	4
41	зависимости от	3	4
42	из них	4	4
43	точку зрения	1	4
44	мы видели	2	4
45	и к	9	3
46	и потому	13	3
47	видели что	1	3
48	на этой	1	3
49	этим мы	2	3
50	и мы	1	3
51	когда мы	24	3
52	уже в	5	3
53	всех элементов	1	3
54	то же	23	3
55	при этом	9	3
56	мы получаем	1	3
57	с необходимостью	1	3
58	можем назвать	2	3
59	поэтому мы	1	3
60	не в	21	3
61	а не	28	3
62	для нас	23	3
63	все это	9	3
64	как он	2	3
65	в одном	4	3
66	у нас	17	3
67	а все	1	3
68	в конце	7	3
69	так называемых	1	3
70	в наших	3	3
71	было бы	14	3
72	в первом	1	3
73	ли мы	1	3
74	в этой	10	3
75	из двух	1	3
76	момент времени	1	3
77	он в	3	3
78	и все	13	3
79	мы называем	1	3
80	в себе	23	3
81	следующим образом	1	3
82	само собою	1	3
83	ясно что	11	3
84	что она	5	3
85	он может	2	3
86	состоит из	6	3
87	все же	10	3
88	при таком	2	3
89	в области	2	3
90	может не	1	3
91	отличается от	8	3
92	между собой	3	3
93	отнюдь не	16	3
94	в нем	13	3
95	но мы	1	3
96	но в	17	3
97	еще не	12	3
98	с этим	5	2
99	что в	11	2
100	этих двух	1	2
101	тем не	23	2
102	в самом	4	2
103	дает нам	2	2
104	совершенно не	7	2
105	мы видим	1	2
106	значение в	3	2
107	и что	9	2
108	и пространства	1	2
109	отличие от	3	2
110	такие же	1	2
111	которой он	1	2
112	ее на	2	2
113	то и	9	2
114	с одной	3	2
115	в отличие	2	2
116	это за	3	2
117	такого рода	14	2
118	из этих	1	2
119	в его	10	2
120	во всяком	14	2
121	не будем	4	2
122	не дает	1	2
123	еще более	3	2
124	можно назвать	1	2
125	то ни	7	2
126	только так	2	2
127	что это	3	2
128	что при	5	2
129	быть и	3	2
130	по мнению	2	2
131	только одну	1	2
132	из которых	6	2
133	что такое	4	2
134	может иметь	4	2
135	и займемся	1	2
136	если же	4	2
137	говорить о	7	2
138	на его	1	2
139	в науке	1	2
140	все те	2	2
141	конечно в	1	2
142	с общим	1	2
143	представлять себе	2	2
144	в живом	1	2
145	у него	1	2
146	для его	4	2
147	не могут	1	2
148	в виде	20	2
149	со всеми	1	2
150	и даже	21	2
151	как известно	1	2
152	говорим о	5	2
153	самом деле	6	2
154	в которой	3	2
155	но все	5	2
156	ни одна	2	2
157	же самое	20	2
158	тот или	4	2
159	который как	1	2
160	как мы	12	2
161	наконец не	1	2
162	настоящее время	4	2
163	она может	2	2
164	развития в	1	2
165	тем же	2	2
166	и во	5	2
167	той же	2	2
168	могут быть	2	2
169	и будет	2	2
170	в таком	11	2
171	развития но	1	2
172	в нашем	13	2
173	уже не	12	2
174	не знаем	2	2
175	и есть	9	2
176	и они	1	2
177	что все	2	2
178	или иной	20	2
179	и именно	2	2
180	на этот	4	2
181	говорить об	2	2
182	на этом	1	2
183	не менее	24	2
184	же мы	1	2
185	и по	3	2
186	времени и	4	2
187	на котором	2	2
188	свою собственную	3	2
189	в настоящее	4	2
190	в один	1	2
191	каждого из	1	2
192	знаем что	1	2
193	тот же	1	2
194	всяком случае	8	2
195	как угодно	2	2
196	жизни но	2	1
197	во всех	4	1
198	категорический ответ	1	1
199	все они	5	1
200	бы то	5	1
201	поскольку она	2	1
202	этого и	1	1
203	именно к	3	1
204	это и	11	1
205	этом случае	8	1
206	в свое	1	1
207	необходимо сказать	5	1
208	только не	6	1
209	каждый элемент	2	1
210	но можно	1	1
211	а потому	1	1
212	во втором	1	1
213	то он	3	1
