N	3gram	Losev_Prob	Vladivir
1	в том что	7	29
2	о том что	16	22
3	тем не менее	25	18
4	что же касается	3	14
5	и то что	9	14
6	в то время	2	13
7	дело в том	3	13
8	необходимо сказать что	6	13
9	во всяком случае	11	12
10	в связи с	7	12
11	содержит в себе	7	11
12	более или менее	7	11
13	в конце концов	11	11
14	к тому же	1	11
15	не может быть	5	10
16	в то же	4	10
17	вместе с тем	2	10
18	с точки зрения	3	10
19	то что он	3	9
20	в этом смысле	8	9
21	как раз и	11	9
22	на этот раз	2	9
23	а также и	2	8
24	в течение всей	1	8
25	на то что	12	8
26	точно так же	7	7
27	это значит что	3	7
28	на первый план	3	7
29	у нас выше	2	7
30	в это время	1	7
31	так или иначе	7	6
32	как это мы	2	6
33	само по себе	1	6
34	в данном случае	10	6
35	том что в	2	6
36	также и то	4	6
37	с другой стороны	7	6
38	и в этом	5	6
39	в настоящее время	17	6
40	можно судить по	1	6
41	в истории философии	2	6
42	никакого отношения к	1	6
43	как мы видели	1	6
44	иной раз даже	1	5
45	ничего не говорит	1	5
46	ни в каких	1	5
47	но даже и	1	5
48	и в то	1	5
49	и в его	2	5
50	бы то ни	2	5
51	а иной раз	1	5
52	само собой разумеется	1	5
53	и в том	1	5
54	и потому что	1	5
55	то что в	4	5
56	не говоря уже	6	5
57	в сравнении с	1	5
58	не только в	3	5
59	то время как	2	5
60	в дальнейшем мы	1	4
61	можно сказать что	6	4
62	говоря уже о	5	4
63	как мы уже	2	4
64	в том же	1	4
65	для того чтобы	9	4
66	в этом отношении	2	4
67	сам по себе	7	4
68	мы увидим ниже	2	4
69	что в этом	1	4
70	то это значит	2	4
71	и т д	12	4
72	в том чтобы	1	4
73	по крайней мере	8	4
74	заключается в том	2	4
75	и ни в	2	4
76	не что иное	5	4
77	мы будем говорить	1	4
78	вовсе не есть	12	4
79	можно было бы	4	4
80	что иное как	5	4
81	с одной стороны	4	4
82	также и в	2	4
83	на эту тему	2	4
84	еще и потому	1	4
85	истории философии и	2	3
86	ни в каком	7	3
87	а не к	1	3
88	хотя бы и	3	3
89	а то что	2	3
90	в самом деле	4	3
91	в том числе	2	3
92	можно сколько угодно	2	3
93	во что бы	2	3
94	то в чем	1	3
95	в том случае	2	3
96	ничего общего с	9	3
97	свидетельствует о том	3	3
98	иметь в виду	4	3
99	и в отношении	1	3
100	даже и в	3	3
101	а с другой	1	3
102	а в том	1	3
103	и как мы	1	3
104	не только на	1	3
105	не только не	4	3
106	в последнее время	1	3
107	мы хотели бы	1	3
108	даже больше того	1	3
109	вот что пишет	1	3
110	по этому поводу	5	3
111	это вовсе не	2	3
112	к тому что	1	3
113	самом же деле	1	3
114	только то что	6	3
115	на самом же	1	3
116	но это не	1	3
117	раз и навсегда	1	3
118	или иначе но	1	3
119	за свое существование	1	3
120	не менее если	1	3
121	в этом же	1	3
122	не имеет никакого	2	3
123	на себя внимание	1	3
124	мы должны сказать	2	3
125	только в том	4	3
126	должны сказать что	1	3
127	хотя и не	2	3
128	мы видели выше	1	3
129	что бы то	2	3
130	субъекта и объекта	1	3
131	и в частности	3	3
132	нам представляется что	1	3
133	и притом в	1	3
134	так что в	1	3
135	с самого начала	2	3
136	в первую очередь	1	3
137	мы уже сказали	1	3
138	также еще и	1	3
139	то ни стало	2	3
140	нам кажется что	1	3
141	так же как	2	2
142	собственно говоря только	1	2
143	нельзя сказать что	2	2
144	но то что	1	2
145	одной стороны и	2	2
146	имеет ничего общего	4	2
147	и тот же	1	2
148	нет и никакого	1	2
149	от того чтобы	1	2
150	но вместе с	1	2
151	что такого рода	1	2
152	но еще и	1	2
153	не говорит о	1	2
154	бы обратить внимание	1	2
155	уже содержит в	1	2
156	и на этот	1	2
157	здесь перед нами	3	2
158	об этом не	1	2
159	и не раз	1	2
160	никак не мог	1	2
161	в подлинном смысле	1	2
162	мы уже видели	1	2
163	ввиду того что	1	2
164	но все дело	1	2
165	в таком случае	14	2
166	только при помощи	1	2
167	если иметь в	1	2
168	в себе не	3	2
169	так и в	2	2
170	в своей философии	1	2
171	здесь не было	1	2
172	до сих пор	6	2
173	есть не что	5	2
174	в этой области	5	2
175	не так уж	1	2
176	и в своих	1	2
177	из них не	1	2
178	так как это	1	2
179	и такого рода	1	2
180	не имеет ничего	4	2
181	не может не	1	2
182	но как раз	2	2
183	или по крайней	4	2
184	имел в виду	2	2
185	так как он	2	2
186	и не есть	3	2
187	все дело в	1	2
188	он не был	1	2
189	а не только	2	2
190	не то что	2	2
191	даже и не	4	2
192	уже о том	1	2
193	те или иные	1	2
194	и никак не	1	2
