N	4gram	Bakhtin_Fr	Literetu
1	в то же время	13	21
2	бы то ни было	1	4
3	с одной стороны и	2	3
4	в том числе и	3	3
5	в том же году	1	3
6	дело в том что	2	2
7	то же время не	1	2
8	не что иное как	1	1
9	и прежде всего в	1	1
10	а не так как	1	1
11	все более и более	1	1
12	и не может быть	1	1
13	одной стороны и к	1	1
14	с другой стороны он	1	1
15	нет и не может	1	1
16	и в то же	2	1
17	одного и того же	1	1
18	том же году в	1	1
19	во всяком случае в	1	1
20	то же время он	1	1
21	в той или иной	2	1
22	но в то же	7	1
23	одним и тем же	1	1
24	какой бы то ни	1	1
