N	2gram	Voloshinov	Istorich
1	и в	16	181
2	может быть	17	115
3	не только	7	114
4	что он	2	111
5	мы имеем	1	102
6	что в	3	90
7	но и	4	85
8	в этом	9	81
9	так как	4	75
10	то что	3	73
11	таким образом	9	72
12	вместе с	3	71
13	и не	4	67
14	мы видим	2	65
15	все же	1	65
16	в этих	3	64
17	еще не	5	63
18	не может	8	61
19	так же	2	57
20	то же	2	56
21	никогда не	2	56
22	в том	3	53
23	том что	3	53
24	а в	3	52
25	с другой	1	52
26	и что	1	51
27	и здесь	1	51
28	что и	2	51
29	а не	1	48
30	о том	2	48
31	связь с	1	47
32	его в	4	47
33	и пр	12	44
34	мы должны	1	44
35	но в	4	44
36	и его	8	43
37	мы знаем	3	42
38	в нем	4	42
39	только в	4	42
40	и на	4	38
41	в его	4	38
42	для нас	2	38
43	как и	2	37
44	уже не	1	37
45	мы уже	2	37
46	он не	2	37
47	что здесь	1	37
48	так и	4	37
49	знаем что	2	36
50	мы увидим	1	36
51	мы можем	9	36
52	что они	1	35
53	с тем	1	35
54	мы не	2	35
55	все эти	5	35
56	не всегда	1	34
57	связи с	1	34
58	но не	1	34
59	у него	2	34
60	во время	3	34
61	что это	2	34
62	же как	2	33
63	сих пор	3	32
64	в качестве	1	32
65	один из	2	31
66	прежде всего	9	31
67	ничего не	1	31
68	с этим	2	30
69	с одной	1	30
70	до сих	3	30
71	к нему	1	30
72	этот мотив	1	30
73	одной стороны	1	29
74	как мы	4	29
75	но это	2	29
76	что она	1	28
77	и с	8	28
78	могут быть	3	27
79	как он	1	27
80	как это	3	26
81	мы здесь	1	26
82	и др	3	26
83	предположить что	1	26
84	в ней	1	26
85	вопрос о	1	25
86	не менее	2	24
87	к этому	2	24
88	было бы	2	24
89	если бы	1	24
90	что мы	2	24
91	их в	3	23
92	как бы	5	23
93	и это	6	23
94	в этой	4	23
95	имеем в	1	23
96	не будем	1	23
97	все это	4	23
98	когда он	1	23
99	в частности	2	23
100	и по	2	22
101	с ним	2	22
102	в мифах	1	22
103	при этом	6	22
104	в некоторых	1	22
105	связано с	1	21
106	в другом	1	21
107	в одном	3	21
108	сказать что	7	21
109	о смерти	1	21
110	в связи	1	21
111	к тому	1	21
112	они не	2	21
113	ее в	2	21
114	из этих	2	20
115	она не	1	20
116	одна из	1	20
117	в свете	1	20
118	другими словами	2	20
119	в другой	1	19
120	не совсем	1	19
121	есть и	2	19
122	и как	3	19
123	в данном	1	18
124	вовсе не	1	18
125	в них	2	17
126	и этим	2	17
127	выше мы	1	17
128	то и	1	17
129	и только	9	17
130	и она	3	16
131	во всех	3	16
132	и они	1	16
133	и действительно	2	16
134	и все	4	16
135	со стороны	1	16
136	в пределах	2	15
137	увидим что	1	15
138	что при	1	15
139	уже знаем	1	15
140	и то	1	15
141	в своей	2	15
142	данном случае	1	15
143	его и	1	15
144	и даже	4	15
145	на его	1	15
146	с этой	2	14
147	но мы	4	14
148	находится в	2	14
149	можно было	1	14
150	мы еще	1	14
151	в него	5	14
152	и ее	4	14
153	на вопрос	1	14
154	у нас	1	14
155	право на	1	14
156	и есть	3	14
157	с ней	1	14
158	отношение к	5	14
159	и наконец	4	14
160	и для	2	13
161	все что	4	13
162	на этом	3	13
163	с ними	4	13
164	не имеет	1	13
165	его не	1	13
166	что иное	1	13
167	во всем	1	12
168	хотя бы	4	12
169	к себе	3	12
170	а потом	1	12
171	в основном	3	12
172	о нем	1	12
173	не знает	2	12
174	что не	2	12
175	ни один	1	12
176	в более	1	12
177	и их	4	12
178	в этот	2	11
179	некоторое время	1	11
180	точки зрения	8	11
181	я не	1	11
182	от этого	1	11
183	должны быть	1	11
184	главным образом	1	11
185	связанные с	2	11
186	иное как	1	11
187	у меня	1	11
188	уже в	1	11
189	же в	1	11
190	не что	1	11
191	хотя и	1	11
192	же мы	1	11
193	но оно	3	11
194	дает нам	1	11
195	и вот	3	11
196	здесь имеем	1	11
197	человека в	1	11
198	и к	6	10
199	к ним	2	10
200	но так	1	10
201	а с	1	10
202	его к	1	10
203	на основе	2	10
204	связанных с	2	10
205	что же	1	10
206	но если	1	10
207	пока не	1	10
208	и других	2	10
209	говорит о	1	10
210	на этой	3	10
211	друг с	1	10
212	себя в	1	10
213	в состоянии	1	10
214	но как	2	10
215	ни в	5	10
216	в точности	1	10
217	только одна	1	10
218	он может	1	10
219	а на	2	10
220	что эти	1	10
221	не можем	2	10
222	на первый	2	9
223	только на	3	9
224	является и	1	9
225	в чем	5	9
226	не будет	2	9
227	совершенно так	1	9
