N	4gram	Vygotskiy_	EvropaiE
1	в то же время	1	14
2	с одной стороны и	4	6
3	с этой точки зрения	4	5
4	так же как и	2	3
5	заключается в том что	9	2
6	того чтобы ответить на	1	1
7	мы стремились показать в	1	1
8	чтобы ответить на этот	1	1
9	и связанное с ним	1	1
10	но так как мы	1	1
11	и то и другое	1	1
12	в качестве одного из	1	1
13	в том числе и	2	1
14	в пределах одного и	1	1
15	ответить на этот вопрос	1	1
16	пределах одного и того	1	1
17	одну и ту же	1	1
18	когда дело идет о	1	1
19	то же время в	1	1
20	на вопрос можно ли	1	1
21	для того чтобы ответить	1	1
22	в последнее время в	1	1
23	в то время как	7	1
24	несмотря на то что	1	1
25	одного и того же	3	1
26	очевидно что в этом	1	1
27	как мы стремились показать	1	1
28	в том смысле что	2	1
29	в этом отношении с	1	1
