N	3gram	Bakhtin_Fr	SlovoVZh
1	по отношению к	1	11
2	не может быть	4	7
3	можно сказать что	4	5
4	в том что	8	4
5	дело в том	4	4
6	до сих пор	3	3
7	и не в	2	3
8	это как бы	1	3
9	тем не менее	1	3
10	отражает в себе	1	3
11	и не может	1	3
12	может быть и	1	3
13	на самом деле	4	2
14	и для других	1	2
15	одной стороны и	1	2
16	то же самое	3	2
17	мы можем сказать	1	2
18	одно и то	1	2
19	в данном случае	4	2
20	мы все время	1	2
21	в зависимости от	1	2
22	с одной стороны	2	2
23	с другой стороны	2	2
24	до известной степени	4	2
25	что не может	1	2
26	и то же	1	2
27	с точки зрения	5	2
28	сих пор не	1	1
29	все же не	1	1
30	отношению к которому	1	1
31	самом деле в	1	1
32	и таким образом	1	1
33	в пространстве и	1	1
34	о том что	5	1
35	не нуждаются в	1	1
36	свою связь с	1	1
37	включает в себя	2	1
38	мы обратимся к	1	1
39	в самом деле	2	1
40	один и тот	1	1
41	если мы обратимся	1	1
42	сливается с ним	1	1
43	совершенно ясно что	1	1
44	нуждается в особом	1	1
45	особенно важное значение	1	1
46	независимо от него	1	1
47	в свою очередь	1	1
48	ничего общего с	1	1
49	это ни в	1	1
50	и тот же	2	1
51	и в частности	1	1
52	и та же	1	1
53	как и в	1	1
54	и слово в	1	1
55	как мы уже	6	1
56	в том же	1	1
57	необходимо отрешиться от	1	1
58	ни в коем	1	1
59	в так называемой	1	1
60	самом же деле	4	1
61	в коем случае	1	1
62	и независимо от	1	1
63	но в то	6	1
64	в них всегда	1	1
65	сказать что и	3	1
66	в лучшем случае	1	1
67	в лице ее	1	1
68	только то что	1	1
69	подобно тому как	2	1
70	с самого начала	3	1
71	как существенный момент	1	1
72	на самом же	4	1
73	с помощью которой	1	1
74	в конечном счете	1	1
75	же как и	2	1
76	все то в	1	1
77	одна и та	1	1
78	в основе своей	1	1
79	можно было бы	2	1
80	нужно подчеркнуть что	3	1
81	в этом отношении	7	1
82	он еще не	1	1
83	так же как	4	1
84	и в формах	1	1
85	то же время	14	1
86	между тем как	2	1
87	и др все	1	1
88	существенный момент в	1	1
89	вещами и явлениями	1	1
90	оставаясь в пределах	1	1
91	со словом и	1	1
92	и прежде всего	4	1
93	более или менее	2	1
94	но и в	3	1
95	во всех языках	2	1
96	в то же	14	1
97	в чем не	1	1
98	в значительной степени	1	1
99	это прежде всего	1	1
100	только в атмосфере	1	1
101	том что в	1	1
102	в условиях буржуазной	1	1
103	не перестает быть	1	1
104	ни в чем	1	1
105	на этом основании	1	1
106	того чтобы не	1	1
107	может быть ни	1	1
108	в истории литературы	1	1
109	коем случае нельзя	1	1
110	в то время	3	1
111	но все это	1	1
112	здесь вовсе не	1	1
113	ровно ничего не	2	1
114	мы уже сказали	3	1
115	к тому же	3	1
