N	2gram	Vygotskiy_	NovoeSre
1	а не	18	17
2	не может	30	16
3	и в	55	16
4	совсем не	3	12
5	и не	24	11
6	и есть	5	10
7	что в	39	9
8	в эпоху	1	9
9	в том	55	8
10	как не	2	8
11	жизни и	5	8
12	он не	8	8
13	в этом	21	7
14	может быть	35	7
15	в новой	2	7
16	не будет	4	7
17	это есть	6	7
18	культуры и	1	7
19	как и	25	7
20	к новому	1	7
21	общественной жизни	1	6
22	ни в	9	6
23	не в	19	6
24	высшей степени	1	6
25	с его	3	6
26	но это	3	6
27	в высшей	1	6
28	никогда не	13	6
29	и к	5	5
30	не только	25	5
31	в ней	3	5
32	все это	11	5
33	в жизни	5	5
34	в нем	5	5
35	с ее	3	5
36	должен быть	2	5
37	и потому	2	4
38	и мы	6	4
39	по своему	2	4
40	быть может	2	4
41	должно быть	2	4
42	потому что	27	4
43	это не	1	4
44	прежде всего	5	4
45	в них	4	4
46	то что	47	4
47	не было	5	4
48	есть лишь	1	4
49	и все	8	4
50	не менее	9	4
51	не имеет	3	4
52	значит что	1	4
53	и для	9	4
54	о том	11	4
55	во всех	4	3
56	вопрос о	3	3
57	не означает	2	3
58	в наши	1	3
59	и пр	1	3
60	должна быть	3	3
61	она не	6	3
62	тому как	10	3
63	отдельных людей	1	3
64	в ее	7	3
65	эти формы	1	3
66	смысле слова	4	3
67	что такое	2	3
68	за пределы	2	3
69	конечно не	2	3
70	подобно тому	7	3
71	не существует	4	3
72	в духе	1	3
73	с другой	7	3
74	в основе	13	3
75	к ним	4	3
76	в россии	1	3
77	сказать что	12	3
78	наряду с	3	3
79	духа и	1	3
80	с тем	11	3
81	не значит	2	3
82	к жизни	2	3
83	не есть	4	3
84	в своей	6	3
85	в мире	1	3
86	как в	17	3
87	жизни в	1	3
88	перейти к	1	3
89	но и	12	3
90	это было	1	3
91	наши дни	1	3
92	жизни не	1	3
93	к тому	8	3
94	человека и	3	3
95	еще не	2	3
96	от всякого	1	2
97	с этим	7	2
98	центр тяжести	1	2
99	и от	4	2
100	будет с	1	2
101	еще до	1	2
102	это и	3	2
103	в центре	1	2
104	не хотим	1	2
105	я уже	1	2
106	и что	28	2
107	не могли	4	2
108	переходе от	2	2
109	что она	11	2
110	ли это	3	2
111	не имеют	1	2
112	и было	1	2
113	духовной жизни	1	2
114	зависит от	2	2
115	и заключается	4	2
116	самый процесс	1	2
117	с одной	6	2
118	хотя бы	4	2
119	такого рода	1	2
120	мы не	15	2
121	того чтобы	13	2
122	начал и	1	2
123	вот почему	1	2
124	заключается что	1	2
125	хотя и	3	2
126	в нашу	1	2
127	сильнее и	2	2
128	ли есть	1	2
129	трудно будет	1	2
130	так и	6	2
131	нашего времени	1	2
132	как это	8	2
133	но она	1	2
134	много ли	1	2
135	думать что	3	2
136	одной стороны	7	2
137	для чего	1	2
138	не могла	1	2
139	можно было	4	2
140	и должно	1	2
141	другой стороны	7	2
142	времени и	2	2
143	из ее	1	2
144	с их	1	2
145	этом смысле	3	2
146	том и	4	2
147	в русском	4	2
148	у него	4	2
149	место в	1	2
150	а в	10	2
151	в обществе	3	2
152	все время	6	2
153	когда мы	4	2
154	и даже	11	2
155	века и	1	2
156	и формы	1	2
157	и с	5	2
158	действовать и	1	2
159	мы говорим	2	2
160	связана с	1	2
161	по существу	6	2
162	для этого	1	2
163	нет и	1	2
164	которую она	1	2
165	могут быть	15	2
166	в себе	6	2
167	том чтобы	9	2
168	и на	6	2
169	быть в	2	2
170	уже не	3	2
171	и творчества	1	2
172	я не	1	2
173	века но	1	2
174	что все	10	2
175	время как	6	2
176	все эти	7	2
177	есть в	7	2
178	же как	8	2
179	такой же	9	2
180	вместе с	10	2
181	но я	1	2
182	который в	3	2
183	одна из	5	2
184	стремление к	1	2
185	нашу эпоху	1	2
186	мира и	1	2
187	роль в	4	2
188	как будто	10	2
189	но не	5	2
190	в то	8	2
191	том что	30	2
192	ведь и	1	2
193	мир и	1	2
194	так же	29	2
195	и это	6	2
196	в смысле	3	2
197	но для	1	2
198	к созданию	1	2
199	в одну	2	2
200	но в	5	2
201	мысли в	3	2
202	мысли и	2	2
203	формы и	11	2
204	не к	2	2
205	к более	2	2
206	связаны с	1	2
207	к содержанию	1	2
208	в той	2	1
209	формы к	1	1
210	и начали	1	1
211	зачем же	1	1
212	все в	2	1
213	всех своих	1	1
214	своего рода	1	1
215	и мир	1	1
216	в самом	18	1
217	от ритма	1	1
218	во всем	5	1
219	к одному	5	1
220	нет ничего	1	1
221	ее на	2	1
222	и того	1	1
223	всегда была	1	1
224	сами не	1	1
225	привело к	1	1
226	философии и	2	1
227	том случае	3	1
228	можно сказать	2	1
229	то он	1	1
230	все что	4	1
231	человек как	1	1
232	человека в	1	1
233	социальной жизни	1	1
234	то они	1	1
235	нельзя указать	1	1
236	во все	2	1
237	начинается в	1	1
238	на человека	1	1
239	для всех	5	1
240	в более	1	1
241	до сих	8	1
242	а к	1	1
243	вступить в	1	1
244	как ни	1	1
245	и более	3	1
246	и этот	3	1
247	в котором	5	1
248	по преимуществу	2	1
249	значение в	2	1
250	есть признак	1	1
251	то это	3	1
252	выходит за	2	1
253	ничем не	1	1
254	в статье	1	1
255	что этот	3	1
256	отличие от	6	1
257	и русской	2	1
258	все ее	1	1
259	и переживает	1	1
260	же и	2	1
261	отнести к	1	1
262	они не	1	1
263	из них	4	1
264	она должна	2	1
265	применить к	2	1
266	все еще	1	1
267	на нем	2	1
268	к природе	2	1
269	случае если	2	1
270	и сейчас	4	1
271	который не	2	1
272	он также	1	1
273	есть вместе	1	1
274	переходит в	1	1
275	не останется	1	1
276	своей природе	1	1
277	делают совершенно	1	1
278	не могу	1	1
279	познания к	1	1
280	уже в	3	1
281	будет принадлежать	1	1
282	в свою	3	1
283	в значительной	1	1
284	есть прежде	1	1
285	в состоянии	4	1
286	для себя	2	1
287	из этих	6	1
288	во всяком	9	1
289	том числе	1	1
290	осознавать себя	1	1
291	все свои	1	1
292	процесс в	4	1
293	производят впечатление	1	1
294	земли и	1	1
295	одну из	1	1
296	еще то	1	1
297	природе своей	1	1
298	для того	12	1
299	отдельные люди	1	1
300	людей но	1	1
301	понимают и	1	1
302	быть отнесены	1	1
303	мы всегда	1	1
304	быть не	1	1
305	процессы которые	1	1
306	вся жизнь	1	1
307	не быть	2	1
308	же мере	1	1
309	истину и	1	1
310	и правды	1	1
311	власть над	1	1
312	это значит	1	1
313	не всегда	2	1
314	от формы	2	1
315	из их	2	1
316	а это	1	1
317	он и	1	1
318	что вся	2	1
319	было бы	14	1
320	мы должны	4	1
321	не стоят	1	1
322	и из	7	1
323	в сущности	15	1
324	не должна	1	1
325	этом он	2	1
326	уже от	1	1
327	от истины	1	1
328	в его	8	1
329	к такой	1	1
330	когда само	1	1
331	когда она	6	1
332	человечества в	1	1
333	к тем	1	1
334	от этой	2	1
335	мы в	3	1
336	но ведь	1	1
337	должны быть	6	1
338	и их	4	1
339	во времена	1	1
340	в социальной	1	1
341	бытия и	1	1
342	и ему	1	1
343	как результат	2	1
344	и ярче	1	1
345	вопрос для	1	1
346	у нас	4	1
347	и когда	5	1
348	существу своему	2	1
349	не столько	1	1
350	совершенно так	1	1
351	с другими	2	1
352	и целиком	1	1
353	людей и	2	1
354	говорит что	10	1
355	они будут	1	1
356	эпох и	1	1
357	вопроса о	1	1
358	в виду	6	1
359	или к	1	1
360	еще в	1	1
361	и до	2	1
362	слова а	1	1
363	нет никакого	1	1
364	с собой	1	1
365	оказывается совершенно	4	1
366	природу и	1	1
367	и развивается	1	1
368	и такое	1	1
369	только в	18	1
370	своей основе	1	1
371	движения в	1	1
372	не на	2	1
373	не могут	6	1
374	создает себе	1	1
375	от того	6	1
376	в нее	2	1
377	он есть	1	1
378	от других	3	1
379	чего он	1	1
380	что образ	2	1
381	есть еще	1	1
382	нужно отнести	1	1
383	борьбе за	1	1
384	в зависимости	6	1
385	свободно и	2	1
386	творчества и	3	1
387	в большинстве	1	1
388	оно не	2	1
389	как например	2	1
390	а на	4	1
391	сами по	4	1
392	всего что	1	1
393	вот этот	1	1
394	или не	2	1
395	но он	3	1
396	быть признан	1	1
397	значение и	3	1
398	зависимость от	2	1
399	в которой	6	1
400	смысл русской	1	1
401	не хотел	1	1
402	заключает в	3	1
403	в этой	5	1
404	а во-вторых	1	1
405	вот что	2	1
406	числе и	1	1
407	к чему	2	1
408	я думаю	2	1
409	человеческой жизни	1	1
410	а по	1	1
411	в политической	1	1
412	а также	1	1
413	и еще	1	1
414	жизнь в	1	1
415	что его	5	1
416	и техники	1	1
417	как на	6	1
418	общества в	1	1
419	в отличие	4	1
420	так называемый	1	1
421	он в	2	1
422	явление в	1	1
423	будто бы	2	1
424	на нее	1	1
425	возможно что	1	1
426	оно есть	3	1
427	сам собой	3	1
428	ней и	1	1
429	нем не	1	1
430	из всех	4	1
431	быть только	1	1
432	что не	2	1
433	но все	1	1
434	оба они	1	1
435	этим будет	1	1
436	и служить	1	1
437	во внешней	1	1
438	тем что	7	1
439	есть всегда	1	1
440	россии и	1	1
441	и во	3	1
442	что сами	1	1
443	к этой	2	1
444	возможности в	1	1
445	менее чем	1	1
446	то время	6	1
447	это привело	1	1
448	возможны только	3	1
449	это время	1	1
450	всякого содержания	1	1
451	в конце	6	1
452	вообще не	1	1
453	или иная	1	1
454	мы опять	2	1
455	в основу	3	1
456	еще глубже	1	1
457	эпохи в	3	1
458	так как	28	1
459	смысле и	2	1
460	эти черты	1	1
461	к которому	1	1
462	в своем	3	1
463	той социальной	1	1
464	мы конечно	1	1
465	характер и	1	1
466	эту мысль	2	1
467	к таким	1	1
468	метода и	2	1
469	есть по	3	1
470	нас к	1	1
471	сих пор	8	1
472	что он	17	1
473	бы сказать	1	1
474	известном смысле	1	1
475	показал что	3	1
476	их в	4	1
477	в силу	4	1
478	и очень	2	1
479	он может	1	1
