N	4gram	Losev_Prob	Psycholo
1	в то время как	4	13
2	указывает на то что	1	11
3	с этой точки зрения	2	10
4	заключается в том чтобы	1	9
5	в том что он	2	7
6	не что иное как	3	6
7	а с другой стороны	3	4
8	одним и тем же	1	4
9	все более и более	1	4
10	в том что в	1	4
11	ни в какой мере	3	4
12	состоит в том что	1	4
13	в силу того что	1	4
14	прибавим к этому что	1	3
15	в то же время	1	3
16	о том что он	1	3
17	и вместе с тем	2	3
18	несмотря на то что	1	3
19	и то и другое	1	3
20	в том смысле что	1	3
21	дело в том что	4	3
22	говорится о том что	1	2
23	здесь вовсе не в	1	2
24	дело здесь вовсе не	1	2
25	в такой же мере	1	2
26	с другой стороны он	1	2
27	заключается не в том	1	2
28	только в том что	1	2
29	с одной стороны это	2	2
30	в том что мы	1	2
31	в какой мере не	3	2
32	и тем не менее	1	2
33	если принять во внимание	1	2
34	приходит к выводу что	1	2
35	бы то ни было	2	2
36	с одной стороны он	1	2
37	и с точки зрения	1	1
38	с точки зрения тех	1	1
39	какой мере не является	1	1
40	во что бы то	1	1
41	же мере в какой	1	1
42	то это значит что	1	1
43	уже с самого начала	1	1
44	в том смысле как	1	1
45	в жизни и в	1	1
46	произведения искусства но даже	1	1
47	для того чтобы понять	1	1
48	то время как у	1	1
49	в коем случае не	1	1
50	если оставить в стороне	1	1
51	такой же мере в	1	1
52	что на самом деле	1	1
53	ни в какой степени	1	1
54	ни в коем случае	3	1
55	в связи с этим	1	1
56	если обратить внимание на	1	1
57	как мы увидим ниже	1	1
58	того что на самом	1	1
59	только о том что	2	1
60	не кто иной как	2	1
61	с точки зрения композиции	1	1
62	что у него есть	1	1
63	по одному тому что	1	1
64	и в конце концов	1	1
65	в этом отношении не	1	1
66	не потому что они	1	1
67	но никак не к	1	1
68	в какой степени не	1	1
69	нисколько не больше чем	1	1
70	на тот факт что	1	1
71	видит в том что	1	1
72	забывает о том что	1	1
73	что бы то ни	1	1
74	и в наше время	1	1
75	то же самое можно	1	1
76	ни в чем не	2	1
77	означает не что иное	1	1
78	или что то же	1	1
79	смысле слова то есть	2	1
80	по крайней мере в	3	1
81	в том числе и	1	1
82	одном и том же	1	1
83	уже во всяком случае	1	1
84	это можно было бы	1	1
85	у того же автора	2	1
86	свидетельствует о том что	1	1
87	бы то ни стало	1	1
88	и в этом смысле	1	1
89	мы имеем дело с	1	1
90	то туда то сюда	1	1
