N	3gram	Losev_Prob	Vvedenie
1	и т д	20	39
2	для того чтобы	4	22
3	в том что	17	15
4	о том что	8	13
5	не может быть	5	10
6	в этом смысле	5	10
7	но также и	2	10
8	тем не менее	23	9
9	до сих пор	4	7
10	в самом деле	1	6
11	к выводу что	1	6
12	в то же	10	6
13	в этом случае	8	6
14	в том чтобы	1	5
15	на этот вопрос	1	5
16	не что иное	6	5
17	что иное как	6	5
18	с другой стороны	11	5
19	во всяком случае	8	5
20	вопрос о том	1	5
21	широком смысле слова	2	4
22	по крайней мере	9	4
23	с точки зрения	9	4
24	по сравнению с	3	4
25	в прямом смысле	1	4
26	так или иначе	2	4
27	само по себе	5	4
28	можно было бы	6	4
29	не только в	2	4
30	в данном случае	12	4
31	в отличие от	2	4
32	но все же	1	4
33	с одной стороны	2	4
34	и в этом	6	4
35	одной стороны и	1	3
36	и тем не	6	3
37	той или иной	16	3
38	вместе с тем	1	3
39	заключается в том	5	3
40	в чем же	2	3
41	в собственном смысле	1	3
42	в свое время	1	3
43	можно сказать что	2	3
44	дело в том	4	3
45	как мы видели	2	3
46	в зависимости от	3	3
47	тех или иных	7	3
48	действительность в ее	1	3
49	и то что	8	3
50	есть не что	6	3
51	с тем что	1	3
52	то же самое	17	3
53	сама по себе	11	3
54	в известном смысле	1	3
55	в том виде	4	3
56	то что остается	1	2
57	в этих случаях	1	2
58	как будто бы	7	2
59	и потому что	1	2
60	в значительной мере	2	2
61	одна от другой	2	2
62	имеют дело с	1	2
63	этой точки зрения	2	2
64	том или ином	3	2
65	хотя бы и	2	2
66	что же касается	5	2
67	с этой точки	1	2
68	может быть в	1	2
69	не могут не	1	2
70	только в том	2	2
71	и той же	1	2
72	на котором он	1	2
73	и то же	5	2
74	каждой из них	1	2
75	не говоря уже	1	2
76	сам по себе	10	2
77	сильнее чем в	1	2
78	т д в	1	2
79	т д все	1	2
80	смысле этого слова	1	2
81	в первом случае	1	2
82	в конце концов	4	2
83	потому что он	6	2
84	ответ на этот	1	2
85	одно и то	4	2
86	самой своей природе	1	2
87	одной и той	1	2
88	точно так же	5	2
89	в том или	2	2
90	что в нем	1	2
91	всяком случае не	2	2
92	что в этом	1	2
93	и того же	1	2
94	принять во внимание	1	2
95	подобно тому как	2	2
96	в связи с	9	2
97	одного и того	1	2
98	обратить внимание на	2	2
99	по самой своей	1	2
100	вовсе не в	2	2
101	может быть и	3	2
102	не просто как	2	1
103	как целое как	1	1
104	выходящее за пределы	1	1
105	в эпоху возрождения	1	1
106	могут не существовать	1	1
107	в той или	7	1
108	собственном смысле слова	1	1
109	далеко выходящее за	1	1
110	если мы теперь	1	1
111	том виде как	4	1
112	возможно только потому	1	1
113	бы и не	1	1
114	от себя не	1	1
115	и могут быть	1	1
116	как та или	1	1
117	по себе есть	1	1
118	в ней только	1	1
119	быть и речи	1	1
120	вообще не существует	1	1
121	как на нечто	1	1
122	потому что даже	1	1
123	именно такого же	1	1
124	никак не может	3	1
125	но и самый	1	1
126	если бы ему	1	1
127	этого слова как	1	1
128	прийти к выводу	1	1
129	есть в нем	2	1
130	но и в	2	1
131	от того что	1	1
132	было бы в	1	1
133	себе полный отчет	1	1
134	себе отчет в	2	1
135	в том смысле	4	1
136	не в содержании	1	1
137	виде потому что	1	1
138	совсем другое дело	2	1
139	ступени культурного развития	1	1
140	как он сам	1	1
141	имеется в виду	6	1
142	мы хорошо знаем	1	1
143	на самом деле	5	1
144	и что поэтому	1	1
145	то или иное	3	1
146	как нечто целое	2	1
147	из них и	1	1
148	особой точки зрения	1	1
149	здесь как и	1	1
150	крайней мере не	1	1
151	мы говорим о	2	1
152	в целом но	1	1
153	дело не в	4	1
154	было бы сказать	1	1
155	что не только	2	1
156	отчет в том	3	1
157	какой бы то	1	1
158	а в другом	1	1
159	и не в	2	1
160	тот факт что	1	1
161	и есть тот	1	1
162	в каждом из	1	1
163	он вовсе не	1	1
164	в том числе	1	1
165	т д мы	1	1
166	т д и	5	1
167	быть и не	1	1
168	здесь идет речь	1	1
169	не значит что	2	1
170	но если мы	1	1
171	когда мы говорим	5	1
172	говорить о том	2	1
173	точки зрения которой	1	1
174	выделить в нем	1	1
175	связи с этим	1	1
176	в разных областях	3	1
177	этот вопрос мы	1	1
178	в подлинном смысле	1	1
179	если же мы	1	1
180	более или менее	2	1
181	имеют в виду	1	1
182	не одно и	1	1
183	того или иного	5	1
184	и как нечто	1	1
185	и есть то	2	1
186	но это только	1	1
187	если бы и	1	1
188	в таком случае	7	1
189	в одном случае	4	1
190	и можно было	1	1
191	если принять во	1	1
192	и как они	1	1
193	т д для	1	1
194	так что мы	2	1
195	так как она	1	1
196	при помощи которого	1	1
197	потому что и	1	1
198	уже потому что	1	1
199	виде как он	1	1
200	не было бы	3	1
201	потому что она	1	1
202	это особенно важно	1	1
203	такого же рода	2	1
204	т д можно	1	1
205	совершенно то же	1	1
206	совершенно ясно что	1	1
207	не потому что	1	1
208	именно потому что	3	1
209	на то или	2	1
210	сказать что в	1	1
211	когда говорил о	1	1
212	его содержании и	1	1
213	потому что все	1	1
214	в настоящее время	4	1
215	может быть не	1	1
216	да и с	1	1
217	то более то	1	1
218	из которой состоит	1	1
219	полный отчет в	1	1
220	что мы можем	2	1
221	значение далеко выходящее	1	1
222	смысле слова но	3	1
223	это не просто	1	1
224	с теми или	2	1
225	не есть и	1	1
226	отдать себе отчет	1	1
227	дело заключается в	1	1
228	но как мы	1	1
229	нечего и говорить	2	1
230	так же как	3	1
231	нечто единое и	2	1
232	имеем в виду	4	1
233	только потому что	3	1
234	в языке и	1	1
235	и прежде всего	3	1
236	этом смысле слова	1	1
237	д все это	1	1
238	мы имеем в	1	1
239	в сравнении с	4	1
240	сказать что он	1	1
241	д для того	1	1
242	еще и тот	1	1
243	превратить его в	1	1
244	но если бы	3	1
245	а потому что	1	1
246	и никогда не	1	1
247	по себе не	1	1
248	и что такое	1	1
249	а в том	1	1
250	в нем не	1	1
251	при любом его	1	1
252	том что он	2	1
253	нечто целое и	4	1
254	все это можно	1	1
255	этом смысле и	1	1
256	то ни было	4	1
257	также и то	5	1
258	идет речь не	1	1
259	не находятся в	1	1
260	но это уже	1	1
261	как нечто вполне	1	1
262	более то менее	1	1
263	то обстоятельство что	1	1
264	и вопрос о	1	1
265	то что у	3	1
266	действительность только в	1	1
267	в этом понятии	2	1
268	имел в виду	1	1
269	и говорить о	2	1
270	и даже просто	1	1
271	к тому что	1	1
272	та или иная	4	1
273	ни к какому	2	1
274	еще и потому	1	1
275	только то что	4	1
276	есть не просто	1	1
277	в таких случаях	2	1
278	и более конкретно	1	1
279	как о чем-то	1	1
280	мы установили что	1	1
281	теми или иными	1	1
282	бы то ни	5	1
283	между прочим и	1	1
284	то все это	1	1
285	ту или иную	3	1
286	точки зрения на	1	1
287	мы видели имеет	1	1
288	из того что	1	1
289	в этот вопрос	1	1
290	в указании на	1	1
291	том смысле что	4	1
292	чем то что	1	1
293	только тогда когда	1	1
294	имея в виду	1	1
295	не существует и	1	1
296	значение и как	1	1
297	в чистом виде	3	1
298	чистом виде потому	1	1
299	в каждой из	1	1
300	потому что они	2	1
301	мы имеем дело	2	1
302	но с другой	2	1
303	как указание на	1	1
