N	2gram	Bakhtin_Fr	Tragedij
1	и в	73	18
2	в романе	10	10
3	в этом	21	9
4	в году	12	9
5	не только	11	8
6	и на	12	7
7	и не	13	7
8	может быть	5	7
9	и с	17	7
10	как бы	15	7
11	он сам	4	7
12	что он	8	6
13	у него	13	6
14	же время	12	6
15	в образе	6	6
16	но в	12	6
17	и его	18	6
18	это не	7	5
19	несмотря на	3	5
20	что это	9	5
21	так и	13	5
22	к жизни	4	5
23	это очень	2	5
24	все же	2	5
25	в дальнейшем	3	5
26	то же	16	5
27	как и	19	5
28	не может	4	5
29	в то	14	5
30	что в	14	4
31	в себе	16	4
32	и даже	4	4
33	все это	19	4
34	прежде всего	18	4
35	презрение к	1	4
36	и все	19	4
37	я не	3	4
38	этот образ	6	4
39	об этом	2	4
40	еще не	3	4
41	но и	15	4
42	том что	8	4
43	и что	5	4
44	так же	11	4
45	то что	12	4
46	в этой	18	4
47	что я	1	4
48	в нем	18	4
49	но это	3	4
50	в целом	1	4
51	своего рода	3	3
52	и он	4	3
53	один из	5	3
54	должно быть	4	3
55	в основном	2	3
56	уже в	9	3
57	в его	18	3
58	для него	7	3
59	в своем	13	3
60	с ним	6	3
61	о чем	2	3
62	что вы	1	3
63	и сам	2	3
64	что за	1	3
65	в конце	9	3
66	эпизод с	12	3
67	и как	5	3
68	в мире	3	3
69	как в	9	3
70	никто не	11	3
71	своего отца	1	3
72	что образ	4	3
73	то есть	36	3
74	при этом	5	3
75	жизнь и	3	3
76	на страницах	1	3
77	как это	2	3
78	тем самым	3	3
79	к людям	1	3
80	с ее	3	3
81	как будто	1	3
82	все эти	24	3
83	к нему	7	3
84	в самом	9	2
85	не так	1	2
86	и то	3	2
87	раз он	1	2
88	еще раз	1	2
89	писателя и	1	2
90	xix веке	1	2
91	и здесь	5	2
92	данном случае	1	2
93	от счастья	1	2
94	это был	1	2
95	в том	13	2
96	это уже	3	2
97	он и	2	2
98	с тем	2	2
99	в xii	1	2
100	в ее	6	2
101	по мнению	1	2
102	говорит о	2	2
103	как у	3	2
104	что и	6	2
105	из своих	1	2
106	ни в	7	2
107	по словам	1	2
108	что все	3	2
109	не могут	3	2
110	в виде	2	2
111	его в	3	2
112	не в	12	2
113	в первом	1	2
114	но все	5	2
115	но эта	2	2
116	из самых	4	2
117	еще в	4	2
118	в силах	2	2
119	от всего	1	2
120	в таком	1	2
121	ничем не	3	2
122	как говорит	1	2
123	одном из	5	2
124	вряд ли	1	2
125	этого романа	1	2
126	состоит из	1	2
127	имеет в	1	2
128	и это	6	2
129	но особенно	2	2
130	отца и	2	2
131	под влиянием	1	2
132	уже не	2	2
133	к тому	2	2
134	о том	13	2
135	перед нами	5	2
136	не был	2	2
137	не имеет	4	2
138	что эти	1	2
139	и я	1	2
140	бросается в	1	2
141	в данном	3	2
142	отличие от	1	2
143	она должна	1	2
144	это наслаждение	1	2
145	он был	7	2
146	потому что	9	2
147	так что	2	2
148	времени в	2	2
149	в рассказе	1	2
150	он не	4	2
151	по поводу	1	2
152	если б	2	2
153	в частности	2	2
154	но они	3	2
155	в это	3	2
156	в одном	5	2
157	в письмах	1	2
158	говорит что	2	2
159	и до	14	2
160	в глаза	2	2
161	его за	2	2
162	отношение к	3	2
163	году в	1	2
164	не за	1	2
165	до конца	5	2
166	который в	1	2
167	одна из	7	2
168	с его	5	2
169	а как	1	2
170	не мог	2	2
171	тем что	8	2
172	не просто	3	2
173	и ее	2	2
174	никогда не	6	2
175	в известной	1	2
176	ничего не	4	2
177	жизнью и	2	2
178	в той	8	1
179	для самого	1	1
180	в особенности	5	1
181	все в	1	1
182	во всем	5	1
183	с помощью	11	1
184	и сыном	1	1
185	в кругу	1	1
186	от него	3	1
187	теперь я	2	1
188	романа с	1	1
189	проникает в	3	1
190	в последующих	2	1
191	не нашел	1	1
192	мы бы	1	1
193	к сожалению	1	1
194	с последним	1	1
195	над ними	1	1
196	мы видим	13	1
197	в центре	2	1
198	а теперь	1	1
199	в настоящем	1	1
200	это тот	1	1
201	и мира	2	1
202	мы встречаем	3	1
203	таким образом	34	1
204	период создания	1	1
205	смотреть на	1	1
206	перед собою	2	1
207	после того	6	1
208	с начала	4	1
