N	2gram	Losev_Prob	VelikijI
1	и не	56	20
2	и в	62	16
3	так как	14	9
4	то что	42	9
5	в истории	4	8
6	еще не	12	8
7	и потому	13	7
8	что они	8	7
9	а не	28	7
10	на земле	1	7
11	человека и	1	6
12	не есть	57	6
13	что есть	1	5
14	хотя и	9	5
15	того что	10	5
16	все это	9	5
17	по пути	1	5
18	как бы	11	5
19	на себя	1	5
20	но и	20	5
21	все что	1	4
22	в котором	3	4
23	в этом	25	4
24	что мы	12	4
25	потому что	40	4
26	в его	10	4
27	в ней	12	4
28	так и	16	4
29	говорить о	7	4
30	с богом	1	4
31	они будут	1	4
32	и есть	9	4
33	и все	13	4
34	что не	4	4
35	в образе	1	4
36	что все	2	4
37	как и	15	4
38	что он	16	4
39	в нем	13	4
40	во всех	4	3
41	что в	11	3
42	нет ничего	6	3
43	бы и	7	3
44	и мы	1	3
45	за ним	2	3
46	не нужна	1	3
47	то это	13	3
48	в конце	7	3
49	мы же	1	3
50	должно быть	1	3
51	нас и	2	3
52	если не	7	3
53	хотя бы	6	3
54	в том	35	3
55	тому что	5	3
56	от которого	1	3
57	не в	21	3
58	и что	9	3
59	что и	11	3
60	ни в	17	3
61	превращается в	1	3
62	в этих	6	3
63	в них	6	3
64	оно не	1	3
65	в вопросе	1	3
66	не было	6	3
67	лишь в	1	3
68	и будет	2	3
69	в жизни	1	3
70	человечества и	1	3
71	и они	1	3
72	их в	2	3
73	в своей	8	3
74	должна быть	1	3
75	от этого	1	3
76	не имеет	12	3
77	но это	13	3
78	и для	5	3
79	жизни и	7	3
80	в чем	5	3
81	все эти	14	3
82	тот же	1	3
83	но в	17	3
84	к тому	4	3
85	за то	1	3
86	никогда не	7	3
87	зачем же	1	2
88	чудеса и	1	2
89	во всяком	14	2
90	от него	2	2
91	уже на	1	2
92	ее и	2	2
93	над ними	1	2
94	что от	1	2
95	а к	2	2
96	превращаются в	1	2
97	мы и	5	2
98	не могли	2	2
99	помыслить в	1	2
100	самого себя	4	2
101	которые не	1	2
102	на том	3	2
103	ли ты	1	2
104	его не	2	2
105	не так	8	2
106	того чтобы	4	2
107	это не	10	2
108	земли и	1	2
109	это все	1	2
110	не только	33	2
111	и над	1	2
112	существе своем	1	2
113	для него	4	2
114	не любят	1	2
115	и тогда	3	2
116	с ним	11	2
117	является в	3	2
118	не будет	3	2
119	ее в	2	2
120	для нас	23	2
121	и то	17	2
122	и за	2	2
123	не с	1	2
124	на нас	2	2
125	прежде всего	13	2
126	а есть	1	2
127	для них	4	2
128	можно было	7	2
129	и это	11	2
130	от этих	1	2
131	мы не	15	2
132	конечно не	3	2
133	только в	33	2
134	все равно	6	2
135	а с	2	2
136	под этим	1	2
137	а в	9	2
138	до того	2	2
139	будет уже	2	2
140	не хотел	1	2
141	и сам	6	2
142	нет и	1	2
143	раз навсегда	1	2
144	но не	6	2
145	и никогда	1	2
146	и будут	1	2
147	тем что	8	2
148	духа и	1	2
149	и во	5	2
150	могут быть	2	2
151	ничего и	2	2
152	мы это	1	2
153	значения и	1	2
154	с тем	9	2
155	и т	20	2
156	к нам	1	2
157	стало возможным	1	2
158	не могут	1	2
159	т д	20	2
160	да и	9	2
161	есть уже	4	2
162	том что	25	2
163	когда в	4	2
164	для их	1	2
165	для человека	1	2
166	но мы	1	2
167	в существе	1	2
168	что их	2	2
169	уже не	12	2
170	вопросе о	1	2
171	не к	2	2
172	от своей	1	2
173	своим предметом	2	1
174	жизни но	2	1
175	с которыми	2	1
176	в самом	4	1
177	сливаться с	1	1
178	который он	1	1
179	во всем	2	1
180	бы то	5	1
181	перестает быть	3	1
182	природы в	1	1
183	художественный образ	12	1
184	могли бы	6	1
185	и другие	4	1
186	то есть	63	1
187	число но	1	1
188	так ли	1	1
189	гораздо шире	1	1
190	а потому	1	1
191	и пусть	1	1
192	но как	6	1
193	все в	4	1
194	тысячи лет	1	1
195	мы видим	1	1
196	и самое	1	1
197	и скажет	1	1
198	если оно	3	1
199	самой жизни	2	1
200	что оно	4	1
201	на котором	2	1
202	для нашего	1	1
203	человеческой жизни	4	1
204	речь идет	1	1
205	мы скажем	4	1
206	тоже не	8	1
207	он говорит	1	1
208	будто бы	7	1
209	и на	4	1
210	ничем не	2	1
211	она и	1	1
212	вопрос о	2	1
213	на этом	1	1
214	же и	7	1
215	может быть	39	1
216	они не	1	1
217	между собою	5	1
218	не имеют	4	1
219	раз и	6	1
220	если в	1	1
221	ее на	2	1
222	лет назад	2	1
223	указать на	1	1
224	это как	1	1
225	которая в	1	1
226	и уж	2	1
227	и вообще	20	1
228	своей целью	1	1
229	пустоте и	1	1
230	в руки	1	1
231	и вот	1	1
232	она не	3	1
233	но она	2	1
234	уже в	5	1
235	на новый	2	1
236	нас как	1	1
237	есть прежде	3	1
238	для себя	6	1
239	и два	1	1
240	русской революции	1	1
241	у них	2	1
242	что уже	1	1
243	с этой	3	1
244	то же	23	1
245	и если	11	1
246	для всякого	2	1
247	есть знак	6	1
248	во что	1	1
249	по сравнению	3	1
250	то ни	7	1
251	для того	5	1
252	это только	2	1
253	образ и	4	1
254	у самого	1	1
255	что всякий	14	1
256	ничего кроме	2	1
257	на два	1	1
258	что это	3	1
259	это значит	12	1
260	образа в	2	1
261	не всегда	1	1
262	в разных	4	1
263	сознания так	1	1
264	от всякой	3	1
265	о чем	4	1
266	кроме себя	2	1
267	их жизни	1	1
268	образ в	2	1
269	в ее	6	1
270	не нужны	1	1
271	и тем	16	1
272	есть один	1	1
273	души и	1	1
274	говорит о	1	1
275	нашего времени	1	1
276	как это	4	1
277	но может	1	1
278	не понимает	2	1
279	тут не	1	1
280	истории в	2	1
281	и тут	3	1
282	от этой	1	1
283	мы в	6	1
284	мы все	5	1
285	иметь свой	1	1
286	и всегда	2	1
287	есть что-нибудь	1	1
288	самого факта	1	1
289	в тот	1	1
290	есть и	2	1
291	если нет	2	1
292	в одном	4	1
293	же что	1	1
294	у нас	17	1
295	говорят что	1	1
296	на пути	1	1
297	нового времени	1	1
298	о своем	1	1
299	в этой	10	1
300	со словами	1	1
301	это слово	1	1
302	в результате	8	1
303	говорит что	1	1
304	другое и	1	1
305	в виду	20	1
306	другой стороны	11	1
307	человеческого духа	1	1
308	еще больше	1	1
309	и хотя	3	1
310	нет никакого	4	1
311	я не	1	1
312	но что	3	1
313	уже и	2	1
314	у него	1	1
315	них и	1	1
316	из нас	2	1
317	образом по	1	1
318	существует и	2	1
319	вот в	1	1
320	есть идея	3	1
321	не существует	6	1
322	так же	11	1
323	в виде	20	1
324	имеет никакой	1	1
325	что бы	1	1
326	не была	1	1
327	словах как	1	1
328	не был	3	1
329	но с	2	1
330	и всех	1	1
331	и самые	1	1
332	в своих	2	1
333	является и	2	1
334	в противоположность	1	1
335	значит быть	1	1
336	к свободе	1	1
337	всего что	1	1
338	в разные	1	1
339	и остается	1	1
340	с другой	14	1
341	конечно в	1	1
342	в которой	3	1
343	но все	5	1
344	и с	11	1
345	как мог	1	1
346	наших дней	1	1
347	и можно	3	1
348	жизнь в	3	1
349	есть такое	4	1
350	может ли	2	1
351	тоже ведь	2	1
352	и опять	1	1
353	человеческого общества	1	1
354	отношение к	1	1
355	он всегда	1	1
356	на нее	1	1
357	наконец не	1	1
358	вечной жизни	1	1
359	известном смысле	1	1
360	идея в	1	1
361	то и	9	1
362	и полное	1	1
363	или даже	6	1
364	в понимании	1	1
365	но вот	4	1
366	мы дадим	1	1
367	и другое	1	1
368	никогда и	1	1
369	как мы	12	1
370	имеет своим	2	1
371	из всего	1	1
372	и до	3	1
373	бы от	1	1
374	в процессе	2	1
375	и своего	2	1
376	близок к	1	1
377	у человека	2	1
378	смысле и	1	1
379	сущности и	1	1
380	на него	3	1
381	в своем	7	1
382	присутствует в	1	1
383	человек и	1	1
384	ни стало	1	1
385	стороны в	1	1
386	его на	1	1
387	еще и	10	1
388	целое и	4	1
389	и от	11	1
390	с бытием	1	1
391	нам и	1	1
392	в изображении	2	1
393	тем чтобы	1	1
394	быть может	1	1
395	опять-таки не	2	1
396	думать о	1	1
397	мы будем	3	1
398	как она	2	1
399	ничего не	4	1
400	весь мир	2	1
401	с ними	2	1
402	нас это	1	1
403	то уж	1	1
404	всегда в	1	1
405	чего бы	2	1
406	заключается что	1	1
407	и именно	2	1
408	и очень	6	1
409	тогда это	3	1
410	по крайней	9	1
411	нам уже	1	1
412	о которой	2	1
413	в атмосфере	1	1
414	природы и	3	1
415	что тот	1	1
416	и так	1	1
417	вместе с	3	1
418	все же	10	1
419	в одно	4	1
420	но я	1	1
421	если они	2	1
422	и которые	1	1
423	как в	10	1
424	этого слова	5	1
425	в которых	3	1
426	находится в	1	1
427	значение в	3	1
428	им в	1	1
429	это символ	2	1
430	можно ли	8	1
431	бы ни	1	1
432	себя и	1	1
433	ограниченности и	1	1
434	а его	2	1
435	и по	3	1
436	и могут	2	1
437	и эта	1	1
438	к этому	2	1
439	в их	2	1
440	со своей	1	1
441	с которым	1	1
442	который был	1	1
443	это в	2	1
444	ли он	1	1
445	думают что	1	1
446	что лишь	1	1
447	не будут	2	1
448	сравнению с	3	1
449	для чего	3	1
450	конце концов	4	1
451	насилия и	1	1
452	зависимости от	3	1
453	поскольку он	1	1
454	себя не	3	1
455	есть то	5	1
456	ни для	2	1
457	стало возможно	1	1
458	в известном	3	1
459	для раскрытия	1	1
460	к ее	1	1
461	себе и	4	1
462	не просто	36	1
463	в едином	1	1
464	хотели бы	1	1
465	в целом	9	1
466	наше дело	1	1
467	и слишком	3	1
468	крайней мере	9	1
469	жизни не	2	1
470	сделать это	1	1
471	и ее	7	1
472	вовсе не	62	1
473	ничего нельзя	1	1
474	физическими то	1	1
475	но к	2	1
476	чудо что	1	1
477	что на	2	1
478	жизни с	1	1
479	есть не	13	1
480	ним или	1	1
481	в искусстве	4	1
482	категории не	1	1
483	д и	5	1
484	и нет	2	1
485	бы в	3	1
486	же говорим	1	1
487	человеческую жизнь	2	1
488	себя но	2	1
489	к нему	3	1
490	другом но	1	1
491	от них	1	1
492	а потом	2	1
