N	4gram	Propp_Isto	Dialekti
1	не что иное как	6	18
2	есть не что иное	2	11
3	в то время как	2	8
4	одной и той же	2	5
5	с этой точки зрения	1	4
6	в связи с этим	1	4
7	и т д все	1	4
8	и т д но	1	4
9	несмотря на то что	1	3
10	на самом же деле	1	3
11	и т д в	1	3
12	что имеется в виду	1	2
13	мы уже знаем что	1	2
14	ничего не говорят о	2	2
15	по себе ничего не	1	2
16	так же как и	3	2
17	и т д как	1	1
18	но тем не менее	2	1
19	и т д однако	1	1
20	в том смысле как	1	1
21	так как они не	1	1
22	и т д или	1	1
23	в данном случае в	1	1
24	т д с другой	1	1
25	в том что в	1	1
26	в том отношении что	1	1
27	заключается в том что	1	1
28	ничего не знает не	1	1
29	мы еще будем говорить	1	1
30	д с другой стороны	1	1
31	и пр но для	1	1
32	же можно сказать о	1	1
33	до сих пор не	1	1
34	точно так же как	2	1
35	и т д с	1	1
36	что в данном случае	2	1
37	то же можно сказать	1	1
38	если это так то	1	1
39	и не может быть	1	1
40	отличаются друг от друга	1	1
41	в них нет ничего	1	1
42	ушей и т д	1	1
43	мы до сих пор	1	1
44	имеется в виду не	1	1
45	что же это за	1	1
