N	4gram	Vygotskiy_	KulturaY
1	и в самом деле	1	10
2	в то же время	1	6
3	с этой точки зрения	1	5
4	состоит в том что	3	4
5	в зависимости от того	1	4
6	заключается в том что	6	4
7	и пр и пр	1	4
8	но для того чтобы	1	3
9	а с другой стороны	3	3
10	в силу того что	1	3
11	ни в какой мере	1	3
12	по мере того как	1	3
13	в том что он	1	3
14	в тех случаях когда	1	3
15	только для того чтобы	2	3
16	точно так же как	1	3
17	что с точки зрения	2	2
18	для того чтобы быть	1	2
19	в той или иной	1	2
20	когда речь идет о	1	2
21	для того чтобы с	1	2
22	одной и той же	2	2
23	и в то же	1	2
24	в собственном смысле слова	4	2
25	в какой мере не	1	2
26	один и тот же	1	2
27	только тогда когда он	1	2
28	стать на точку зрения	1	2
29	прежде всего потому что	1	2
30	мы должны сказать что	1	1
31	никогда не может быть	1	1
32	которые могут быть сделаны	1	1
33	само по себе не	1	1
34	как уже сказано выше	1	1
35	связи с вопросом о	1	1
36	ни в коем случае	1	1
37	что это действительно так	1	1
38	до самого последнего времени	1	1
39	если это так то	1	1
40	что можно было бы	1	1
41	которой мы говорили выше	2	1
42	не потому что он	2	1
43	заключается не столько в	1	1
44	все более и более	3	1
45	потому что он не	1	1
46	шаг вперед в области	1	1
47	сводится к тому чтобы	1	1
48	чтобы показать что в	1	1
49	одно и то же	2	1
50	и с другой стороны	1	1
51	то это потому что	1	1
52	невозможно с точки зрения	1	1
53	дело в том что	2	1
54	собственном смысле этого слова	3	1
55	в том что мы	1	1
56	он в другом месте	2	1
57	с этим вопросом о	1	1
58	с другой стороны в	1	1
59	то это не только	1	1
60	о том что он	1	1
61	в то время как	4	1
62	зависит прежде всего от	1	1
63	с одной стороны а	1	1
64	нас в данном случае	1	1
65	в пользу того что	3	1
66	о том что в	1	1
67	зато с другой стороны	1	1
68	то же самое что	1	1
69	одной стороны а с	1	1
70	в целом и в	1	1
71	со своей точки зрения	1	1
72	и не могут быть	1	1
73	одном и том же	1	1
74	к которому он принадлежит	1	1
75	что как увидим ниже	1	1
76	можно было бы назвать	1	1
77	речи с другой стороны	1	1
78	прежде всего то что	1	1
79	и до некоторой степени	1	1
80	в одно и то	1	1
81	можно было бы сравнить	1	1
82	не оставляет сомнений в	1	1
83	мы имеем в виду	1	1
84	несмотря на то что	1	1
85	это не могло не	1	1
86	помимо того что она	1	1
87	в одном и том	1	1
88	именно в силу того	1	1
89	для того чтобы стать	1	1
90	так как он является	1	1
91	бы то ни было	1	1
92	если бы речь шла	1	1
93	и в силу этого	1	1
94	но сам по себе	1	1
95	ответ на этот вопрос	3	1
96	и с точки зрения	1	1
97	в предисловии к книге	1	1
98	которые хотя и не	1	1
99	и целый ряд других	1	1
100	стороны а с другой	1	1
101	возразить против того что	1	1
102	приводит к тому что	1	1
103	зависит не только от	1	1
104	и в этом отношении	1	1
105	о которой мы говорили	2	1
106	потому что как увидим	1	1
107	как мы видели выше	1	1
108	ничего принципиально нового в	1	1
109	находит свое выражение в	1	1
