N	4gram	Bakhtin_Pr	Marksizm
1	в то же время	10	15
2	бы то ни было	2	12
3	одного и того же	1	9
4	но в то же	5	9
5	и не может быть	1	5
6	в том что он	4	4
7	одной и той же	1	3
8	лишь с точки зрения	1	3
9	в том числе и	1	3
10	в той или иной	2	3
11	какой бы то ни	1	3
12	и в том что	1	2
13	именно в том что	2	2
14	уже с самого начала	1	2
15	нет и не может	1	2
16	так же как и	3	2
17	той или иной степени	2	2
18	только при этом условии	1	2
19	то же самое слово	1	1
20	это было так то	1	1
21	с этой точки зрения	1	1
22	но тем не менее	1	1
23	но для того чтобы	1	1
24	автора в кругозор героя	1	1
25	ничем не отличается от	1	1
26	к себе самому и	1	1
27	в его целом это	1	1
28	до самого последнего времени	1	1
29	в чем же по	1	1
30	иначе и быть не	1	1
31	и неотделим от него	1	1
32	мы можем сказать что	2	1
33	жизни в ее целом	1	1
34	не значит конечно что	3	1
35	как дело идет о	1	1
36	в сущности ничего не	1	1
37	дело в том что	1	1
38	а в то же	2	1
39	в разрезе данного мгновения	2	1
40	мы остановимся лишь на	1	1
41	и по отношению к	1	1
42	не только может быть	1	1
43	с точки зрения своей	1	1
44	отношению к себе самому	1	1
45	по отношению к себе	1	1
46	в обычном смысле слова	1	1
47	бы оно ни было	1	1
48	которой можно найти только	1	1
49	по отношению к ним	1	1
50	в конце концов так	1	1
51	если бы это было	1	1
52	только с точки зрения	1	1
53	это не значит конечно	3	1
54	самому и по отношению	1	1
55	можно прямо сказать что	1	1
56	как бы он ни	1	1
57	он сам для себя	1	1
58	позиции по отношению к	1	1
59	не может быть понято	1	1
60	в самом деле в	1	1
61	по отношению к нему	1	1
62	с другой стороны и	1	1
63	если бы они были	1	1
64	как бы оно ни	1	1
65	это и есть та	1	1
66	но здесь мы должны	1	1
67	в том что это	1	1
68	искать в произведениях достоевского	1	1
69	себе самому и по	1	1
70	конце концов так же	1	1
71	с точки зрения ее	1	1
