N	4gram	Losev_Prob	Problema
1	мы можем говорить о	1	2
2	и в то же	1	2
3	с точки зрения самого	1	2
4	не для того чтобы	1	1
5	может иметь значение только	1	1
6	ни от чего не	1	1
7	не говоря уже о	5	1
8	без всякой оглядки на	1	1
9	дело в том что	3	1
10	сказать и о других	1	1
11	на самом же деле	1	1
12	не что иное как	5	1
13	и с точки зрения	1	1
14	на то что в	1	1
15	и не может быть	1	1
16	не чем иным как	2	1
17	с другой стороны все	1	1
18	если бы не было	3	1
19	которой можно было бы	1	1
20	и тем не менее	8	1
21	бы то ни стало	2	1
22	нет а имеются только	1	1
23	и в том и	1	1
24	во что бы то	2	1
25	ни в какой мере	1	1
26	но в то же	1	1
27	то есть перестает быть	1	1
28	бы не было этого	2	1
29	что бы то ни	2	1
30	в то время как	2	1
31	том и в другом	1	1
32	в том и в	1	1
33	не выходит за пределы	1	1
34	с одной стороны и	2	1
35	и в этом отношении	1	1
36	так и в его	1	1
37	есть не что иное	5	1
38	несмотря на то что	1	1
