N	2gram	Propp_Isto	Psycholo
1	то что	16	193
2	и в	44	190
3	в том	13	163
4	что в	18	123
5	потому что	18	114
6	том что	12	113
7	и что	13	108
8	может быть	31	107
9	таким образом	21	102
10	в этом	20	100
11	в самом	1	82
12	как бы	4	80
13	для того	3	78
14	того чтобы	3	78
15	что он	29	76
16	не только	17	75
17	на то	3	73
18	и не	19	73
19	что она	3	71
20	самом деле	2	70
21	точки зрения	3	69
22	и т	39	69
23	не может	10	68
24	если мы	1	66
25	так же	14	63
26	так как	19	63
27	было бы	2	56
28	если бы	5	55
29	то же	9	54
30	о том	11	54
31	и мы	3	54
32	совершенно ясно	6	54
33	при этом	4	52
34	как и	12	51
35	что и	11	50
36	а не	5	50
37	что это	8	49
38	сказать что	2	46
39	по себе	2	46
40	только в	8	46
41	говорит что	1	45
42	к тому	1	45
43	в искусстве	1	45
44	не в	11	45
45	ясно что	5	43
46	в этой	5	43
47	никогда не	5	42
48	и все	4	42
49	вместе с	26	41
50	как это	5	40
51	но и	16	40
52	при помощи	11	39
53	того что	3	39
54	же самое	1	38
55	и это	5	37
56	мы видим	12	37
57	что искусство	1	37
58	и как	5	36
59	с тем	9	35
60	вовсе не	6	34
61	как на	3	34
62	и если	1	34
63	и его	15	34
64	тому что	1	33
65	все же	17	33
66	что все	4	33
67	когда он	7	33
68	в себе	1	32
69	все это	4	32
70	он не	5	31
71	мы не	6	31
72	в его	16	31
73	для нас	6	31
74	в ней	8	31
75	сейчас же	2	30
76	мы увидим	6	30
77	как будто	2	30
78	никак не	1	30
79	как в	11	30
80	с одной	7	29
81	и для	3	29
82	одной стороны	7	29
83	с точки	1	29
84	в нем	10	29
85	увидим что	3	28
86	что они	3	28
87	и когда	1	28
88	мы можем	6	28
89	и то	5	28
90	что мы	4	28
91	в своих	4	27
92	в основе	3	27
93	и на	11	27
94	а в	9	27
95	с другой	11	27
96	так что	2	26
97	совершенно не	2	26
98	только что	3	25
99	и здесь	12	25
100	жизни и	4	25
101	до сих	7	24
102	тем что	12	24
103	указывает на	1	24
104	в целом	4	24
105	в своем	3	23
106	сих пор	7	23
107	из этого	3	23
108	один из	6	23
109	что если	1	23
110	целый ряд	4	23
