N	3gram	Losev_Prob	PoTuStor
1	с точки зрения	3	6
2	на самом деле	6	4
3	с самого начала	2	4
4	до сих пор	6	3
5	не может быть	5	3
6	по крайней мере	8	3
7	может быть это	1	3
8	в этом смысле	8	3
9	во всяком случае	11	3
10	можно сказать что	6	3
11	мы можем сказать	1	2
12	так же как	2	2
13	и может быть	1	2
14	но отнюдь не	4	2
15	не существовало бы	1	2
16	о том что	16	2
17	на этой ступени	1	2
18	не могут быть	1	2
19	в самом деле	4	2
20	в его целом	1	2
21	друг на друга	1	2
22	и в этом	5	2
23	нам кажется что	1	2
24	он может быть	1	1
25	а потом и	1	1
26	так и в	2	1
27	мы на самом	1	1
28	что в этой	1	1
29	в том что	7	1
30	уже и теперь	1	1
31	этим и объясняется	1	1
32	пр можно сказать	1	1
33	а может быть	3	1
34	со всем его	1	1
35	или что оно	1	1
36	не что иное	5	1
37	что иное как	5	1
38	не чем иным	2	1
39	дело в том	3	1
40	оно ни было	1	1
41	а в конце	1	1
42	той или иной	5	1
43	вместе с тем	2	1
44	а часто и	2	1
45	но вместе с	1	1
46	подобно тому как	2	1
47	как мы сказали	1	1
48	а на самом	1	1
49	можно было бы	4	1
50	мы утверждаем что	1	1
51	знаем что такое	1	1
52	в данном случае	10	1
53	мы имеем в	1	1
54	в этой работе	1	1
55	обратим внимание на	1	1
56	что в них	1	1
57	в психике не	1	1
58	есть прежде всего	3	1
59	своему качеству и	1	1
60	входить в эту	1	1
61	конечно не следует	1	1
62	и как мы	1	1
63	ничего не говорит	1	1
64	по которой можно	1	1
65	может быть даже	2	1
66	чем иным как	2	1
67	же как и	1	1
68	всяком случае не	1	1
69	имеем в виду	1	1
70	и того же	2	1
71	до поры до	1	1
72	бы он был	1	1
73	один из моментов	2	1
74	на первый взгляд	2	1
75	очень важный момент	1	1
76	только на путях	1	1
77	то же самое	9	1
78	как один из	1	1
79	для того чтобы	9	1
80	что может быть	3	1
81	мы еще не	3	1
82	и что он	1	1
83	так как он	2	1
84	а с другой	1	1
85	с одной стороны	4	1
86	на первый план	3	1
87	да притом еще	1	1
88	именно то что	4	1
89	он не был	1	1
90	поры до времени	1	1
91	по своему качеству	1	1
92	говорить о том	1	1
93	и ни в	2	1
94	в этом отношении	2	1
95	связи с этим	2	1
96	перевести на язык	1	1
97	и пр можно	1	1
98	но оно в	1	1
99	бы оно ни	1	1
100	бы то ни	2	1
101	но даже и	1	1
102	если бы он	1	1
103	свой смысл и	1	1
104	одного и того	2	1
105	же самое и	1	1
106	в связи с	7	1
107	случае не может	3	1
108	может быть только	2	1
