N	2gram	Voloshinov	KFilosof
1	может быть	50	45
2	в его	10	42
3	в нем	17	32
4	не может	40	29
5	и не	42	28
6	и в	32	28
7	в бытии	3	26
8	по отношению	10	26
9	в котором	6	24
10	не есть	6	22
11	отношению к	9	22
12	в себе	5	21
13	только в	14	18
14	и его	33	18
15	в своем	3	17
16	в ее	9	17
17	а не	15	17
18	в этом	27	15
19	для него	18	13
20	не в	13	13
21	точки зрения	48	13
22	к нему	5	12
23	ни в	7	12
24	но не	2	12
25	и это	6	12
26	в своей	5	11
27	все эти	8	11
28	во всех	13	11
29	все это	4	10
30	это не	5	10
31	в едином	1	10
32	с точки	31	10
33	его целом	2	10
34	и есть	3	10
35	и для	15	10
36	в целом	2	10
37	в их	5	9
38	и все	8	9
39	единого и	1	9
40	но и	17	9
41	как бы	31	9
42	для нее	1	9
43	в единстве	5	8
44	не было	6	8
45	если бы	12	8
46	быть только	1	8
47	со стороны	2	8
48	было бы	8	8
49	едином и	1	8
50	лишь в	17	8
51	жизни и	4	8
52	себя в	2	8
53	и здесь	9	7
54	этот момент	2	7
55	что и	5	7
56	должен быть	2	7
57	вовсе не	15	7
58	уже не	2	7
59	совершенно не	6	7
60	то что	12	7
61	конечно не	9	7
62	на основе	4	7
63	для себя	4	7
64	момент в	3	7
65	и только	2	7
66	отнюдь не	14	7
67	ее и	1	6
68	должно быть	4	6
69	не значит	2	6
70	но все	4	6
71	в моем	1	6
72	этот акт	1	6
73	менее всего	5	6
74	не имеет	6	6
75	и я	1	6
76	в смысле	11	6
77	в том	13	6
78	и их	2	6
79	и действительно	4	6
80	отношение к	1	6
81	место в	5	6
82	он не	5	6
83	но это	1	6
84	проникает в	1	5
85	от его	2	5
86	со всем	1	5
87	отвлечение от	2	5
88	то же	19	5
89	не только	18	5
90	с ним	1	5
91	но как	3	5
92	его в	7	5
93	не проникает	1	5
94	не знает	4	5
95	в основе	10	5
96	есть лишь	2	5
97	но в	13	5
98	именно в	6	5
99	бы быть	1	5
100	но ведь	4	5
101	как и	19	5
102	все же	13	5
103	жизни в	5	5
104	себя и	2	5
105	еще не	7	5
106	бытия как	1	5
107	что я	1	5
108	хотя бы	8	5
109	в одном	2	5
110	от своей	1	5
111	а в	5	5
112	культуры и	2	5
113	его как	2	5
114	жизни как	1	5
115	в контексте	12	5
116	там где	4	5
117	бытия в	9	5
118	никогда не	7	5
119	что в	5	4
120	отношению ко	1	4
121	познания и	1	4
122	должна быть	6	4
123	и весь	1	4
124	при этом	13	4
125	ни было	15	4
126	что это	3	4
127	о нем	1	4
128	не как	5	4
129	прежде всего	19	4
130	в своих	2	4
131	конкретной действительности	1	4
132	места в	4	4
133	места и	1	4
134	нет в	2	4
135	с ними	5	4
136	мира и	2	4
137	том что	12	4
138	в чем	2	4
139	в каком	6	4
140	могло бы	1	4
141	но можно	1	4
142	ценностном контексте	1	4
143	входит в	5	4
144	нисколько не	1	4
145	во всей	2	4
146	могла бы	2	4
147	не по	1	4
148	между тем	8	4
