N	4gram	Voloshinov	Problemy
1	в то же время	7	26
2	но в то же	2	11
3	и в то же	2	7
4	не может до конца	1	3
5	одно и то же	5	3
6	одна и та же	1	2
7	и по отношению к	1	2
8	том и другом случае	1	1
9	и ту же тему	1	1
10	само по себе не	1	1
11	и противоречащих друг другу	1	1
12	и то же слово	2	1
13	в одних и тех	1	1
14	ни на минуту не	1	1
15	в зависимости от того	2	1
16	находит свое внешнее выражение	1	1
17	и не может быть	1	1
18	одного и того же	1	1
19	одних и тех же	1	1
20	в собственном смысле слова	1	1
21	он в то же	1	1
22	можно сказать что вся	1	1
23	в виду прежде всего	1	1
24	мы должны были бы	1	1
25	иметь в виду что	1	1
26	все больше и больше	2	1
27	установка в свою очередь	1	1
28	не говоря ни слова	1	1
29	в том и другом	1	1
30	не может быть понято	1	1
31	одну и ту же	2	1
32	то же время и	1	1
33	тем не менее и	1	1
34	по отношению к слушателю	1	1
