N	2gram	Voloshinov	StatiiOP
1	и в	12	103
2	в том	6	89
3	том что	5	77
4	в этом	4	76
5	что в	2	74
6	не только	4	60
7	о том	3	47
8	но и	3	46
9	то что	5	44
10	в его	2	42
11	и не	10	41
12	может быть	14	38
13	было бы	1	32
14	вовсе не	1	31
15	все это	3	29
16	таким образом	12	28
17	а не	5	27
18	но в	5	26
19	что это	1	25
20	так и	4	25
21	этом отношении	1	24
22	и его	13	24
23	все же	4	23
24	точки зрения	14	23
25	не в	4	23
26	как в	5	22
27	того что	3	22
28	прежде всего	8	22
29	у нас	1	22
30	в области	1	22
31	и пр	3	21
32	того чтобы	1	21
33	до сих	3	20
34	это не	2	20
35	в своей	3	19
36	сих пор	3	19
37	в то	2	19
38	только в	6	19
39	в котором	3	18
40	с другой	4	18
41	он не	2	18
42	не может	16	18
43	в самом	4	17
44	как на	2	17
45	в русской	1	17
46	самом деле	3	17
47	как бы	13	17
48	в данном	2	17
49	в этих	2	16
50	сказать что	7	16
51	можно было	1	16
52	если бы	9	16
53	в ней	6	16
54	другой стороны	2	15
55	как и	5	15
56	у него	1	15
57	и на	4	15
58	например в	1	15
59	в отношении	2	15
60	для него	3	15
61	то же	5	14
62	но все	2	14
63	к тому	1	14
64	с точки	2	14
65	между тем	3	14
66	и что	2	14
67	была бы	2	14
68	именно в	1	13
69	во всяком	1	13
70	в своем	2	13
71	в качестве	1	13
72	а с	1	13
73	в нем	6	13
74	вместе с	2	13
75	всяком случае	1	13
76	но это	2	13
77	дело в	4	13
78	жизни и	4	13
79	не менее	3	12
80	хотя бы	5	12
81	ни в	3	12
82	как например	1	12
83	так как	9	12
84	что они	1	12
85	в них	3	11
86	в другом	1	11
87	никогда не	5	11
88	не было	1	11
89	ясно что	3	11
90	и с	3	11
91	и по	3	11
92	из его	1	11
93	все эти	3	11
94	на эти	1	10
95	кроме того	2	10
96	в виду	5	10
97	связь с	2	10
98	так же	3	10
99	отметить что	1	10
100	в целом	1	10
101	что и	2	10
102	во всех	1	10
103	в каком	3	10
104	в истории	1	10
105	же время	1	10
106	ничего не	2	10
107	на самом	4	10
108	но не	2	10
109	в частности	1	10
110	и к	4	9
111	с этой	2	9
112	говорит о	1	9
113	можно сказать	5	9
114	в одном	1	9
115	несмотря на	1	9
116	и это	1	9
117	в чем	2	9
118	и тем	1	9
119	не является	1	9
120	и для	3	9
121	для нас	7	9
122	что мы	5	9
123	там где	2	9
124	место в	2	9
125	в результате	1	8
126	еще более	1	8
127	к которому	1	8
128	что она	1	8
129	к этому	2	8
130	связи с	1	8
131	и др	5	8
132	могут быть	2	8
133	в общем	1	8
134	тем не	3	8
135	и более	3	8
136	мы имеем	2	8
137	при помощи	1	8
138	до конца	2	8
139	подчеркнуть что	2	8
140	в какой	2	8
141	по мнению	1	8
142	отношение к	4	8
143	и о	1	8
144	такой же	2	8
145	о чем	1	7
146	по себе	3	7
147	и сейчас	1	7
148	точка зрения	3	7
149	в ее	1	7
150	что все	1	7
151	кажется что	1	7
152	как это	2	7
153	что для	1	7
154	из этого	3	7
155	то в	1	7
156	и то	2	7
157	то время	1	7
158	еще не	3	7
159	что здесь	1	7
160	данном случае	2	7
161	уже в	2	7
162	в виде	1	7
163	материал для	1	7
164	тем более	1	7
165	с самого	1	7
166	отношению к	11	7
167	в некоторых	3	6
168	одно из	1	6
169	в жизни	5	6
170	по отношению	11	6
171	крайней мере	1	6
172	к нему	4	6
173	отношения между	1	6
174	время как	1	6
175	же как	1	6
176	этом смысле	1	6
177	его как	2	6
178	в себе	3	6
179	в особенности	2	6
180	и здесь	2	6
181	и все	2	6
182	по крайней	1	6
183	тем же	1	6
184	и во	1	6
185	что я	1	6
186	с его	2	6
187	мы не	3	6
188	ни на	2	6
189	независимо от	2	6
190	в одной	1	6
191	и вообще	3	6
192	этих двух	2	6
193	нас не	1	5
194	при этом	6	5
195	не как	1	5
196	на эту	1	5
197	уже не	4	5
198	одной стороны	2	5
199	во многих	1	5
200	конечно не	3	5
201	самого начала	1	5
202	что именно	1	5
203	на протяжении	1	5
204	с одной	2	5
205	хотя и	1	5
206	его в	4	5
207	на себя	1	5
208	что не	4	5
209	это человек	1	5
210	в двух	1	5
211	столь же	1	5
212	или иного	1	5
213	не так	2	5
214	и который	1	5
215	должна быть	5	5
216	не на	1	5
217	оно не	2	5
218	в слове	1	5
219	думать что	1	5
220	отношении к	3	5
221	в творчестве	3	5
222	том же	1	5
223	но если	1	5
224	точку зрения	2	5
225	это и	1	5
226	и потому	2	5
227	и только	1	5
228	можно найти	2	5
229	на это	2	5
230	как будто	1	5
231	и другие	2	4
232	и без	1	4
233	из двух	1	4
234	культуры в	1	4
235	не существует	1	4
236	языка в	1	4
237	не всегда	1	4
238	и те	2	4
239	на него	2	4
240	эти вопросы	1	4
241	или иным	1	4
242	и он	1	4
243	тому же	2	4
244	в таком	1	4
245	на этом	1	4
246	не могут	1	4
