N	2gram	Vygotskiy_	VerxiiNi
1	и в	37	26
2	таким образом	39	22
3	с тем	8	18
4	в этом	32	15
5	вместе с	14	15
6	точки зрения	49	13
7	как бы	16	12
8	в том	47	11
9	не только	29	10
10	и с	10	10
11	может быть	19	10
12	из этих	6	10
13	что в	25	9
14	так как	11	9
15	связи с	7	9
16	но и	23	9
17	магической силы	1	9
18	в области	4	9
19	в общем	5	8
20	и у	1	8
21	и не	15	8
22	как на	5	8
23	главным образом	2	8
24	с другой	16	8
25	но не	6	8
26	с одной	14	7
27	но все	3	7
28	связанные с	2	7
29	том что	42	7
30	потому что	11	7
31	одной стороны	15	7
32	а с	8	7
33	то что	32	7
34	но в	9	7
35	из них	4	7
36	к нему	1	7
37	так и	12	6
38	в конце	2	6
39	несмотря на	6	6
40	все это	9	6
41	что и	3	6
42	в отношении	14	6
43	представление о	7	6
44	все эти	6	6
45	все же	6	6
46	к тому	10	6
47	о том	14	6
48	во всяком	6	6
49	и потому	3	6
50	всяком случае	5	6
51	мы должны	11	6
52	и т.д	15	6
53	с точки	34	6
54	в себе	8	6
55	того же	1	6
56	и к	9	5
57	до сих	4	5
58	том числе	3	5
59	в его	16	5
60	к жизни	1	5
61	тому же	1	5
62	не имеет	5	5
63	с другом	6	5
64	сих пор	4	5
65	по крайней	1	5
66	того чтобы	23	5
67	для того	19	5
68	так же	18	5
69	лишь в	9	5
70	одной из	4	5
71	тем чтобы	1	5
72	в силу	8	5
73	друг с	6	5
74	а не	5	5
75	и для	3	5
76	крайней мере	1	5
77	никогда не	8	5
78	в самом	16	4
79	что оно	6	4
80	ничем не	3	4
81	и по	3	4
82	то же	12	4
83	из которых	6	4
84	только в	8	4
85	в этих	3	4
86	должен был	1	4
87	с другими	5	4
88	целый ряд	6	4
89	учение о	4	4
90	что он	16	4
91	и вместе	1	4
92	в которых	6	4
93	в смысле	2	4
94	в котором	6	4
95	в течение	4	4
96	и тогда	1	4
97	он не	11	4
98	и что	11	4
99	а в	4	4
100	в этой	13	4
101	числе и	3	4
102	и от	4	4
103	не может	16	4
104	что все	8	4
105	на этот	7	4
106	в виде	3	4
107	в то	7	4
108	и только	2	4
109	в нем	2	4
110	во время	1	4
111	к сожалению	2	3
112	и другие	1	3
113	с этой	7	3
114	и при	2	3
115	при этом	6	3
116	для него	5	3
117	из всех	3	3
118	что это	8	3
119	тем не	1	3
120	и если	4	3
121	в качестве	12	3
122	в результате	7	3
123	то с	1	3
124	и даже	5	3
125	если бы	10	3
126	в которой	6	3
127	с ней	3	3
128	на нее	2	3
129	с самого	9	3
130	в таком	1	3
131	случае не	2	3
132	в связи	3	3
133	ясно что	2	3
134	и как	7	3
135	как о	2	3
136	же как	8	3
137	но по	1	3
138	не менее	1	3
139	из которого	2	3
140	и таким	2	3
141	в других	2	3
142	что эти	3	3
143	можно сказать	6	3
144	но с	3	3
145	каждая из	2	3
146	за собой	4	3
147	хотя бы	7	3
148	в значительной	2	3
149	представляет собой	13	3
150	так что	2	3
151	так называемые	1	3
152	у них	1	3
153	когда он	5	3
154	точно так	2	3
155	в одном	5	3
156	оказывается что	1	3
157	большей частью	1	3
158	и те	2	3
159	не вполне	1	3
160	всегда и	3	3
161	к ним	2	3
162	и о	1	3
163	отношению к	11	3
164	в своем	10	3
165	уже не	2	3
166	к этому	7	3
167	конце концов	1	3
168	того что	28	3
169	бы то	1	2
170	связан с	5	2
171	значительная часть	1	2
172	влечет за	2	2
173	все что	4	2
174	поэтому что	5	2
175	для всех	8	2
