N	2gram	Nazirov_Tv	VeschiIm
1	т е	1	81
2	не есть	2	79
3	и не	12	57
4	не только	16	48
5	то что	9	48
6	не может	9	46
7	и в	40	45
8	и есть	2	40
9	и т	14	39
10	может быть	11	39
11	т д	10	38
12	а не	9	37
13	значит что	3	32
14	это значит	1	30
15	что я	4	26
16	общения с	2	25
17	потому что	10	25
18	не просто	1	24
19	было бы	2	24
20	только в	7	23
21	по себе	2	23
22	что она	5	23
23	в себе	3	23
24	сказать что	3	22
25	в смысле	1	22
26	и что	2	22
27	как бы	26	20
28	что такое	1	20
29	что это	1	19
30	что же	1	19
31	но и	10	19
32	и ее	1	19
33	в этом	11	18
34	все же	9	18
35	есть только	1	18
36	так как	6	17
37	прежде всего	10	17
38	и это	2	17
39	есть не	2	17
40	таким образом	14	16
41	того что	3	16
42	как раз	2	16
43	как и	16	15
44	уже не	6	15
45	в том	13	15
46	в ней	2	15
47	но это	10	14
48	не в	3	14
49	в самом	6	13
50	не будет	2	13
51	том что	14	13
52	а и	1	13
53	это и	4	13
54	в себя	3	13
55	то ни	1	13
56	что в	17	12
57	и с	9	12
58	бы то	1	12
59	то же	19	12
60	и даже	8	12
61	о том	9	12
62	еще не	5	12
63	не что	1	12
64	если мы	1	12
65	но если	4	12
66	ничего не	3	12
67	что они	3	12
68	что иное	1	12
69	ни было	1	12
70	не значит	2	12
71	что и	3	12
72	и как	5	12
73	иное как	1	12
74	и их	2	11
75	не менее	8	11
76	себя в	3	11
77	д и	1	11
78	тем не	2	11
79	ни в	2	11
80	что не	5	11
81	вовсе не	5	11
82	также и	1	11
83	в то	23	11
84	и только	2	11
85	по крайней	4	10
86	в чем	4	10
87	крайней мере	4	10
88	что оно	2	10
89	ясно что	1	10
90	с ее	3	10
91	я и	3	9
92	с ним	4	9
93	в результате	1	9
94	со стороны	1	9
95	бы и	1	9
96	то и	1	9
97	хотя бы	5	9
98	говорить о	1	9
99	в своем	4	9
100	должно быть	1	9
101	это не	9	9
102	у нас	2	9
103	но что	1	9
104	ли это	2	9
105	она не	2	9
106	так что	4	9
107	но не	7	9
108	на то	1	9
109	и его	14	9
110	это есть	1	8
111	если бы	4	8
112	с тем	1	8
113	что он	11	8
114	себя и	1	8
115	отличается от	1	8
116	в свете	3	8
117	но в	11	8
118	мы не	3	8
119	мы имеем	1	8
120	для него	9	8
121	в ее	3	8
122	все это	14	8
123	со своим	2	8
124	с другими	1	8
125	в отношении	1	8
126	его в	2	8
127	указывает на	2	8
128	всего прочего	1	8
129	и потому	4	8
130	в философии	2	8
131	с другой	4	8
132	можно сказать	2	8
133	отнюдь не	9	8
134	с этой	4	7
135	в сущности	1	7
136	оно не	1	7
137	самом деле	4	7
138	все эти	3	7
139	тем что	2	7
140	ни на	3	7
141	в действительности	1	7
142	и тогда	2	7
143	слова и	1	7
144	мог бы	1	7
145	никак не	1	7
146	и тут	2	7
147	я не	5	7
148	и тем	2	7
149	а в	10	7
150	из них	4	7
151	и нечто	1	7
152	можно только	1	7
153	для себя	1	6
154	мы говорим	1	6
155	их в	1	6
156	в своей	8	6
157	в данном	2	6
158	а если	1	6
159	из себя	2	6
160	в одном	3	6
161	и до	2	6
162	как только	1	6
163	как я	1	6
164	одна из	5	6
165	ее не	1	6
166	в сфере	2	6
167	от ее	2	6
168	все равно	1	6
169	дело в	4	6
170	и другое	1	6
171	между ними	1	6
172	в нем	4	6
173	бытие и	1	6
174	можно было	1	6
175	этот вопрос	4	6
176	как мы	1	6
177	жизни и	3	6
178	и все	6	6
179	никогда не	13	6
180	как это	2	5
181	в настоящем	2	5
182	один из	5	5
183	на себе	1	5
184	и здесь	2	5
185	даже и	1	5
186	как к	2	5
187	мысли и	5	5
188	себя с	1	5
189	в жизни	3	5
190	как о	1	5
191	вместе с	4	5
192	да и	1	5
193	чем же	1	5
194	в свою	8	5
195	и если	3	5
196	с а	1	5
197	и когда	2	5
198	ее с	1	5
199	свою очередь	2	5
200	вообще и	1	5
201	нет и	1	5
202	точка зрения	2	5
203	того же	2	5
204	только не	1	5
205	во всех	2	5
206	мы видим	3	5
207	что у	5	5
208	и мы	1	5
209	в его	19	5
210	хотя и	5	5
211	а это	1	5
212	мы находим	2	5
213	тоже есть	1	5
214	от всех	2	5
215	в которой	5	5
216	на себя	2	5
217	то это	2	5
218	и без	2	5
219	как она	2	5
220	по смыслу	1	5
221	между прочим	1	5
222	об этом	4	5
223	должен быть	1	5
224	кроме того	1	5
225	действительности и	3	5
226	в мысли	2	5
227	значило бы	1	5
228	когда я	2	5
229	мы должны	1	5
230	если же	1	5
231	то или	1	5
232	что для	3	5
233	же это	1	5
234	для этого	1	5
235	и от	8	4
236	не мешает	1	4
237	образом и	1	4
238	переходит в	2	4
239	еще более	3	4
240	с самим	1	4
241	говорит о	3	4
242	о которой	2	4
243	сводится к	2	4
244	равно как	1	4
245	с ними	3	4
246	том как	1	4
247	с этим	2	4
248	во всяком	2	4
249	его и	2	4
250	не существует	3	4
251	социальной действительности	2	4
252	в основе	3	4
253	и более	2	4
254	в котором	8	4
255	не быть	1	4
256	когда она	1	4
257	об отношении	1	4
258	отношении к	2	4
259	нет никакой	1	4
260	же время	18	4
261	так же	6	4
262	при помощи	4	4
263	и еще	2	4
264	на него	2	4
265	что все	4	4
266	слово и	1	4
267	тут же	1	4
268	тот же	3	4
269	не то	2	4
270	то в	2	4
271	может не	2	4
272	и вот	2	4
273	к себе	1	4
274	в качестве	2	4
275	это я	2	4
276	себя самого	1	4
277	так и	5	4
278	же не	2	4
279	в их	5	4
280	однако не	1	4
281	и притом	2	4
282	в конце	5	4
283	во имя	3	4
284	время как	1	4
285	и у	3	4
286	на этом	1	4
287	не было	3	4
288	она должна	1	4
289	я должен	1	4
290	что нужно	1	4
291	дело не	3	4
292	он не	10	4
293	но только	3	4
294	веры в	1	4
295	и сам	5	4
296	только то	1	4
297	в этой	7	4
298	отношение к	1	4
299	к ней	3	4
300	и о	2	4
301	главным образом	1	4
302	только я	1	3
303	однако это	2	3
304	только что	2	3
305	была бы	2	3
306	а вот	1	3
307	я могу	1	3
308	нас в	1	3
309	именем и	1	3
310	другой стороны	2	3
311	быть может	3	3
312	себе не	3	3
313	в своих	8	3
314	сами по	2	3
315	если не	4	3
316	но все	1	3
317	ни о	1	3
318	заключается в	1	3
319	что угодно	1	3
320	из самых	1	3
321	себя как	2	3
322	этот тип	2	3
323	если он	4	3
324	в собственном	1	3
325	как в	10	3
326	жизни в	9	3
327	не имеет	2	3
328	по самому	2	3
329	к тому	2	3
330	перед нами	3	3
331	действительности в	2	3
332	перестает быть	1	3
333	ни к	2	3
334	не является	3	3
335	к другой	1	3
336	было в	2	3
337	применении к	1	3
338	оба эти	1	3
339	но даже	1	3
340	одной стороны	1	3
341	это все	2	3
342	отрыве от	1	3
343	вот почему	3	3
344	у меня	1	3
