N	3gram	Vygotskiy_	Sovremen
1	мы не можем	2	6
2	с точки зрения	11	5
3	в зависимости от	6	4
4	не может быть	5	4
5	мы видели что	4	3
6	с самого начала	6	3
7	друг с другом	10	2
8	самый вопрос о	1	2
9	в свою очередь	3	2
10	с помощью которых	8	2
11	то же самое	9	2
12	во всяком случае	10	2
13	тем не менее	6	2
14	так как он	2	2
15	в отличие от	8	2
16	он может быть	1	1
17	подлежит никакому сомнению	2	1
18	есть не что	1	1
19	является ли оно	1	1
20	все же в	2	1
21	что дело идет	1	1
22	и речи мы	2	1
23	всяком случае не	1	1
24	при этом с	1	1
25	то ни было	1	1
26	мы знаем что	1	1
27	в том что	41	1
28	один и тот	6	1
29	и те же	3	1
30	но все эти	1	1
31	не могут быть	1	1
32	как и во	1	1
33	до сих пор	3	1
34	одни и те	3	1
35	одной стороны и	1	1
36	мы говорим о	1	1
37	все более и	1	1
38	и у нас	1	1
39	влечет за собой	1	1
40	в свое время	2	1
41	должен быть поставлен	1	1
42	сами по себе	4	1
43	в том предмете	1	1
44	представление о том	1	1
45	и тот же	6	1
46	образом ясно что	1	1
47	или как он	1	1
48	не что иное	2	1
49	одна и та	1	1
50	и та же	1	1
51	которая не может	1	1
52	в связи с	8	1
53	в этой стадии	2	1
54	на которых по	1	1
55	таким образом ясно	1	1
56	и все же	1	1
57	хотим сказать что	1	1
58	в обоих случаях	2	1
59	в самом деле	4	1
60	в дальнейшем мы	1	1
61	в такой же	2	1
62	и благодаря этому	2	1
63	в том случае	2	1
64	но мы уже	1	1
65	между ним и	1	1
66	не хотим сказать	1	1
67	тот факт что	7	1
68	той или иной	2	1
69	не является исключением	1	1
70	этой стадии развития	3	1
71	и во всех	1	1
72	что иное как	2	1
73	в данном случае	1	1
74	но все же	1	1
75	совершенно так же	2	1
76	не подлежит никакому	2	1
77	с помощью которой	3	1
78	и той же	5	1
79	в конечном счете	1	1
80	это значит что	6	1
81	но если мы	1	1
82	когда мы говорим	1	1
83	с одной стороны	8	1
84	одной и той	5	1
85	не опирается на	1	1
86	в этой области	2	1
87	мы не знаем	2	1
88	со всеми его	1	1
89	в известном смысле	2	1
90	более и более	1	1
91	такой же мере	1	1
92	так же как	9	1
93	и к другому	1	1
94	по аналогии с	1	1
95	точки зрения и	1	1
96	стадии своего развития	2	1
97	и что следовательно	1	1
98	она не может	1	1
99	в целом при	1	1
100	из этих двух	1	1
101	с другом мы	1	1
102	по отношению к	3	1
103	никакому сомнению что	2	1
104	оно может быть	1	1
105	бы то ни	1	1
106	заключает в себе	3	1
107	том что эта	1	1
108	возникновения и развития	2	1
109	на этот раз	2	1
110	на этот вопрос	2	1
111	к одному и	5	1
112	и в этом	2	1
113	помощью которых он	2	1
114	в этом случае	4	1
115	тот или иной	1	1
116	же самое что	1	1
117	шаг за шагом	1	1
118	все эти три	1	1
119	можно было бы	8	1
120	важную роль в	1	1
121	друг на друга	3	1
122	в этом смысле	7	1
123	в процессе развития	2	1
124	все равно будет	1	1
125	но тем не	1	1
126	раз и навсегда	1	1
127	на этой стадии	3	1
128	мы видим что	2	1
129	в наших экспериментах	1	1
