N	4gram	Vygotskiy_	Narrotol
1	в то же время	2	8
2	состоит в том что	1	6
3	дело в том что	1	3
4	той мере в какой	1	2
5	а в том как	1	2
6	в той мере в	1	2
7	и не может быть	1	2
8	одного и того же	1	2
9	одно и то же	1	2
10	точно так же как	3	2
11	в ней не только	1	1
12	с этой точки зрения	5	1
13	и т п не	1	1
14	в том смысле что	1	1
15	было на самом деле	1	1
16	одной стороны и в	1	1
17	не что иное как	2	1
18	но для того чтобы	1	1
19	в этом отношении совершенно	1	1
20	если бы не было	1	1
21	что с точки зрения	1	1
22	с одной стороны и	1	1
23	прежде всего тем что	1	1
24	в первом случае мы	1	1
25	и т п все	2	1
26	бы то ни было	1	1
27	может быть сведена к	2	1
28	в то время как	6	1
29	один и тот же	2	1
30	и в самом деле	3	1
31	он сам того не	1	1
32	в том числе и	1	1
33	и в известном смысле	1	1
34	не само по себе	1	1
35	в том что он	1	1
36	отнюдь не означает что	2	1
37	представление о том что	2	1
38	в том что на	1	1
39	о том что искусство	1	1
40	в связи с этим	1	1
41	в том случае если	2	1
42	что в основе этого	1	1
43	же как и в	2	1
44	и тем не менее	2	1
45	одним и тем же	1	1
46	никак не может быть	3	1
47	во всяком случае в	2	1
48	не в том что	1	1
49	в том или ином	1	1
50	есть не что иное	1	1
