N	3gram	Losev_Dial	Formalny
1	с точки зрения	18	40
2	не может быть	4	29
3	на самом деле	3	21
4	то же время	8	20
5	в то же	7	20
6	и т д	28	19
7	и т п	3	18
8	в связи с	3	16
9	во всяком случае	3	16
10	в самом деле	3	11
11	в этом отношении	2	11
12	в зависимости от	2	10
13	с другой стороны	7	9
14	и не может	1	9
15	для того чтобы	1	8
16	до сих пор	4	8
17	вместе с тем	1	8
18	с одной стороны	3	8
19	более или менее	5	7
20	сами по себе	4	7
21	и в этом	4	7
22	в том что	12	6
23	и в то	3	6
24	сам по себе	8	6
25	в данном случае	1	6
26	может быть и	6	6
27	одной стороны и	3	5
28	в этом смысле	4	5
29	к тому что	3	5
30	до известной степени	1	5
31	связи с этим	2	5
32	как бы ни	2	5
33	и не в	1	4
34	тем не менее	3	4
35	не в том	2	4
36	и пр все	1	4
37	все более и	1	4
38	в конце концов	4	4
39	в этом пункте	1	4
40	более и более	1	4
41	не могут быть	1	4
42	как раз и	1	4
43	но все же	2	4
44	но и в	1	4
45	она ни была	1	4
46	бы она ни	2	4
47	как и все	1	4
48	подобно тому как	1	4
49	с самого начала	2	4
50	хотя бы в	1	4
51	в нем и	2	4
52	сама по себе	12	4
53	нечто совсем другое	1	3
54	мы уже знаем	4	3
55	то или иное	4	3
56	так или иначе	3	3
57	друг с другом	2	3
58	чтобы убедиться в	1	3
59	можно говорить о	1	3
60	уже знаем что	2	3
61	точки зрения самого	2	3
62	то же самое	3	3
63	самом же деле	2	3
64	только то что	6	3
65	на самом же	2	3
66	равно как и	1	3
67	в том смысле	4	3
68	в том чтобы	1	3
69	потому что он	5	3
70	во всех своих	1	3
71	и в частности	4	3
72	то и другое	3	3
73	но в то	1	3
74	именно в том	1	3
75	и то и	3	3
76	как мы увидим	1	3
77	т е в	3	3
78	что же касается	1	3
79	ровно ничего не	3	3
80	по себе а	2	2
81	том смысле что	3	2
82	отнюдь не является	1	2
83	но все эти	1	2
84	мы говорим о	1	2
85	отсюда следует что	1	2
86	говоря уже о	1	2
