N	3gram	Vygotskiy_	Stilisti
1	в то же	2	9
2	для того чтобы	24	7
3	в зависимости от	6	7
4	то же время	1	7
5	с точки зрения	31	5
6	одно и то	3	5
7	и т.д и	1	5
8	и то же	3	5
9	в свою очередь	3	4
10	той или иной	2	4
11	заключает в себе	2	4
12	и той же	5	4
13	одной и той	5	4
14	с самого начала	13	4
15	то же самое	11	4
16	то что мы	3	4
17	прежде всего в	2	4
18	но и в	1	3
19	во внутренней речи	4	3
20	но для того	1	3
21	как мы уже	2	3
22	внутренней и внешней	1	3
23	на самом деле	2	3
24	в конце концов	1	3
25	как мы видели	7	3
26	не только в	2	3
27	и тем самым	8	3
28	в этом случае	15	3
29	но все же	1	3
30	в той же	2	3
31	мы видели что	3	2
32	должны были бы	1	2
33	все больше и	2	2
34	в самом деле	4	2
35	есть не что	1	2
36	мы не имеем	1	2
37	вместе с тем	6	2
38	и том же	3	2
39	же самое время	1	2
40	и тем же	2	2
41	не может быть	6	2
42	больше и больше	2	2
43	по отношению к	9	2
44	и ту же	1	2
45	внутренней речи и	4	2
46	о том что	4	2
47	слов и их	3	2
48	можно сказать что	7	2
49	и внутренняя речь	1	2
50	того что оно	1	2
51	и вследствие этого	1	2
52	то же слово	1	2
53	но при этом	1	2
54	одном и том	3	2
55	не что иное	1	2
56	смысле этого слова	4	2
57	с тем и	2	2
58	зависимости от того	1	2
59	это само собой	1	2
60	та же самая	2	2
61	только потому что	3	2
62	как мы увидим	1	2
63	к тому что	10	2
64	что иное как	1	2
65	в этом отношении	7	2
66	одну и ту	1	2
67	в значительной степени	1	2
68	в том что	24	1
69	но то что	2	1
70	благодаря тому что	2	1
71	мы видели не	1	1
72	и о связи	1	1
73	собственном смысле слова	1	1
74	с другими людьми	1	1
75	на следующем примере	1	1
76	в том и	3	1
77	внешнюю речь но	1	1
78	таким образом мы	2	1
79	что мы не	1	1
80	друг друга и	1	1
81	мы должны были	1	1
82	остановимся только на	1	1
83	но вместе с	2	1
84	заключать в себе	2	1
85	представим себе что	1	1
86	в конечном счете	2	1
87	вследствие того что	1	1
88	внутренней речи нет	1	1
89	мы как бы	1	1
90	и никак не	1	1
91	мы должны перейти	1	1
92	как по отношению	1	1
93	не смогли бы	1	1
94	в большинстве случаев	2	1
95	тому что мы	1	1
96	является необходимым условием	1	1
97	остается тем же	1	1
98	как только мы	1	1
99	самого начала своего	1	1
100	мы увидим ниже	1	1
101	сравнению с его	1	1
102	значений в зависимости	1	1
103	в наших глазах	4	1
104	внешней речи и	1	1
105	ни в какой	2	1
106	и в отношении	1	1
107	что относится к	1	1
108	в собственном смысле	4	1
109	что мы в	1	1
110	в гораздо большей	1	1
111	об одном и	3	1
112	речи мы можем	2	1
113	как и в	4	1
114	тот факт что	2	1
115	и внешней речи	1	1
116	и во всех	2	1
117	тем не менее	4	1
118	в одной и	3	1
119	в процессе развития	1	1
120	не связанных между	1	1
121	вместе с развитием	2	1
122	еще раз что	1	1
123	которые существуют между	2	1
124	только в том	2	1
125	в своем развитии	1	1
126	что при этом	1	1
127	том и другом	2	1
128	может быть так	1	1
129	и уже в	1	1
130	по ту сторону	1	1
131	мы встречаемся уже	1	1
132	на вопрос о	1	1
133	той же мере	2	1
134	по сравнению с	20	1
135	которой как мы	1	1
136	независимо от того	1	1
137	связанных между собой	2	1
138	в качестве одного	1	1
139	речь есть речь	2	1
140	таким образом в	2	1
141	долго не мог	1	1
142	на этот вопрос	1	1
143	тем самым не	1	1
144	эту точку зрения	2	1
145	одного и того	3	1
146	противоречащих друг другу	1	1
147	и перейти к	1	1
148	и находит свое	1	1
149	в процессе образования	1	1
150	первостепенное значение для	1	1
151	имеет первостепенное значение	1	1
152	до сих пор	6	1
153	именно потому что	1	1
154	то о чем	5	1
155	не совпадает со	1	1
156	речи но все	1	1
157	в форме коллективного	1	1
158	но и вообще	1	1
159	одним и тем	2	1
160	свое выражение в	5	1
161	внутренней речи в	4	1
162	в иной ситуации	1	1
163	так и по	2	1
164	содержит в себе	4	1
165	тогда когда мы	1	1
166	речи но и	2	1
167	тем же самым	2	1
168	как и всякий	1	1
169	представить себе в	2	1
170	и в развитии	1	1
171	само по себе	1	1
172	является как бы	1	1
173	не иначе как	6	1
174	к которому мы	1	1
175	о чем говорится	4	1
176	она должна была	1	1
177	в пределах одного	1	1
178	внутренней речи если	2	1
179	у нас на	1	1
180	и по отношению	1	1
181	другой стороны развитие	1	1
182	не только о	1	1
183	не только не	11	1
184	то явление которое	1	1
185	сам с собой	1	1
186	это же самое	1	1
187	и того же	3	1
188	же самое происходит	1	1
189	и не могут	1	1
190	и тогда он	1	1
191	мы можем проследить	1	1
192	не может не	1	1
193	в высшей степени	1	1
194	человека не только	1	1
195	как раз и	1	1
196	тем что он	1	1
197	мы говорили выше	2	1
198	что представляет собой	1	1
199	в каком направлении	1	1
200	все же попытаемся	1	1
201	это отнюдь не	1	1
202	если б мы	1	1
203	слово и его	2	1
204	выяснить в самом	1	1
205	с другой стороны	3	1
206	форма внутренней речи	1	1
207	те слова которые	1	1
208	вопрос о том	1	1
209	только тогда когда	1	1
210	по самой своей	5	1
211	не в конце	1	1
212	нет и не	3	1
213	так как в	2	1
214	это и является	2	1
215	можно было бы	5	1
216	мы не можем	3	1
217	что несмотря на	1	1
218	теми или иными	1	1
219	и не может	2	1
220	и в этом	2	1
221	прежде всего на	1	1
222	нам нужно было	2	1
223	это мы должны	1	1
