1	с точки зрения	16	31
2	для того чтобы	5	24
3	в том что	6	24
4	по сравнению с	2	20
5	так же как	5	13
6	к тому что	1	10
7	заключается в том	2	9
8	в то время	1	8
9	и тем самым	1	8
10	можно сказать что	3	7
11	с одной стороны	8	7
12	в этом отношении	3	7
13	то время как	1	7
14	как мы видели	2	7
15	друг с другом	3	6
16	не может быть	2	6
17	на то что	2	5
18	в данном случае	2	5
19	из того что	2	5
20	можно было бы	3	5
21	то и другое	1	4
22	этой точки зрения	5	4
23	смысле этого слова	1	4
24	в отличие от	1	4
25	тех и других	1	4
26	одной стороны и	6	4
27	в себе ничего	1	4
28	с этой точки	5	4
29	в последнее время	1	4
30	о которых мы	1	3
31	мы видели что	1	3
32	в том же	1	3
33	мы не станем	1	3
34	друг от друга	2	3
35	в лучшем случае	1	3
36	не могут быть	1	3
37	одного и того	1	3
38	же как и	3	3
39	в свою очередь	2	3
40	друг к другу	1	3
41	с другой стороны	2	3
42	и того же	1	3
43	мы не можем	1	3
44	той или иной	4	2
45	заключает в себе	3	2
46	в то же	15	2
47	том смысле что	1	2
48	не только в	4	2
49	прежде всего в	2	2
50	в себе в	1	2
51	мы стремились показать	1	2
52	так как мы	1	2
53	том числе и	1	2
54	приводит нас к	2	2
55	представить себе в	1	2
56	в этом смысле	3	2
57	представление о том	1	2
58	это мы видим	1	2
59	и в этом	4	2
60	в этот период	1	2
61	так и по	1	2
62	в том смысле	1	2
63	в том числе	1	2
64	он мог бы	1	2
65	только в том	2	2
66	в силу этого	1	2
67	в большинстве случаев	2	2
68	что в этом	1	2
69	совершенно очевидно что	1	2
70	в значительной мере	1	2
71	в известном смысле	3	2
72	вместо того чтобы	1	2
73	что оно не	1	1
74	по нашему мнению	2	1
75	чтобы ответить на	1	1
76	связанное с ним	1	1
77	имеет место в	2	1
78	но не в	1	1
79	так как хотя	1	1
80	есть такая же	1	1
81	в своем развитии	1	1
82	дело идет о	2	1
83	так и в	2	1
84	не может не	1	1
85	оно не может	1	1
86	пределах одного и	1	1
87	если обратиться к	1	1
88	но и в	1	1
89	от этого пункта	1	1
90	в одной из	1	1
91	но и для	1	1
92	в гораздо большей	1	1
93	не к тому	1	1
94	есть звук пустой	1	1
95	во всяком случае	3	1
96	в соответствии с	1	1
97	на этот вопрос	1	1
98	и связанное с	1	1
99	кроме того что	1	1
100	независимо от того	1	1
101	и то и	1	1
102	в качестве одного	1	1
103	сказать что в	2	1
104	само по себе	4	1
105	также и в	1	1
106	что как бы	1	1
107	вопрос можно ли	1	1
108	но так как	1	1
109	но даже при	1	1
110	стремились показать в	1	1
111	и в этих	1	1
112	это значит что	1	1
113	в огромной степени	1	1
114	есть то что	1	1
115	очевидно что в	2	1
116	не может остаться	1	1
117	в таком смысле	1	1
118	к тому же	1	1
119	эту мысль можно	1	1
120	мог бы дать	1	1
121	если бы они	1	1
122	себе подтверждение в	1	1
123	ничего иного кроме	1	1
124	ответить на этот	1	1
125	того чтобы ответить	1	1
126	как это мы	1	1
127	во всем его	1	1
128	противоположных направлениях на	1	1
129	иначе обстоит дело	2	1
130	этот новый принцип	1	1
131	если сопоставить эти	1	1
132	несмотря на то	1	1
133	в их развитии	1	1
134	этом отношении с	1	1
135	с тем что	1	1
136	речь идет о	1	1
137	того что мы	1	1
138	только тогда когда	1	1
139	же время в	1	1
140	то же время	14	1
141	когда дело идет	1	1
142	и в отношении	1	1
143	то что в	2	1
144	к двум основным	1	1
145	мы остановились на	1	1
146	для себя с	1	1
147	на вопрос можно	1	1
148	и ту же	1	1
149	в силе то	1	1
150	именно потому что	1	1
151	дает нам новое	1	1
152	последнее время в	1	1
153	как мы стремились	1	1
154	качестве одного из	1	1
155	нас к установлению	1	1
156	но также и	1	1
157	но в смысле	1	1
158	как одной из	1	1
159	то что с	1	1
160	во всех этих	1	1
161	одну и ту	1	1
162	в пределах одного	1	1
163	и притом с	1	1
164	в пределах данной	1	1
165	могут быть установлены	1	1
166	обстоит дело в	2	1
167	и притом в	2	1
168	в значительной степени	1	1
