N	3gram	Vygotskiy_	Mirosoze
1	не может быть	14	28
2	в том что	21	9
3	но он не	1	9
4	это и есть	1	9
5	для того чтобы	11	7
6	в высшей степени	1	7
7	и в этом	1	6
8	вместе с тем	3	6
9	о том что	9	6
10	есть прежде всего	1	6
11	там и здесь	1	6
12	и там и	1	6
13	друг к другу	1	6
14	до сих пор	8	5
15	в отношении к	3	5
16	и вместе с	1	5
17	что и в	5	5
18	но и в	1	5
19	мы увидим что	2	5
20	не было бы	3	5
21	после того как	1	5
22	что он не	1	4
23	заключает в себе	3	4
24	потому что в	1	4
25	в конце концов	6	4
26	от того что	2	4
27	и в самом	3	4
28	на то что	12	4
29	в то время	6	4
30	не что иное	2	4
31	потому что он	2	4
32	можно было бы	2	4
33	то время как	6	4
34	что иное как	2	4
35	один из самых	1	4
36	он никогда не	1	3
37	как будто бы	2	3
38	потому что она	2	3
39	том что он	2	3
40	и никогда не	1	3
41	есть не что	1	3
42	не может не	1	3
43	к тому что	2	3
44	а не только	1	3
45	и потому не	1	3
46	так как он	1	3
47	и не было	1	3
48	по сравнению с	3	3
49	и той же	5	3
50	одной и той	5	3
51	и ничего не	1	3
52	так же как	8	3
53	не до конца	1	3
54	же как и	2	3
55	выходит за пределы	2	3
56	с тем что	2	3
57	во всяком случае	7	3
58	как и в	5	3
59	у него есть	1	2
60	смысле этого слова	2	2
61	не только в	1	2
62	а не к	1	2
63	нет ничего кроме	1	2
64	лежит в основе	2	2
65	он не может	3	2
66	не так как	1	2
67	тогда когда человек	1	2
68	и в конце	1	2
69	именно потому что	2	2
70	между тем как	1	2
71	бросается в глаза	1	2
72	том что все	1	2
73	в россии и	1	2
74	том что в	1	2
75	в нем не	1	2
76	одну и ту	1	2
77	на то чтобы	3	2
78	имел в виду	1	2
79	как и всегда	1	2
80	и не может	2	2
81	есть по преимуществу	1	2
82	к другу и	1	2
83	и во всяком	1	2
84	и те же	3	2
85	есть один из	1	2
86	он не только	3	2
87	и ту же	1	2
88	в том смысле	1	2
89	в такой степени	1	2
90	к тому чтобы	3	2
91	ли может быть	1	2
92	и тот и	1	2
93	тот и другой	2	2
94	как детскую игру	1	2
95	подобно тому как	7	2
96	не могут быть	2	2
97	оно не может	2	2
98	как бы его	1	2
99	никогда не может	3	2
100	все равно что	1	2
101	как бы в	1	2
102	в этом отношении	7	2
103	что в русском	1	1
104	и характер его	1	1
105	человека не может	1	1
106	в вопросе о	1	1
107	мере в какой	1	1
108	чтобы до конца	1	1
109	а может быть	1	1
110	как и на	1	1
111	он рассказывает о	1	1
112	х годов как	1	1
113	на все свои	1	1
114	том смысле что	1	1
115	и в этих	2	1
116	в той мере	1	1
117	только о том	2	1
118	не могу не	1	1
119	и т п	23	1
120	и все наши	1	1
121	не менее чем	1	1
122	но и у	1	1
123	мы хотели только	1	1
124	одни и те	3	1
