N	2gram	Tiupa_Hudo	Literetu
1	уединенного сознания	4	70
2	а не	13	50
3	и не	16	47
4	не только	20	46
5	и в	23	44
6	может быть	19	43
7	при этом	19	41
8	но и	14	41
9	тогда как	15	40
10	в том	20	39
11	в этом	12	38
12	своего рода	9	37
13	хх века	5	32
14	том что	9	32
15	такого рода	12	30
16	в частности	18	30
17	то что	5	29
18	в мире	24	28
19	в качестве	31	27
20	то же	12	26
21	в году	2	26
22	состоит в	20	26
23	как и	3	23
24	в стихотворении	3	23
25	в то	8	23
26	себя в	8	22
27	не в	9	22
28	того что	5	22
29	так и	12	22
30	не может	9	22
31	я и	7	21
32	же время	7	21
33	и т.п	7	20
34	в себе	13	20
35	я в	13	19
36	прежде всего	5	19
37	эстетического субъекта	3	19
38	лирический герой	5	19
39	художественной культуры	9	18
40	как бы	11	18
41	с другой	9	17
42	точки зрения	11	17
43	то есть	26	17
44	в его	11	17
45	в жизни	3	16
46	сознания в	4	16
47	в этой	2	16
48	не менее	5	15
49	я не	2	15
50	в русской	3	15
51	только в	7	15
52	произведение искусства	12	15
53	со стороны	5	15
54	тем самым	5	15
55	в целом	3	15
56	и даже	1	14
57	по отношению	10	14
58	однако в	4	14
59	что он	5	14
60	в рамках	13	14
61	коммуникативного события	9	14
62	эстетического объекта	4	13
63	уже не	6	13
64	е годы	1	13
65	в своем	4	13
66	с одной	3	13
67	как это	7	13
68	в хх	1	13
69	в тексте	13	13
70	но не	13	13
71	и его	12	13
72	в своей	7	12
73	о том	2	12
74	в данном	4	12
75	одной стороны	3	12
76	художественного письма	9	12
77	одним из	2	12
78	парадигмы художественности	8	12
79	всего лишь	6	12
80	хх веке	1	12
81	художественного мышления	3	12
82	еще не	4	12
83	отношению к	10	12
84	а также	6	12
85	в е	1	12
86	не столько	7	11
87	в другом	4	11
88	никогда не	2	11
89	в конечном	5	11
90	коммуникативное событие	2	11
91	причастности к	2	11
92	и сам	3	11
93	столь же	2	11
94	лирического героя	2	11
95	вместе с	1	11
96	как в	2	11
97	в основе	7	11
98	в отличие	7	11
99	с его	6	11
100	это не	4	11
101	отличие от	7	11
102	или иначе	5	11
103	а в	13	11
104	даже в	3	10
105	в принципе	8	10
106	по мысли	2	10
107	конечном счете	5	10
108	из них	1	10
109	своего другого	2	10
110	в ее	6	10
111	не случайно	3	10
112	что в	7	10
113	и на	3	10
114	для себя	4	10
115	так или	4	10
116	жизни в	2	10
117	потому что	3	10
118	неклассической художественности	1	10
119	другого в	3	10
120	жизни и	1	10
121	отнюдь не	2	10
122	в области	8	10
123	с этой	3	9
124	мыслится как	5	9
125	на смену	4	9
126	эстетической деятельности	2	9
127	художественной деятельности	17	9
128	к тому	4	9
129	представляет собой	11	9
130	искусства и	3	9
131	связи с	3	9
132	один из	2	9
133	в поэзии	1	9
134	одно из	2	9
135	и т.д	4	9
136	лишь в	7	9
137	же в	1	9
138	быть может	1	8
139	в своих	1	8
140	тем что	1	8
141	все же	1	8
142	исходит из	1	8
143	одна из	2	8
144	того же	3	8
145	едва ли	1	8
146	ли не	1	8
147	с точки	3	8
148	как раз	3	8
149	что не	1	8
150	в конце	1	8
151	о себе	2	8
152	художественного творчества	6	8
153	особого рода	8	8
154	а именно	3	8
155	слова и	2	8
156	присутствия в	9	8
157	соответствии с	1	8
158	той же	1	8
159	но в	10	8
160	для него	5	8
161	xix века	2	8
162	и как	4	8
163	и я	1	8
164	субъекта и	3	8
165	в искусстве	9	8
166	классической художественности	1	8
167	мира в	2	8
168	в самом	7	7
169	творческой рефлексии	1	7
170	русской литературе	2	7
171	в одном	3	7
172	другой стороны	6	7
173	для всех	1	7
174	на свою	2	7
175	именно в	2	7
176	ведет к	2	7
177	в художественном	5	7
178	на фоне	1	7
179	для этого	1	7
180	в противоположность	3	7
181	как правило	3	7
182	по преимуществу	3	7
183	не как	2	7
184	говоря словами	5	7
185	тому же	1	7
186	в случае	2	7
187	он не	4	7
188	и тем	4	7
189	в нем	6	7
190	из того	1	7
191	и адресата	3	7
192	по своей	7	7
193	наконец в	1	7
194	в сфере	1	7
195	до конца	1	7
196	друг друга	1	7
197	и для	3	7
198	дискурс власти	1	7
199	парадигма художественности	3	7
200	он и	2	7
201	у нас	1	7
202	в их	5	7
203	так в	4	7
204	личности в	4	7
205	тому как	3	7
206	и жизни	1	7
207	а затем	2	6
208	в виду	5	6
209	например в	4	6
210	культуры в	3	6
211	казалось бы	1	6
212	при всей	2	6
213	обращаясь к	1	6
214	в ситуации	1	6
215	в третьем	1	6
216	у него	2	6
217	его в	4	6
218	не было	1	6
219	эстетический объект	4	6
220	во всех	3	6
221	в каждом	1	6
222	рефлективного традиционализма	2	6
223	перед лицом	3	6
224	было бы	1	6
225	подобно тому	3	6
226	с ее	6	6
227	в культуре	3	6
228	то в	2	6
229	самом деле	2	6
230	самим собой	5	6
231	в слове	4	6
232	еще и	2	6
233	то и	1	6
234	тем же	1	6
235	и др	2	6
236	и то	4	6
237	с читателем	2	6
238	том числе	3	6
239	произведения искусства	4	6
240	по характеристике	2	6
241	далеко не	4	6
242	при всем	2	6
243	как будто	1	6
244	право на	2	6
245	и к	3	5
246	тех кто	1	5
247	я как	2	5
248	об искусстве	2	5
249	по выражению	1	5
250	субъекта жизни	2	5
251	в связи	3	5
252	личности с	2	5
253	в соответствии	1	5
254	читателя зрителя	3	5
255	жизни как	4	5
256	в нашем	2	5
257	как я	1	5
258	от себя	3	5
259	всего в	1	5
260	должно быть	1	5
261	несмотря на	2	5
262	ни было	2	5
263	тем не	3	5
264	к жизни	2	5
265	не знает	4	5
266	деятельности в	4	5
267	природы искусства	3	5
268	в себя	4	5
269	этом как	1	5
270	этой точки	2	5
271	между тем	4	5
272	так что	1	5
273	в чужом	1	5
274	в силу	4	5
275	обращается к	1	5
276	эстетическое переживание	2	5
277	во втором	4	5
278	в сущности	1	5
279	литературного произведения	13	5
280	как писал	1	5
281	и одновременно	5	5
282	в романе	3	5
283	себя и	3	5
284	следует признать	1	5
285	не с	2	5
286	идет о	2	5
287	автора и	3	5
288	быть не	1	5
289	вслед за	2	5
290	так как	1	5
291	художественной системе	1	5
292	в художественной	3	5
293	в литературе	2	5
294	как у	1	5
295	что и	2	5
296	читателя в	3	5
297	но с	1	5
298	в равной	2	5
299	этого текста	2	5
300	место в	5	5
301	или иной	9	5
302	в уме	1	5
303	другого сознания	1	5
304	более того	1	5
305	более не	2	4
306	исходя из	1	4
307	от имени	2	4
308	которая в	1	4
309	и читателем	2	4
310	оказывается не	1	4
311	не бывает	1	4
312	и само	1	4
313	в них	2	4
314	читателя и	1	4
315	героя как	2	4
316	критерием художественности	3	4
317	только для	1	4
318	жизни на	2	4
319	духовной жизни	2	4
320	входит в	4	4
321	для того	5	4
322	не всегда	2	4
323	как совокупность	3	4
324	только на	1	4
325	не вполне	2	4
326	перед ним	1	4
327	как мы	1	4
328	я с	5	4
329	ты в	1	4
330	художественности как	2	4
331	него не	1	4
332	объект и	1	4
333	во всей	3	4
334	это точка	1	4
335	бы то	2	4
336	мышления и	2	4
337	личностного я	1	4
338	хотя и	4	4
339	сознания к	1	4
340	работа с	3	4
341	что его	1	4
342	и постромантической	1	4
343	себе и	1	4
344	в сторону	2	4
345	десятилетий хх	1	4
346	здесь как	1	4
347	могли бы	1	4
348	на этом	2	4
349	свое место	1	4
350	ту же	1	4
351	то ни	2	4
352	и что	4	4
353	художника в	1	4
354	за пределы	2	4
355	но без	1	4
356	общего с	1	4
357	к своему	2	4
358	могут быть	5	4
359	силу своей	4	4
360	и есть	1	4
361	можно сказать	6	4
362	из этого	2	4
363	классический реализм	1	4
364	самим собою	2	4
365	романтической и	1	4
366	жизни а	2	4
367	художественного сознания	5	4
368	сводится к	11	4
369	в единстве	1	4
370	со всеми	1	4
371	от своего	2	4
372	в пределах	3	4
373	отношения к	4	4
374	по собственному	1	4
375	в творческом	2	4
376	художественной культуре	3	4
377	никем не	2	4
378	приводит к	6	4
379	бы не	2	4
380	все они	1	4
381	художественного мира	2	4
382	ни к	2	4
383	не является	5	4
384	тех же	1	4
385	более чем	1	4
386	в свою	3	4
387	каждый из	1	4
388	быть это	1	4
389	художественное произведение	3	4
390	при котором	2	4
391	одной из	2	4
392	по этой	1	4
393	таким образом	3	4
394	жизни не	1	4
395	в формах	2	4
396	нас самих	2	4
397	как к	5	4
398	первых десятилетий	1	4
399	со мной	1	4
400	свидетельствует о	1	4
401	художественного целого	3	4
402	для нас	1	4
403	этом в	1	4
404	объекта и	3	4
405	и прежде	3	4
406	на его	1	4
407	для которого	2	4
408	в каждой	1	4
409	вовсе не	2	4
410	стать самим	1	4
