N	2gram	Losev_Vesc	EvropaiE
1	и в	44	37
2	в отношении	7	32
3	в пределах	1	25
4	точки зрения	10	23
5	что в	11	21
6	р x	1	20
7	не только	48	18
8	с точки	6	17
9	в то	11	16
10	то же	12	15
11	хотя бы	9	15
12	отношении к	4	15
13	в качестве	4	14
14	и не	57	14
15	но и	19	14
16	же время	4	14
17	в своем	9	14
18	но в	8	14
19	в этом	17	12
20	в том	15	11
21	в их	4	11
22	с и	1	10
23	так и	4	10
24	в себе	23	9
25	т е	79	9
26	прежде всего	17	9
27	только в	23	9
28	в смысле	22	9
29	так же	4	9
30	не может	44	9
31	отнюдь не	8	9
32	с одной	3	8
33	в ее	8	8
34	в своей	6	8
35	одной стороны	3	8
36	было бы	24	8
37	думать что	1	8
38	к тому	3	8
39	так как	17	7
40	того что	16	7
41	а также	1	7
42	и выше	1	7
43	как и	15	7
44	между прочим	4	7
45	также и	9	7
46	с другой	8	7
47	то есть	2	6
48	с этой	6	6
49	в последние	2	6
50	и даже	12	6
51	вслед за	1	6
52	и на	2	6
53	том что	13	6
54	в экономическом	1	6
55	вовсе не	11	6
56	во всех	5	6
57	может быть	37	6
58	того чтобы	4	6
59	для того	3	6
60	стороны и	2	6
61	то что	47	6
62	как бы	19	6
63	на то	9	6
64	в той	6	5
65	как нам	1	5
66	тем самым	2	5
67	в виде	3	5
68	этой точки	3	5
69	не в	14	5
70	в россии	2	5
71	но не	9	5
72	к которым	1	5
73	от этого	3	5
74	со стороны	9	5
75	и потому	8	5
76	которую мы	2	5
77	в течение	1	5
78	же как	3	5
79	в частности	3	5
80	как мы	6	5
81	одной из	1	5
82	но если	12	5
83	и по	1	5
84	в самом	13	4
85	бы то	12	4
86	то в	4	4
87	мы не	8	4
88	даже в	1	4
89	ни было	12	4
90	того или	1	4
91	для нас	2	4
92	не на	2	4
93	и притом	4	4
94	само по	4	4
95	именно в	2	4
96	по себе	22	4
97	не имеет	2	4
98	в каком	6	4
99	тем более	3	4
100	той или	3	4
101	в полной	2	4
102	вопрос о	6	4
103	но даже	3	4
104	то ни	13	4
105	как совокупность	1	4
106	как это	4	4
107	несмотря на	6	4
108	к ней	4	4
109	в ней	14	4
110	сказать что	21	4
111	можно сказать	8	4
112	или иной	1	4
113	независимо от	5	4
114	и к	1	3
115	говорит о	3	3
116	применении к	3	3
117	но на	2	3
118	и мы	5	3
119	можно ли	7	3
120	в применении	2	3
121	из всех	1	3
