N	3gram	Vygotskiy_	Marksizm
1	с точки зрения	11	46
2	не может быть	5	25
3	в самом деле	4	19
4	по отношению к	3	15
5	в том что	41	14
6	в связи с	8	14
7	в русском языке	1	14
8	то ни было	1	12
9	в высшей степени	11	12
10	бы то ни	1	12
11	для того чтобы	14	11
12	до сих пор	3	11
13	в отличие от	8	10
14	с самого начала	6	10
15	одного и того	5	9
16	как если бы	2	9
17	и того же	5	9
18	то же самое	9	8
19	смысле этого слова	10	7
20	с другой стороны	5	7
21	в свою очередь	3	7
22	как мы уже	3	6
23	на то что	5	6
24	во всяком случае	10	6
25	с одной стороны	8	6
26	отнюдь не является	1	5
27	одни и те	3	5
28	и как бы	2	5
29	к тому что	1	5
30	той или иной	2	5
31	и те же	3	5
32	внутренней речи и	2	5
33	как мы видели	4	5
34	в этом случае	4	5
35	в этом отношении	9	5
36	в зависимости от	6	4
37	но все же	1	4
38	так как если	1	4
39	в слове и	1	4
40	о том что	3	4
41	можно сказать что	1	4
42	и здесь мы	1	4
43	нашей точки зрения	2	4
44	том что он	1	4
45	является одной из	1	3
46	и тот же	6	3
47	не только в	1	3
48	в применении к	1	3
49	только в процессе	1	3
50	тем не менее	6	3
51	и тем же	4	3
52	одной стороны и	1	3
53	хотя бы и	2	3
54	в том числе	3	3
55	более или менее	3	3
56	и то же	6	3
57	а не наоборот	1	3
58	друг с другом	10	3
59	все более и	1	3
60	в конце концов	1	3
61	том числе и	3	3
62	между этими двумя	1	3
63	того же слова	1	3
64	не могут быть	1	3
65	в значительной степени	1	3
66	и в этом	2	3
67	но и в	1	3
68	один и тот	6	3
69	на первый план	5	3
70	и той же	5	3
71	связи с этим	2	3
72	более и более	1	3
73	на этот вопрос	2	3
74	одним и тем	4	3
75	одно и то	6	3
76	ни в какой	5	3
77	можно было бы	8	3
78	одной и той	5	3
79	лежит в основе	3	3
80	что он не	2	2
81	в этом смысле	7	2
82	и в результате	3	2
83	в собственном смысле	12	2
84	речи мы можем	1	2
85	прав в том	2	2
86	и у нас	1	2
87	в какой степени	2	2
88	то что слово	1	2
89	друг от друга	2	2
90	самом деле если	1	2
91	только на основе	1	2
92	их точки зрения	1	2
93	так или иначе	1	2
94	так и в	2	2
95	мы видели что	4	2
96	то же слово	3	2
97	ничего общего с	2	2
98	если бы это	1	2
99	мы можем сказать	1	2
100	этом как мы	1	2
101	мы ограничимся лишь	1	2
102	мы никогда не	3	2
103	между тем как	4	2
104	само по себе	3	2
105	в данном случае	1	2
106	в последнее время	4	2
107	сама по себе	1	2
108	мы полагаем что	1	2
109	и в том	1	2
110	слова и его	1	2
111	с нашей точки	2	2
112	собственном смысле слова	3	2
113	сами по себе	4	2
114	того или иного	2	2
115	какого бы то	1	2
116	в процессе его	1	2
117	том или ином	1	2
118	и тогда когда	1	2
119	ту или иную	1	2
120	если мы возьмем	1	2
121	как и в	3	2
122	не следует что	1	2
123	в этом и	2	2
124	независимо от того	3	2
125	которые еще не	1	2
126	и та же	1	2
127	как и все	1	2
128	но что он	1	2
129	так же как	9	2
130	речи и не	1	2
131	же как и	6	2
132	с тем что	4	2
133	как мы увидим	2	2
134	одна и та	1	2
135	что было бы	1	2
136	и в самом	1	2
137	если мы скажем	1	2
138	является одним из	1	2
139	тот или иной	1	2
140	в различных языках	1	2
141	не могли бы	2	1
142	играет существенную роль	1	1
143	мы знаем по	1	1
144	переход от одного	1	1
145	благодаря тому что	1	1
146	становятся как бы	1	1
147	как и во	1	1
148	того как он	1	1
149	что они совершенно	1	1
150	имеет в виду	2	1
151	распадается на ряд	1	1
152	точки зрения и	1	1
153	между ним и	1	1
154	во всем их	2	1
155	а не на	1	1
156	от той конкретной	2	1
157	этого слова в	1	1
158	речи в этом	1	1
