N	2gram	Trubetskoy	FransuaR
1	и в	26	367
2	то есть	4	209
3	в этом	15	112
4	и не	8	101
5	таким образом	22	100
6	и его	1	99
7	в его	5	98
8	прежде всего	2	92
9	не только	10	87
10	мы уже	1	85
11	но и	9	84
12	как бы	12	82
13	все эти	6	79
14	как и	1	76
15	в нем	4	75
16	но в	7	75
17	в эпоху	7	75
18	и на	2	72
19	в том	11	71
20	то же	4	66
21	и все	2	66
22	в них	2	65
23	в этой	4	65
24	так и	6	65
25	и с	10	64
26	в сущности	1	64
27	в то	4	63
28	во время	4	63
29	во всех	2	62
30	все это	6	62
31	же время	2	55
32	что в	9	52
33	в своем	3	51
34	только в	4	48
35	так как	9	46
36	и до	1	46
37	том что	7	45
38	уже говорили	1	44
39	то что	7	41
40	у него	1	40
41	жизни и	2	40
42	в самом	4	38
43	точки зрения	13	37
44	в ней	1	37
45	с его	2	36
46	о том	6	35
47	может быть	10	35
48	мы видим	1	35
49	сказать что	2	34
50	и даже	3	34
51	в себе	6	34
52	до нас	1	34
53	мы видели	2	32
54	в конце	6	32
55	он не	4	32
56	для него	3	32
57	в своей	1	31
58	так же	5	30
59	один из	2	30
60	потому что	7	30
61	той же	1	30
62	и потому	6	30
63	никогда не	5	30
64	тела и	1	30
65	в одном	3	29
66	еще не	2	29
67	связи с	9	29
68	в этих	4	29
69	что он	4	29
70	не может	4	29
71	при этом	3	29
72	его в	1	29
73	не в	2	29
74	и к	5	28
75	из них	7	28
76	всех этих	1	28
77	в той	1	28
78	и другие	3	27
79	сих пор	5	27
80	до сих	5	27
81	том числе	5	27
82	все же	6	27
83	по своему	2	27
84	роль в	1	27
85	и их	1	27
86	кроме того	1	26
87	в преисподнюю	1	26
88	все они	1	26
89	в области	9	25
90	с помощью	1	25
91	но это	1	25
92	мира и	1	25
93	но не	8	24
94	в ее	1	24
95	и у	8	24
96	и от	4	24
97	как в	1	24
98	того чтобы	5	24
99	отношение к	5	24
100	так сказать	1	23
101	и здесь	2	23
102	с ним	1	23
103	и для	5	23
104	в их	1	23
105	к нему	7	23
106	это не	1	23
107	еще и	1	23
108	даже в	1	22
109	не было	2	22
110	а в	4	22
111	границы между	1	22
112	тем что	1	22
113	что и	6	22
114	и других	1	22
115	там где	1	22
116	вместе с	15	22
117	и во	1	22
118	связь с	2	22
119	и о	3	22
120	в своих	1	21
121	именно в	2	21
122	культуры и	3	21
123	в отношении	6	21
124	уже в	2	21
125	и как	3	21
126	в качестве	3	21
127	одним из	2	21
128	в себя	1	21
129	что это	3	21
130	ни в	1	21
131	и наконец	2	21
132	в виду	2	20
133	в связи	3	20
134	и это	2	20
135	в значительной	3	20
136	одной из	5	20
137	этом отношении	2	20
138	с точки	6	20
139	как раз	1	20
140	в образе	2	20
141	а также	2	20
142	самом деле	1	20
143	их в	1	19
144	к этому	3	19
145	в эту	2	19
146	того же	6	19
147	было бы	1	19
148	с ее	1	19
149	с другой	8	19
150	в ту	1	19
151	xvii веке	1	19
152	далеко не	4	19
153	в xvii	1	18
154	со всеми	2	18
155	это и	1	18
156	здесь не	1	18
157	но они	1	18
158	превращается в	2	18
159	весь мир	1	18
160	на этом	1	18
161	связанные с	7	18
162	связан с	2	18
163	и смерти	1	17
164	для того	5	17
165	конечно не	2	17
166	в результате	3	17
167	связанных с	2	17
168	на его	1	17
169	числе и	4	17
170	такой же	1	17
171	но все	7	17
172	связана с	2	17
173	того что	3	17
174	а не	5	17
175	с одной	7	16
176	между тем	2	16
177	тот же	2	16
178	в начале	2	16
179	с народной	1	16
180	вернемся к	1	16
181	ничего не	1	16
182	они не	1	16
183	в которой	3	15
184	не были	1	15
185	никто не	1	15
186	из этих	10	15
187	с их	1	15
188	особенно в	2	15
189	одно из	2	15
190	как на	8	15
191	в нашем	1	15
192	телом и	1	15
193	пор еще	2	15
194	в самой	2	15
195	и прежде	1	15
196	и образ	1	14
197	в котором	4	14
198	в чем	1	14
199	образом в	5	14
200	и по	4	14
201	мы не	1	14
202	на них	1	14
203	все что	2	14
204	в данном	1	14
205	несмотря на	6	14
206	по существу	2	14
207	о мире	1	13
208	с этим	1	13
209	что все	4	13
210	его к	1	13
211	на все	2	13
212	в одной	1	13
213	мира в	1	13
214	о чем	1	13
215	в жизни	1	13
216	одновременно и	2	13
217	на этой	1	13
