N	4gram	Losev_Prob	SlovoVZh
1	дело в том что	3	4
2	сколько бы мы ни	1	3
3	но тем не менее	1	2
4	с одной стороны и	2	2
5	одно и то же	1	2
6	бы мы ни анализировали	1	2
7	на самом же деле	1	1
8	но в то же	1	1
9	вступает в свои права	1	1
10	как мы уже сказали	1	1
11	одним и тем же	2	1
12	в том что в	1	1
13	само собой разумеющееся и	1	1
14	и в частности в	2	1
15	так же как и	1	1
16	в то время как	2	1
17	мы имеем в виду	1	1
18	бы оно ни было	1	1
19	как нечто само собой	1	1
20	в том что все	1	1
21	в том что всякий	1	1
22	сих пор мы касались	1	1
23	и не может быть	1	1
24	нечто само собой разумеющееся	1	1
25	до сих пор мы	3	1
26	если бы не было	3	1
27	и с другой стороны	1	1
28	одной стороны и с	1	1
29	один и тот же	1	1
