N	2gram	Vygotskiy_	Vvedenie
1	в том	59	38
2	в этом	35	35
3	и в	38	35
4	может быть	25	30
5	том что	44	30
6	не только	16	26
7	для того	14	23
8	того чтобы	15	22
9	таким образом	36	21
10	также и	3	20
11	не может	11	19
12	то что	27	19
13	потому что	14	18
14	только в	16	16
15	со стороны	1	16
16	о том	6	16
17	так как	19	15
18	языка и	1	15
19	представляет собой	6	14
20	в общем	1	14
21	что в	31	13
22	в самом	8	13
23	и именно	1	13
24	и не	16	13
25	в нем	4	13
26	в его	22	12
27	того что	17	12
28	в их	12	12
29	точки зрения	27	12
30	что такое	1	12
31	как на	2	12
32	то же	18	11
33	в ее	1	11
34	по себе	11	11
35	в данном	1	11
36	этом смысле	7	11
37	ясно что	4	11
38	как мы	14	11
39	прежде всего	6	10
40	не в	10	10
41	вопрос о	2	10
42	между тем	10	10
43	в той	2	10
44	уже и	5	10
45	но в	4	10
46	дело с	3	9
47	представляют собой	1	9
48	тем не	6	9
49	смысле этого	10	9
50	все же	11	9
51	из этих	5	9
52	но не	7	9
53	и как	11	9
54	не менее	8	9
55	в истории	9	9
56	это не	5	8
57	в качестве	25	8
58	именно в	6	8
59	о котором	2	8
60	а только	1	8
61	можно было	10	8
62	с другой	11	8
63	представить себе	3	7
64	и то	9	7
65	до сих	3	7
66	смысле слова	5	7
67	в применении	1	7
68	в большей	1	7
69	к выводу	2	7
70	как и	20	7
71	самом деле	4	7
72	но и	9	7
73	выводу что	4	7
74	сих пор	3	7
75	в разных	1	7
76	было бы	15	7
77	о природе	1	7
78	этот вопрос	5	7
79	как бы	17	7
80	один из	8	6
81	на вопрос	1	6
82	об этом	2	6
83	этом случае	4	6
84	к истории	3	6
85	все это	8	6
86	не могут	5	6
87	его в	8	6
88	на этот	5	6
89	тем что	12	6
90	с тем	18	6
91	в какой	5	6
92	а именно	1	6
93	вместе с	18	6
94	в которых	3	6
95	и это	7	6
96	так например	1	6
97	вовсе не	5	6
98	уже не	3	6
99	применении к	1	6
100	и даже	4	6
101	хотя бы	2	6
102	нельзя не	2	6
103	и что	15	6
104	как он	8	6
105	как например	2	6
106	о языке	1	6
107	сказать что	10	6
108	могут быть	9	6
109	том чтобы	2	6
110	но если	2	6
111	и его	5	6
112	в то	5	6
113	а в	7	6
114	истории языка	1	6
115	иное как	2	6
116	связь между	7	5
117	смотреть на	1	5
118	этого понятия	3	5
119	уже в	10	5
120	внимание на	4	5
121	с этой	6	5
122	хотя и	2	5
123	что и	14	5
124	в виду	4	5
125	другой стороны	5	5
126	с их	3	5
127	в них	3	5
128	одним из	6	5
129	что не	1	5
130	имеет дело	2	5
131	не есть	5	5
132	что он	13	5
133	приходим к	2	5
134	что иное	2	5
135	одно из	2	5
136	от этого	6	5
137	по своему	14	5
138	данном случае	1	5
139	во всяком	10	5
140	языка в	1	5
141	в течение	2	5
142	как уже	8	5
143	так что	3	5
144	и тем	8	5
145	а не	7	5
146	говорить о	1	5
147	есть и	2	5
148	дело не	1	5
149	в различных	1	5
150	на основании	11	5
151	не что	2	5
152	и т.д	8	5
153	а как	2	5
154	независимо от	5	5
155	не просто	3	5
156	в целом	22	5
157	как это	16	5
158	есть не	1	5
159	всяком случае	10	5
160	языке и	1	4
161	только что	5	4
162	здесь нет	1	4
163	этот процесс	4	4
164	с одной	8	4
165	тогда когда	10	4
166	с точки	11	4
167	этом отношении	9	4
168	как раз	1	4
169	в результате	6	4
170	по мере	1	4
171	в виде	4	4
172	в себе	9	4
173	видит в	2	4
174	должен был	2	4
175	так или	1	4
176	в интересах	1	4
177	но все	4	4
178	или иначе	2	4
179	в одном	4	4
180	в котором	3	4
181	заключается в	22	4
182	и ее	1	4
183	но ведь	1	4
184	как она	4	4
185	в своей	9	4
186	научного исследования	1	4
187	речь в	3	4
188	да и	1	4
189	сравнению с	4	4
190	в чем	2	4
191	должен быть	1	4
192	к тому	8	4
193	чтобы понять	1	4
194	еще не	6	4
195	однако не	3	4
196	не имеет	3	4
197	в каждом	2	4
198	еще и	2	4
199	и история	1	4
200	и заключается	2	4
201	относящихся к	1	4
202	даже и	1	4
203	одной стороны	8	4
204	по сравнению	6	4
205	не признать	2	4
206	связана с	3	4
207	в чисто	2	4
208	по отношению	4	4
209	мы имеем	6	4
210	этнической психологии	1	4
211	отличие от	8	4
212	в отличие	8	4
213	можно сказать	2	4
214	той же	8	4
215	отношению к	3	4
216	одной из	1	4
217	связи между	6	4
218	в области	9	4
219	все более	2	4
220	и для	4	4
221	и обратно	2	4
222	большей мере	1	4
223	само по	3	4
224	из них	5	4
225	этого термина	1	3
226	и к	9	3
227	и этого	1	3
228	в свое	2	3
229	с этим	6	3
230	собственном смысле	12	3
231	культурного развития	1	3
232	что с	8	3
233	и здесь	5	3
234	и на	9	3
235	этой области	2	3
236	того как	5	3
237	на том	3	3
238	такого рода	7	3
239	обе эти	5	3
240	понятно что	3	3
241	при этом	13	3
242	что это	8	3
243	в сущности	3	3
244	говорит о	1	3
245	из которых	6	3
246	не как	3	3
247	знания в	1	3
248	но что	3	3
249	в отношении	14	3
250	в этих	4	3
251	чем в	4	3
252	связи с	14	3
253	с чисто	1	3
254	если бы	12	3
255	и сам	4	3
256	а также	6	3
257	том отношении	2	3
258	в силу	9	3
259	в очень	1	3
260	мы говорим	1	3
261	во внимание	2	3
262	том виде	4	3
263	за собой	1	3
264	история и	1	3
265	нет надобности	1	3
266	в конце	1	3
267	вообще не	3	3
268	сама по	1	3
269	находит себе	1	3
270	в собственном	12	3
271	одновременно и	1	3
272	как в	14	3
273	нисколько не	3	3
274	между ними	6	3
275	зависимости от	7	3
276	в известном	6	3
277	в каком	3	3
278	есть еще	2	3
279	с понятием	4	3
280	той или	2	3
281	свое время	2	3
282	и того	5	3
283	в конечном	2	3
284	бы и	2	3
285	от себя	1	3
286	на этой	7	3
287	и других	4	3
288	все эти	9	3
289	сливается с	1	3
290	язык и	1	3
291	на этом	3	3
292	стороны и	1	3
293	своей природе	1	3
294	так называемой	1	3
295	что же	1	3
296	в значительной	1	3
297	входит в	7	3
298	же как	10	3
299	так чтобы	2	3
300	в другом	3	3
301	совсем не	1	3
302	в ней	3	3
303	и тогда	2	3
304	в слове	3	3
305	в частности	4	3
306	уже после	1	3
307	об отношении	2	3
308	со всей	5	3
309	только на	2	3
310	в изучении	2	3
311	или иных	1	3
312	может служить	2	3
313	отношений между	1	3
314	в этой	7	3
315	же самое	9	3
316	в начале	5	3
317	не следует	1	3
318	того же	12	3
319	как оно	5	3
320	от того	8	3
321	так же	26	3
322	при помощи	3	3
323	или как	2	3
324	и наоборот	1	3
325	этому поводу	4	3
326	и той	7	3
327	отношение к	1	3
328	вообще и	2	3
329	известном смысле	2	3
330	однако в	2	3
331	наряду с	3	3
332	только по	1	3
333	что может	1	3
334	до конца	2	3
335	в своем	9	3
336	может оказаться	1	3
337	по этому	6	3
338	в зависимости	6	3
339	или иной	3	3
340	и вообще	1	3
341	что она	7	3
342	отношении что	1	3
343	одна из	2	3
344	здесь не	2	3
345	к этому	5	3
346	тех или	1	3
347	нуждается в	1	3
348	для этого	3	3
349	что уже	3	3
350	в известной	1	3
351	смысле как	1	3
352	раньше чем	3	3
353	мы видели	8	3
354	гораздо более	1	3
355	к нему	1	3
356	никогда не	11	3
357	с которыми	4	2
358	ближе к	1	2
359	во всем	7	2
360	так и	11	2
361	что они	23	2
362	находятся в	1	2
363	что оно	8	2
364	образом по	3	2
365	научного анализа	1	2
366	с материалом	1	2
367	после того	1	2
368	и сейчас	1	2
369	собой в	1	2
370	мы не	14	2
371	иметь дело	1	2
372	с полной	1	2
373	время в	1	2
374	обратить внимание	1	2
375	нам не	1	2
376	смысле в	1	2
377	другого рода	2	2
378	момента в	2	2
379	смысле и	2	2
380	несмотря на	1	2
381	к действительности	1	2
382	из того	4	2
383	вопросу о	1	2
384	прийти к	1	2
385	следует что	1	2
386	в соответствующих	1	2
387	или нет	2	2
388	и из	1	2
389	сам по	2	2
390	после этого	1	2
391	а затем	4	2
392	не исчерпывается	1	2
393	о которой	1	2
394	время не	1	2
395	него в	1	2
396	понятия в	8	2
397	для объяснения	2	2
398	для них	3	2
399	не столько	4	2
400	у нас	1	2
401	самое что	1	2
402	целом ряде	1	2
403	по времени	1	2
404	в следующем	4	2
405	все равно	4	2
406	лежит в	3	2
407	действительно по	1	2
408	и развития	3	2
409	то она	1	2
410	говорит он	8	2
411	в таких	1	2
412	в своих	3	2
413	этой точки	4	2
414	а во-вторых	1	2
415	ее от	1	2
416	ни одна	1	2
417	что к	1	2
418	и с	5	2
419	с ней	4	2
420	каким образом	1	2
421	которое в	1	2
422	это еще	1	2
423	значение в	5	2
424	виде в	4	2
425	это есть	1	2
426	по существу	4	2
427	с теми	2	2
428	как увидим	1	2
429	том или	1	2
430	например в	2	2
431	тому что	3	2
432	в ряде	4	2
433	случае не	1	2
434	в наиболее	1	2
435	в связи	9	2
436	подобно тому	1	2
437	выражение в	1	2
438	другом месте	3	2
439	том смысле	3	2
440	в ряду	1	2
441	и при	3	2
442	или ином	1	2
443	к какому	1	2
444	по признаку	3	2
445	по его	1	2
446	о которых	1	2
447	идет об	1	2
448	которая характеризует	1	2
449	себе и	2	2
450	со словом	2	2
451	те кто	1	2
452	этих случаях	1	2
453	как только	1	2
454	могло бы	4	2
455	и те	3	2
456	в дальнейшем	3	2
457	что обе	1	2
458	влечет за	1	2
459	во всех	3	2
460	этих двух	1	2
461	и чем	1	2
462	которая как	1	2
463	действительности в	1	2
464	и потому	2	2
465	которые не	5	2
466	но как	4	2
467	мы можем	13	2
468	а с	4	2
469	не существует	1	2
470	принять во	2	2
471	не могли	3	2
472	можно считать	3	2
473	бы с	3	2
474	на задний	1	2
475	что мы	18	2
476	когда мы	2	2
477	это понятие	2	2
478	на свои	1	2
479	что каждая	2	2
480	одно целое	1	2
481	так называемая	4	2
