N	4gram	Bakhtin_Pr	Problema
1	в то время как	2	12
2	в той или иной	2	10
3	дело в том что	1	10
4	не имеет ничего общего	1	9
5	заключается в том что	1	6
6	бы то ни было	2	6
7	имеет ничего общего с	1	5
8	может быть даже и	1	5
9	во что бы то	1	4
10	уже с самого начала	1	4
11	что бы то ни	1	4
12	во всяком случае не	1	4
13	в том числе и	1	4
14	а может быть даже	2	4
15	бы то ни стало	1	4
16	так же как и	3	4
17	ни в каком смысле	1	3
18	и в то же	3	3
19	одного и того же	1	3
20	с этой точки зрения	1	3
21	в том что он	4	3
22	но в то же	5	3
23	говорить о том что	1	3
24	но тем не менее	1	2
25	в конце концов не	1	2
26	одной и той же	1	2
27	мы имеем в виду	2	2
28	можно даже сказать что	1	2
29	заключается в том чтобы	1	2
30	по крайней мере для	1	2
31	ничем не отличается от	1	2
32	один из них не	1	2
33	в конце концов как	1	2
34	сама по себе она	1	2
35	ни один из них	1	2
36	но с другой стороны	2	2
37	не кто иной как	1	2
38	в свете формулированного нами	1	1
39	в логике и в	1	1
40	само по себе не	1	1
41	а не так как	1	1
42	друг к другу и	1	1
43	о котором мы говорили	1	1
44	человека а следовательно и	1	1
45	у достоевского не только	1	1
46	и уже тем самым	1	1
47	в то же время	10	1
48	смысле этого слова можно	1	1
49	ни в одном из	1	1
50	бы оно ни было	1	1
51	в преступлении и наказании	2	1
52	в обычном смысле слова	1	1
53	сама по себе является	1	1
54	но это не значит	1	1
55	есть по нашей терминологии	1	1
56	то есть только в	1	1
57	от человека от его	1	1
58	в своей книге о	1	1
59	в братьях карамазовых в	1	1
60	с точки зрения которого	1	1
61	котором мы говорили в	1	1
62	по себе она не	1	1
63	как бы оно ни	1	1
64	и это не только	1	1
65	с другой стороны и	1	1
66	той или иной идеи	1	1
67	которой можно было бы	1	1
68	не было бы никакого	1	1
69	в этом отношении не	1	1
70	тем не менее и	1	1
71	не потому что они	1	1
72	в том что мы	1	1
73	да и не только	1	1
74	что в данном случае	1	1
75	тоже не может быть	1	1
76	но для того чтобы	1	1
77	всей жизни в ее	1	1
78	выходить за пределы данного	1	1
79	то есть по нашей	1	1
80	и в логике и	1	1
81	а в то же	2	1
82	по себе еще не	2	1
83	в этом смысле он	1	1
84	и не может быть	1	1
85	с точки зрения их	1	1
86	и в том и	1	1
87	в конце концов так	1	1
88	которая как раз и	1	1
89	тут не может быть	1	1
90	потому что у него	1	1
91	можно прямо сказать что	1	1
92	и есть то что	1	1
93	он остается в пределах	1	1
94	можно было бы сказать	1	1
95	именно потому что он	1	1
96	и в этом смысле	2	1
97	какой бы то ни	1	1
98	сами по себе взятые	1	1
99	и в этом отношении	2	1
100	что же это за	1	1
101	в зависимости от своего	1	1
