N	3gram	Voloshinov	Formalny
1	с точки зрения	2	40
2	не может быть	7	29
3	на самом деле	2	21
4	то же время	1	20
5	в то же	1	20
6	во всяком случае	1	16
7	в настоящее время	2	13
8	по отношению к	11	12
9	в истории литературы	1	12
10	в самом деле	1	11
11	в этом отношении	1	11
12	бы то ни	3	10
13	в зависимости от	2	10
14	с другой стороны	2	9
15	и не может	3	9
16	до сих пор	3	8
17	с одной стороны	2	8
18	более или менее	1	7
19	сами по себе	1	7
20	то ни было	3	7
21	в высшей степени	1	7
22	в свою очередь	1	7
23	и в этом	1	7
24	в том что	4	6
25	сам по себе	1	6
26	в данном случае	2	6
27	в художественном произведении	3	6
28	может быть и	3	6
29	одной стороны и	2	5
30	в этом смысле	1	5
31	в значительной степени	1	5
32	до известной степени	2	5
33	и не в	3	4
34	тем не менее	3	4
35	все более и	1	4
36	более и более	1	4
37	в процессе этого	1	4
38	но все же	1	4
39	но и в	1	4
40	может быть понято	1	4
41	в лучшем случае	1	4
42	подобно тому как	1	4
43	с самого начала	1	4
44	в нем и	1	4
45	по аналогии с	1	4
46	не перестает быть	1	4
47	сама по себе	1	4
48	только в процессе	2	3
49	и тот же	1	3
50	же время не	1	3
51	убедиться в этом	1	3
52	чтобы убедиться в	1	3
53	то же самое	2	3
54	таким образом не	1	3
55	самом же деле	1	3
56	только то что	1	3
57	на самом же	1	3
58	равно как и	1	3
59	один и тот	1	3
60	мы увидим что	1	3
61	и в частности	1	3
62	в противном случае	1	3
63	но в то	1	3
64	произведения и его	1	3
65	ровно ничего не	1	3
66	нам кажется что	1	3
67	и является задачей	1	2
68	отнюдь не является	1	2
69	мы не найдем	1	2
70	в жизни и	2	2
71	такой же степени	1	2
72	не совпадает с	1	2
73	она не может	1	2
74	только на основе	1	2
75	в этом достаточно	1	2
76	как например в	1	2
77	в такой же	2	2
78	в отношении к	2	2
79	между тем как	1	2
80	но для этого	1	2
81	в двух направлениях	1	2
82	тех или иных	1	2
83	и прежде всего	1	2
84	как если бы	4	2
85	слова и его	1	2
86	может быть только	1	2
87	справедливо и для	2	2
88	и тем же	1	2
89	оставаясь в пределах	1	2
90	это не так	2	2
91	данной социальной группы	1	2
92	имеем в виду	2	2
93	ни на один	2	2
94	этой точки зрения	3	2
95	как и в	1	2
96	каждый элемент ее	1	2
97	какой бы то	1	2
98	более того если	1	2
99	ничего общего с	1	2
100	если бы оно	1	2
101	художественном произведении как	1	2
102	по себе в	1	2
103	не может стать	1	2
104	со всех сторон	1	2
105	но уже в	1	2
106	художественного произведения и	2	2
107	одним и тем	1	2
108	дело в том	4	2
109	в поэтическом произведении	1	2
110	зависимости от того	1	2
111	так же как	1	2
112	мы имеем в	1	2
113	но отнюдь не	2	2
114	один шаг не	1	2
115	на один шаг	1	2
116	или хотя бы	1	2
117	и в истории	1	2
118	формы и содержания	2	2
119	за его пределы	1	2
120	и поэтическое произведение	1	2
121	ни в чем	1	2
122	если же он	1	2
123	при таком понимании	1	2
124	мы убедились что	1	1
125	структуру художественного произведения	1	1
126	что в литературе	1	1
127	бы разрешена если	1	1
128	свое выражение в	1	1
129	разрешена если бы	1	1
130	широко включая сюда	1	1
131	социального общения в	1	1
132	питающей его почвы	1	1
133	в литературе и	1	1
134	к этому пределу	1	1
135	бы мы ни	3	1
136	обстоит дело и	1	1
137	и тогда когда	1	1
138	вопросов связанных с	1	1
139	из словаря а	1	1
140	не в такой	1	1
141	самом деле в	1	1
142	если бы удалось	1	1
143	между формой и	1	1
144	она находит в	1	1
145	социологическому методу и	1	1
146	высказывания и его	1	1
147	свое выражение она	1	1
148	была бы разрешена	1	1
149	и на этом	1	1
150	в том же	1	1
151	в коем случае	1	1
152	от того кто	1	1
153	в какой степени	2	1
154	общего с социологией	1	1
155	в ней как	2	1
156	с другой все	1	1
157	и то же	2	1
158	говорит о том	1	1
159	в частности в	1	1
160	вне поля рассмотрения	1	1
161	предметы и явления	1	1
162	взаимоотношения между говорящими	1	1
163	в нашем примере	7	1
164	художественном произведении в	1	1
165	и некоторые марксисты	1	1
166	и должна быть	1	1
167	связи с ним	1	1
168	произведение если же	1	1
169	с этой стороны	2	1
170	мы можем сказать	2	1
171	может опираться только	1	1
172	таким образом самая	1	1
173	здесь имеет место	1	1
174	науке о литературе	1	1
175	быть оторвано от	1	1
176	как в нашем	2	1
177	самое справедливо и	2	1
178	мы все время	2	1
179	и выбор формы	1	1
180	в чем не	1	1
181	без того чтобы	1	1
