N	2gram	Tiupa_Lite	KulturaY
1	и т	2	143
2	т п	2	93
3	и в	26	84
4	в том	22	74
5	потому что	5	68
6	не только	29	60
7	точки зрения	8	59
8	в этом	19	57
9	было бы	4	53
10	и не	19	52
11	может быть	24	47
12	что в	7	44
13	том что	19	44
14	того чтобы	1	44
15	в самом	4	41
16	для того	2	41
17	у нас	5	38
18	хотя бы	3	37
19	самом деле	2	37
20	так как	2	36
21	с точки	4	36
22	в области	5	34
23	таким образом	4	33
24	а не	28	33
25	если бы	1	32
26	можно было	3	32
27	не в	11	30
28	в его	9	30
29	прежде всего	14	30
30	все же	6	29
31	не менее	11	28
32	того что	7	28
33	все эти	2	28
34	уже не	9	26
35	в силу	4	26
36	то что	14	25
37	вовсе не	3	25
38	не может	10	25
39	вопрос о	1	24
40	с другой	11	24
41	еще не	4	24
42	то же	13	23
43	только в	8	23
44	так и	7	23
45	тем не	4	21
46	во всяком	3	20
47	и что	2	20
48	но и	25	20
49	тем что	6	19
50	о том	3	19
51	что он	8	19
52	зависимости от	1	19
53	что же	1	19
54	всяком случае	2	19
55	но в	5	19
56	и с	4	18
57	с тем	2	18
58	к тому	3	18
59	в сущности	5	18
60	в качестве	21	18
61	связи с	7	18
62	между тем	2	18
63	вместе с	5	18
64	как бы	8	18
65	в той	1	17
66	другой стороны	5	17
67	как это	9	17
68	что это	1	17
69	слова и	6	17
70	как раз	6	17
71	это не	4	17
72	в виду	4	16
73	в зависимости	1	16
74	что и	3	16
75	что не	3	16
76	тот же	1	16
77	ничего не	3	16
78	но не	8	16
79	при этом	23	15
80	именно в	1	15
81	в данном	7	15
82	как на	3	15
83	в нашем	2	15
84	том чтобы	1	15
85	не было	5	15
86	и тем	4	15
87	один из	7	15
88	по отношению	6	15
89	ни к	1	15
90	целый ряд	1	15
91	только потому	1	15
92	того как	1	15
93	а в	5	15
94	лишь в	4	15
95	должно быть	1	15
96	в них	1	14
97	и на	5	14
98	сказать что	1	14
99	что такое	2	14
100	в связи	4	14
101	я не	8	14
102	сих пор	1	14
103	в ней	4	14
104	до сих	1	14
105	если мы	1	14
106	как мы	2	14
107	мы имеем	2	14
108	также и	3	14
109	отношению к	4	14
110	крайней мере	2	13
111	между прочим	1	13
112	в этой	7	13
113	не случайно	5	13
114	не могут	1	13
115	в которых	1	13
116	по крайней	2	13
117	той же	5	13
118	для нас	3	13
119	по существу	4	13
120	слово это	1	13
121	в пределах	4	13
122	и его	7	13
123	с этой	6	12
124	говорить о	1	12
125	в результате	2	12
126	того же	5	12
127	а только	2	12
128	вопроса о	1	12
129	могут быть	4	12
130	тогда когда	1	12
131	как в	5	12
132	речь в	2	12
133	однако не	2	12
134	в рамках	9	12
135	для этого	5	12
136	должен быть	2	11
137	языка как	1	11
138	в своем	12	11
139	на себе	1	11
140	он не	4	11
141	в нем	4	11
142	и здесь	1	11
143	должна быть	3	11
144	и то	3	11
145	еще и	3	11
146	совершенно не	1	11
147	из этих	2	11
148	и если	1	11
149	этом отношении	5	11
150	уже в	7	11
151	слова в	2	11
152	в их	3	11
153	в какой	2	11
154	или иной	3	11
155	в особенности	2	10
156	в первом	1	10
157	как и	13	10
158	речь идет	3	10
159	так же	1	10
160	к этому	2	10
161	несмотря на	3	10
162	бы в	1	10
163	ту же	4	10
164	не просто	2	10
165	в общем	1	10
166	в то	12	10
167	после того	1	10
168	со стороны	6	10
169	в каком	1	10
170	они не	1	10
171	на фоне	5	10
172	тем более	2	10
173	тех же	3	10
174	в нашей	2	10
175	тем самым	8	10
176	что слово	1	9
177	в своей	5	9
178	можно сказать	1	9
179	xix века	6	9
180	в которой	1	9
181	но для	1	9
182	очевидно что	2	9
183	рядом с	1	9
184	здесь не	1	9
185	мы говорим	1	9
186	и есть	3	9
187	не имеет	2	9
188	но это	2	9
189	и для	1	9
190	и вот	2	9
191	этого рода	2	9
192	а также	5	9
193	ли не	7	9
194	но уже	2	9
195	на то	2	9
196	в целом	10	9
197	своего рода	22	8
198	в этих	2	8
199	но все	1	8
200	может служить	1	8
201	что они	1	8
202	по преимуществу	6	8
203	с одной	9	8
204	тому же	2	8
205	в таком	1	8
206	тому что	1	8
207	не есть	2	8
208	в чем	2	8
209	в своих	5	8
210	отнюдь не	4	8
211	мы видели	1	8
212	в статье	2	8
213	а потому	4	8
214	был бы	1	8
215	да и	3	8
216	то и	5	8
217	тех пор	2	8
218	что я	4	8
219	состоит в	18	8
220	с его	5	8
221	этом случае	2	8
222	на самом	1	8
223	и как	2	8
224	не говоря	3	8
225	в частности	18	8
226	далеко не	4	8
227	и о	1	8
228	же в	6	8
229	же и	3	7
230	например в	3	7
231	а именно	1	7
232	казалось бы	6	7
233	нам не	1	7
234	в котором	1	7
235	пор пока	2	7
236	в одном	2	7
237	свою очередь	2	7
238	была бы	1	7
239	той мере	1	7
240	на том	3	7
241	так сказать	1	7
242	а с	2	7
243	столь же	5	7
244	чуть ли	2	7
245	одной стороны	8	7
246	с ним	2	7
247	никак не	2	7
248	сводится к	4	7
249	есть лишь	2	7
250	как о	1	7
251	в слове	3	7
252	и более	1	7
253	идет о	4	7
254	в свою	2	7
255	в истории	1	7
256	как например	1	7
257	до конца	3	7
258	в поэзии	4	7
259	все равно	1	7
260	в г	1	7
