N	3gram	Vinokur_St	Morfolog
1	и т д	25	60
2	в этом случае	3	10
3	не может быть	5	9
4	по отношению к	3	7
5	с точки зрения	10	6
6	тем не менее	4	6
7	с другой стороны	8	5
8	а также и	2	5
9	в том что	29	4
10	т д как	1	4
11	на самом деле	7	4
12	к тому что	4	4
13	но все же	3	4
14	т д но	4	4
15	на то что	5	3
16	о том что	19	3
17	как и в	2	3
18	для того чтобы	13	3
19	не значит что	3	3
20	в отдельных случаях	1	3
21	в настоящее время	2	3
22	в то время	2	3
23	бы то ни	2	3
24	мы приходим к	1	3
25	в том случае	1	3
26	далеко не все	1	3
27	то время как	1	3
28	не в количестве	1	2
29	это не значит	3	2
30	в точности соответствует	1	2
31	о том как	1	2
32	но если это	2	2
33	с того что	2	2
34	дело не в	2	2
35	то что в	3	2
36	говорить о том	1	2
37	более или менее	2	2
38	т д в	1	2
39	в иных случаях	2	2
40	в обоих случаях	2	2
41	это еще не	1	2
42	можно было бы	8	2
43	точно так же	2	2
44	и таким образом	1	2
45	в данном случае	7	2
46	и в других	1	2
47	то ни было	1	2
48	а вовсе не	1	2
49	во всяком случае	8	2
50	с одной стороны	2	2
51	в таких случаях	1	2
52	в этом отношении	13	2
53	вопрос о том	4	2
54	может быть и	2	2
55	но то что	1	1
56	прежде всего надо	1	1
57	сих пор не	1	1
58	ответить на вопрос	1	1
59	тому что в	2	1
60	их и не	2	1
61	имеет ничего общего	2	1
62	т д и	2	1
63	по собственному усмотрению	1	1
64	т е не	2	1
65	и могут быть	1	1
66	но кроме того	1	1
67	и даже не	2	1
68	что там где	1	1
69	в применении к	3	1
70	а на самом	1	1
71	то что он	3	1
72	но и здесь	2	1
73	могут быть приведены	1	1
74	на самого себя	1	1
75	также в том	1	1
76	вполне точно и	1	1
77	в чем же	1	1
78	можно сомневаться в	1	1
79	а не по	1	1
80	как бы они	1	1
81	на ряду с	1	1
82	хотя это и	1	1
83	что же касается	3	1
84	точки зрения их	2	1
85	из этих двух	2	1
86	но как бы	1	1
87	в какой степени	1	1
88	только в том	3	1
89	будет зависеть от	1	1
90	во что бы	1	1
91	могло бы быть	1	1
92	в то же	5	1
93	и то же	1	1
94	на этот вопрос	2	1
95	они ни были	1	1
96	на этом основании	1	1
97	вряд ли можно	2	1
98	во многих отношениях	1	1
99	это можно утверждать	1	1
100	не по плечу	1	1
101	является то что	1	1
102	и все с	1	1
103	том кто в	1	1
104	что бы то	1	1
105	до сих пор	12	1
106	во всех случаях	1	1
107	помимо того что	1	1
108	приведем один пример	1	1
109	и представляют собой	1	1
110	иметь в виду	2	1
111	о том кто	2	1
112	одно и то	1	1
113	в наши дни	1	1
114	той или иной	1	1
115	но это еще	1	1
116	сомневаться в том	2	1
117	следует сказать что	1	1
118	вместо того чтобы	1	1
119	в этой области	5	1
120	если бы мы	2	1
121	так например в	4	1
122	о котором говорит	1	1
123	надо сказать что	1	1
124	во всех этих	1	1
125	очень давно и	1	1
126	его и т	1	1
127	ничего не говорится	1	1
128	бы они ни	1	1
129	точки зрения его	1	1
130	с самого начала	3	1
131	том что он	6	1
132	не имеет ничего	2	1
133	лишь на то	1	1
134	уже говорить о	1	1
135	в высшей степени	1	1
136	а во втором	1	1
137	ясно что и	1	1
138	между тем в	1	1
139	с тех пор	1	1
140	можно ли считать	1	1
141	здесь не место	1	1
142	между прочим и	1	1
143	во втором случае	2	1
144	то же время	5	1
145	некоторые из них	1	1
146	не то что	1	1
147	и как он	1	1
148	ли можно сомневаться	1	1
149	так же и	1	1
150	но это не	1	1
151	что и в	4	1
152	он приводит в	1	1
153	при таких условиях	1	1
154	после того как	5	1
155	те или иные	1	1
156	того чтобы получить	1	1
157	он не может	1	1
158	потому что они	1	1
159	то ни стало	1	1
