N	2gram	Bakhtin_Fr	Hudozhes
1	в качестве	5	31
2	то есть	49	26
3	в мире	1	24
4	и в	67	23
5	не только	23	20
6	в том	16	20
7	при этом	5	19
8	может быть	4	19
9	в частности	4	18
10	и не	23	16
11	но и	23	14
12	а не	6	13
13	в рамках	1	13
14	но не	6	13
15	а в	4	13
16	в себе	3	13
17	в этом	27	12
18	то же	18	12
19	так и	14	12
20	и его	19	12
21	как бы	18	11
22	точки зрения	7	11
23	в его	17	11
24	по отношению	1	10
25	но в	20	10
26	отношению к	1	10
27	своего рода	7	9
28	в душе	1	9
29	или иной	1	9
30	том что	13	9
31	с другой	3	9
32	в искусстве	3	9
33	не в	8	9
34	не может	9	9
35	себя в	1	8
36	в области	2	8
37	в то	17	8
38	что в	14	7
39	в самом	7	7
40	только в	6	7
41	в своей	6	7
42	в основе	6	7
43	и т.п	31	7
44	же время	14	7
45	в отличие	3	7
46	отличие от	3	7
47	не столько	5	7
48	как это	5	7
49	лишь в	3	7
50	отношение к	1	7
51	другой стороны	2	6
52	в состав	1	6
53	более или	2	6
54	приводит к	1	6
55	уже не	1	6
56	можно сказать	4	6
57	с ее	7	6
58	с его	11	6
59	в ее	2	6
60	а также	4	6
61	или менее	2	6
62	в нем	20	6
63	ни в	5	5
64	в виду	2	5
65	не на	1	5
66	конечном счете	1	5
67	что он	7	5
68	не менее	4	5
69	того чтобы	9	5
70	для того	8	5
71	как к	2	5
72	для него	4	5
73	того что	4	5
74	прежде всего	19	5
75	с другими	3	5
76	в их	4	5
77	в конечном	1	5
78	между ними	4	5
79	той или	1	5
80	и одновременно	5	5
81	самим собой	2	5
82	то что	9	5
83	в ходе	1	5
84	могут быть	1	5
85	место в	3	5
86	во втором	3	4
87	например в	6	4
88	отношения к	1	4
89	роли в	1	4
90	еще не	5	4
91	с позиций	1	4
92	в данном	4	4
93	в другом	4	4
94	сознания в	1	4
95	говорить о	5	4
96	и т.д	2	4
97	сказать что	12	4
98	к которому	1	4
99	в своем	13	4
100	к тому	4	4
101	во времени	2	4
102	и то	2	4
103	это не	5	4
104	в отношении	2	4
105	его в	10	4
106	не знает	1	4
107	и как	7	4
108	так в	3	4
109	в себя	6	4
110	между тем	3	4
111	речи и	1	4
112	он не	9	4
113	и что	3	4
114	в форме	2	4
115	далеко не	6	4
116	и о	8	4
117	в силу	1	4
118	хотя и	6	4
119	в той	2	3
120	и к	7	3
121	человеческой жизни	1	3
122	и на	12	3
123	текст в	2	3
124	всех и	4	3
125	с этой	1	3
126	даже в	5	3
127	говорит и	2	3
128	о чем	5	3
129	подобно тому	2	3
130	если бы	2	3
131	оказывается в	1	3
132	и сам	2	3
133	есть в	5	3
134	а именно	2	3
135	в романе	15	3
136	в жизни	4	3
137	как и	19	3
138	их в	2	3
139	никто не	1	3
140	себя и	2	3
141	тем не	1	3
142	культуры в	1	3
143	но их	2	3
144	и того	1	3
145	к нему	5	3
146	потому что	8	3
147	одной стороны	2	3
148	искусства и	1	3
149	в одном	7	3
150	известной степени	4	3
151	или говоря	1	3
152	мог бы	1	3
153	это отношение	1	3
154	во всей	1	3
155	из этих	4	3
156	и для	4	3
157	в системе	2	3
158	он должен	2	3
159	таким образом	20	3
160	на языке	3	3
161	по преимуществу	2	3
162	миропорядка и	1	3
163	с одной	2	3
164	том числе	6	3
165	в произведении	1	3
166	с точки	5	3
167	как раз	5	3
168	все прочие	1	3
169	и притом	2	3
170	связи с	7	3
171	но он	5	3
172	и позволяет	1	3
173	в таком	2	3
174	в связи	5	3
175	по своему	5	3
176	во всех	20	3
177	тому как	2	3
178	в акте	5	3
179	принадлежит к	1	3
180	в свою	1	3
181	в которой	1	3
182	не будет	2	3
183	одно и	1	3
184	в пределах	2	3
185	того же	6	3
186	человека с	5	3
187	его организации	1	3
188	одного и	1	3
189	в узком	1	3
190	и прежде	4	3
191	чем и	1	3
192	не случайно	3	3
193	в целом	2	3
194	и ее	2	3
195	более не	2	2
196	мире и	1	2
197	и другие	5	2
198	образом и	2	2
199	один из	6	2
200	жизни а	1	2
201	о жизни	1	2
202	связей с	1	2
203	с ним	6	2
204	не как	3	2
205	а затем	7	2
206	в году	6	2
207	одно из	2	2
208	внутреннюю свободу	1	2
209	вещами и	2	2
210	в них	12	2
211	самом деле	6	2
212	на мир	7	2
213	заключается в	1	2
214	все эти	12	2
215	имеет дело	1	2
216	именно в	5	2
217	значения и	2	2
218	значительной степени	1	2
219	с ними	1	2
220	в одно	2	2
221	как в	4	2
222	дома и	1	2
223	роль в	5	2
224	бы не	2	2
225	жизни в	3	2
226	собою в	1	2
227	в итоге	1	2
228	всей своей	2	2
229	которая не	2	2
230	жизни на	2	2
231	своей жизни	2	2
232	о том	8	2
233	при всем	1	2
234	при всей	1	2
235	свою очередь	1	2
236	это и	10	2
237	еще и	6	2
238	ними и	1	2
239	во внешнем	1	2
240	и конец	1	2
241	полноте и	1	2
242	и любые	1	2
243	не могли	1	2
244	совершенно иной	1	2
245	времени в	2	2
246	слова и	2	2
247	могло быть	1	2
248	между двумя	1	2
249	и больше	2	2
250	для меня	1	2
251	не могло	3	2
252	втором случае	3	2
253	вслед за	1	2
254	и это	5	2
255	превращается в	5	2
256	времени и	4	2
257	не вполне	1	2
258	так же	13	2
259	еще один	2	2
260	было и	1	2
261	об этом	5	2
262	должен быть	2	2
263	из виду	1	2
264	я думаю	1	2
265	если мы	3	2
266	в нашем	3	2
267	для понимания	1	2
268	одна из	1	2
269	этого слова	1	2
270	до известной	4	2
271	здесь не	7	2
272	не все	2	2
273	коем случае	1	2
274	на котором	2	2
275	он и	6	2
276	не просто	1	2
277	в самой	8	2
278	только о	2	2
279	это своего	2	2
280	начало и	1	2
281	никогда не	6	2
282	и по	3	2
283	на время	5	2
284	жизни но	1	2
285	истории литературы	1	2
286	начиная с	2	2
287	то в	3	2
288	но на	3	2
289	этих двух	1	2
290	мышления и	1	2
291	основе своей	1	2
292	в коем	1	2
293	не принадлежит	1	2
294	одной из	6	2
295	несмотря на	3	2
296	внешнем мире	2	2
297	в формах	1	2
298	которого он	1	2
299	в литературе	4	2
300	ее в	1	2
301	все это	15	2
302	что и	8	2
303	xix века	1	2
304	что каждый	1	2
305	к жизни	1	2
306	у него	4	2
307	от всех	6	2
308	или в	3	2
309	и некоторые	1	2
310	и более	1	2
311	в организации	1	2
312	не от	1	2
313	одним из	7	2
314	он оказывается	2	2
315	что она	4	2
316	тому что	1	2
317	случае не	1	2
318	мира и	10	2
319	к своему	2	2
320	первой части	4	2
321	только и	1	2
322	границ между	1	2
323	в сторону	2	2
324	в чем	6	2
325	делает его	2	2
326	это тоже	1	2
327	вовсе не	19	2
328	тем более	3	2
329	и потому	1	2
330	о себе	1	2
331	но как	1	2
332	а с	1	2
333	на этом	7	2
334	на всех	2	2
335	дело не	1	2
336	в значительной	2	2
337	быть и	1	2
338	и существенно	2	2
339	мире на	1	2
340	но она	5	2
341	свою жизнь	1	2
342	нового времени	6	2
343	за пределы	4	2
344	но только	1	2
345	ни одно	1	2
346	человека и	1	2
347	в этой	13	2
348	числе и	3	2
349	и особенно	1	2
350	тот кто	1	2
351	и др	11	2
352	о его	1	2
353	столь же	1	2
354	право на	10	2
355	включает в	2	2
356	из этого	5	2
357	события в	1	2
358	ни был	1	2
359	чтобы не	2	2
360	в пространстве	1	2
361	мира в	1	2
362	мира с	2	2
363	в особенности	7	1
364	на празднике	1	1
365	иной форме	1	1
366	от него	2	1
367	на границах	2	1
368	все что	3	1
369	для всех	4	1
370	и против	1	1
371	в центре	1	1
372	можно говорить	2	1
373	европейской традиции	1	1
374	и здесь	6	1
375	и мира	2	1
376	не позволяет	1	1
377	объединяет их	1	1
378	одном случае	1	1
379	же и	2	1
380	сатиры как	1	1
381	индивидуальной жизни	1	1
382	и свою	1	1
383	если в	3	1
384	которая в	2	1
385	тех кто	2	1
386	существенным образом	1	1
387	все люди	1	1
388	между этими	3	1
389	граница между	3	1
390	образа и	2	1
391	можно назвать	1	1
392	и дает	1	1
393	это игра	1	1
394	и другим	2	1
395	что это	4	1
396	тем как	2	1
397	в сущности	13	1
398	одном и	1	1
399	в другой	1	1
400	говорит о	1	1
401	раскрывает нам	2	1
402	самой жизни	2	1
403	те же	1	1
404	времени когда	1	1
405	в общечеловеческом	1	1
406	из того	1	1
407	сама жизнь	1	1
408	представлений о	3	1
409	и другими	2	1
410	любые другие	1	1
411	особенно если	1	1
412	в результате	5	1
413	не бывает	1	1
414	и вполне	1	1
415	и само	2	1
416	литературной речи	1	1
417	за это	1	1
418	где образ	1	1
419	не могут	3	1
420	со всеми	6	1
421	как было	1	1
422	должен был	1	1
423	не случайна	1	1
424	чтобы в	1	1
425	и даже	6	1
426	если не	1	1
427	значение это	3	1
428	все то	6	1
429	системе образов	4	1
430	до этого	1	1
431	между всеми	1	1
432	о мире	2	1
433	жизнь в	1	1
434	мы говорим	1	1
435	все моменты	1	1
436	в новую	1	1
437	значение в	1	1
438	можно даже	1	1
439	пусть это	1	1
440	тем что	3	1
441	от всего	1	1
442	своей роли	1	1
443	v в	1	1
444	обращается к	1	1
445	и будет	1	1
446	то время	4	1
447	не поверить	1	1
448	принадлежат к	1	1
449	но самое	1	1
450	литературе как	1	1
451	стороны в	3	1
452	с ума	1	1
453	в обычной	1	1
454	к самому	1	1
455	в соответствии	1	1
456	и внутренне	2	1
457	носа в	2	1
458	с такими	1	1
459	что по	3	1
460	одновременно и	4	1
461	вместе с	5	1
462	все же	7	1
463	только для	4	1
464	не имеет	4	1
465	смертью в	2	1
466	да и	2	1
467	здесь выступает	1	1
468	о котором	1	1
469	зависимости от	1	1
470	характерна для	1	1
471	и слово	3	1
472	в это	1	1
473	в следующей	1	1
474	на их	1	1
475	друг от	1	1
476	которой не	1	1
477	но мы	3	1
478	общий знаменатель	1	1
479	на первый	4	1
480	будущее в	1	1
481	включая и	1	1
482	перед нами	6	1
483	и внутренний	1	1
484	первый взгляд	1	1
485	с этим	6	1
486	само же	1	1
487	все они	7	1
488	исходя из	1	1
489	существенный момент	2	1
490	со смертью	1	1
491	бы и	2	1
492	не существует	1	1
493	носа у	1	1
494	в котором	3	1
495	в действительности	1	1
496	и такие	1	1
497	и пр	1	1
498	на части	10	1
499	со страшным	1	1
500	время оно	1	1
501	сливается с	1	1
502	чувство же	1	1
503	взятое в	1	1
504	в пределе	6	1
505	более чем	1	1
506	их восприятия	1	1
507	между вещами	2	1
508	она названа	1	1
509	имеет в	1	1
510	наконец в	1	1
511	не должно	1	1
512	и поэтому	2	1
513	платона и	1	1
514	воспринимать ее	1	1
515	самое существенное	1	1
516	имеются две	1	1
517	мяса с	1	1
518	которыми он	1	1
519	из его	2	1
520	существенное значение	1	1
521	самого автора	2	1
522	время в	1	1
523	точно и	1	1
524	с которой	2	1
525	жизни и	11	1
526	только на	1	1
527	время ее	1	1
528	строго отграниченная	1	1
529	в образы	1	1
530	и внешнее	2	1
531	этим словом	1	1
532	в различных	3	1
533	нос в	1	1
534	в строгом	2	1
535	переходит к	1	1
536	и наиболее	2	1
537	ряд эпизодов	1	1
538	и те	1	1
539	что произведение	1	1
540	не что	1	1
541	и внутренней	2	1
542	в истории	2	1
543	и находит	1	1
544	незаметно для	1	1
545	и каждого	1	1
546	ногами и	1	1
547	себе в	1	1
548	между людьми	1	1
549	являются только	1	1
550	это разделение	1	1
551	и формы	1	1
552	этого мира	1	1
553	свободу от	1	1
554	к третьему	1	1
555	к ним	2	1
556	человек должен	1	1
557	неотделима от	1	1
558	в комнате	1	1
559	самом начале	2	1
560	жизнью но	1	1
561	соответствии с	2	1
562	его внешними	1	1
563	ее не	1	1
564	нас на	1	1
565	во внешней	1	1
566	тем же	1	1
567	него не	2	1
568	той же	6	1
569	ее как	2	1
570	места для	1	1
571	жизнь это	1	1
572	игру в	1	1
573	на сцене	1	1
574	до конца	2	1
575	за его	2	1
576	с этими	1	1
577	только во	1	1
578	же самую	1	1
579	очень существенных	2	1
580	как я	1	1
581	нигде не	1	1
582	раз и	1	1
583	что все	4	1
584	еще одна	1	1
585	представляется более	1	1
586	том же	3	1
587	это будущее	1	1
588	характерное для	1	1
589	момент в	2	1
590	всего к	1	1
591	всех людей	1	1
592	и внутренняя	1	1
593	не мыслится	1	1
594	но если	1	1
595	здесь и	12	1
596	обращенной к	1	1
597	по поводу	5	1
598	когда для	1	1
599	что даже	2	1
600	ее содержание	1	1
601	казалось бы	2	1
602	в мировой	3	1
603	к этим	1	1
604	друг друга	1	1
605	литературе в	2	1
606	все с	1	1
607	они могут	1	1
608	и ценностями	1	1
609	и становится	1	1
610	из них	5	1
611	характерно что	4	1
612	тот же	4	1
613	а об	1	1
614	и возможности	3	1
615	эдипа и	1	1
616	что автор	1	1
617	этих моментов	1	1
618	что они	3	1
619	в свое	1	1
620	мы видим	6	1
621	в более	1	1
622	нами не	1	1
623	не поддается	1	1
624	произведения дело	1	1
625	так как	16	1
626	от его	4	1
627	что иное	1	1
628	они не	5	1
629	после того	1	1
630	автору и	1	1
631	не во	1	1
632	на вопрос	1	1
633	на язык	1	1
634	свидетельствует о	1	1
635	в эпизоде	11	1
636	в поэзии	3	1
637	глубокий и	1	1
638	новой жизни	1	1
639	время и	2	1
640	же этот	2	1
641	действительно является	1	1
642	чем на	2	1
643	собой в	1	1
644	краткую характеристику	1	1
645	это особенно	1	1
646	который бы	1	1
647	от мира	2	1
648	на роль	1	1
649	проявляется в	1	1
650	переход к	1	1
651	подчеркнуть что	5	1
652	художественной формы	1	1
653	себя самого	2	1
654	ведущая роль	2	1
655	души и	1	1
656	характерных для	1	1
657	свободу и	5	1
658	чем у	1	1
659	как у	2	1
660	и через	1	1
661	части романа	1	1
662	в герое	1	1
663	из своих	2	1
664	у нас	3	1
665	к определенному	1	1
666	на помощь	1	1
