N	4gram	Vygotskiy_	KulturaY
1	той мере в какой	2	7
2	в той мере в	2	7
3	до тех пор пока	1	7
4	в то же время	1	6
5	с этой точки зрения	4	5
6	состоит в том что	3	4
7	в зависимости от того	1	4
8	одного и того же	3	4
9	заключается в том что	9	4
10	но для того чтобы	1	3
11	и вместе с тем	2	3
12	в силу того что	6	3
13	ни в какой мере	2	3
14	в том что он	2	3
15	но с другой стороны	1	3
16	точно так же как	3	3
17	лишь в той мере	2	2
18	в том смысле что	2	2
19	что с точки зрения	1	2
20	только после того как	1	2
21	в каждый данный момент	1	2
22	не что иное как	1	2
23	одной и той же	5	2
24	в собственном смысле слова	1	2
25	в какой мере не	2	2
26	одним и тем же	2	2
27	в том что оно	3	2
28	что оно приводит к	1	1
29	нельзя было бы вообще	1	1
30	а следовательно и в	1	1
31	что в первом случае	1	1
32	чтобы ответить на этот	1	1
33	как самостоятельная и независимая	1	1
34	он несет на себе	1	1
35	в том что она	2	1
36	не с точки зрения	1	1
37	для того чтобы вообще	1	1
38	и в зависимости от	1	1
39	и то же слово	1	1
40	возможным только в силу	1	1
41	есть в сущности говоря	1	1
42	одно и то же	3	1
43	сделать некоторые существенные выводы	1	1
44	в самое последнее время	1	1
45	можно было бы в	1	1
46	собственном смысле этого слова	3	1
47	можно говорить и о	1	1
48	в том что мы	1	1
49	в то время когда	1	1
50	ответить на этот вопрос	1	1
51	как это часто бывает	1	1
52	и не может быть	2	1
53	речи но для того	1	1
54	отношения между словом и	2	1
55	в то время как	7	1
56	на самых низких ступенях	1	1
57	в пользу того что	1	1
58	друг от друга в	1	1
59	ясно что в первом	1	1
60	в этом отношении и	1	1
61	только в том что	2	1
62	о том что в	1	1
63	и на самых низких	1	1
64	то же самое что	3	1
65	и не могут быть	1	1
66	одном и том же	3	1
67	в зависимости от той	1	1
68	только о том что	1	1
69	было бы вообще говорить	1	1
70	только в силу того	1	1
71	в этом случае он	1	1
72	в одно и то	1	1
73	несмотря на то что	1	1
74	как это имеет место	1	1
75	мы примем во внимание	1	1
76	становится возможным только в	1	1
77	в качестве одного из	1	1
78	именно в силу того	1	1
79	для того чтобы в	1	1
80	после того как мы	1	1
81	именно в силу своей	1	1
82	с точки зрения грамматической	1	1
83	с точки зрения изучения	1	1
84	то не удивительно что	1	1
85	фразы с точки зрения	1	1
86	языка по сравнению с	1	1
87	приводит к тому что	3	1
88	но если это так	1	1
89	только потому что они	1	1
90	как мы видели выше	1	1
91	с точки зрения законов	1	1
92	для того чтобы понять	1	1
93	в этом отношении с	1	1
94	находит свое выражение в	2	1
95	есть не что иное	1	1
