N	3gram	Propp_Isto	Problemy
1	с точки зрения	1	25
2	по отношению к	2	18
3	на самом деле	1	15
4	не может быть	4	14
5	в большинстве случаев	2	12
6	до сих пор	7	10
7	с другой стороны	10	9
8	с самого начала	1	9
9	во всяком случае	2	9
10	в том что	8	8
11	и не может	1	8
12	друг с другом	2	8
13	и т д	30	7
14	мы уже говорили	1	7
15	в зависимости от	1	5
16	к тому же	4	5
17	но все же	5	5
18	подобно тому как	3	5
19	можно было бы	2	5
20	тем не менее	6	4
21	сами по себе	1	4
22	смысле этого слова	3	4
23	и прежде всего	1	4
24	как если бы	1	4
25	то что было	2	4
26	о том что	3	4
27	как и в	2	4
28	хотя и не	1	4
29	что в нем	1	4
30	может быть и	1	4
31	почти никогда не	1	3
32	можно сказать что	2	3
33	из этих трех	1	3
34	другой стороны и	3	3
35	в данном случае	6	3
36	и в других	3	3
37	не только не	2	3
38	это вовсе не	1	3
39	на то что	4	3
40	но и не	1	3
41	на этот вопрос	1	3
42	все же не	1	3
43	в узком смысле	1	3
44	как мы видели	7	3
45	в этом случае	8	3
46	в то время	2	3
47	как мы увидим	2	3
48	тем что он	1	3
49	т е в	2	3
50	мы увидим что	2	3
51	то время как	2	3
52	что он не	1	2
53	время от времени	1	2
54	мы должны были	1	2
55	остановимся только на	1	2
56	что же это	1	2
57	и в этих	1	2
58	то что он	1	2
59	знает что он	1	2
60	и в другом	1	2
61	в свою очередь	1	2
62	с ними а	1	2
63	так что он	1	2
64	но тем не	2	2
65	друг от друга	1	2
66	на всю жизнь	1	2
67	т е не	1	2
68	в такой же	1	2
69	вместе с тем	1	2
70	но в этом	1	2
71	в этой форме	1	2
72	то же самое	1	2
73	мы увидим дальше	1	2
74	к тому что	1	2
75	только то что	1	2
76	и входит в	1	2
77	в этих случаях	13	2
78	в одном из	2	2
79	что он ничего	1	2
80	он должен быть	1	2
81	этой точки зрения	1	2
82	таким образом и	2	2
83	не только в	3	2
84	и в том	1	2
85	же как и	3	2
86	а так как	1	2
87	потому что у	1	2
88	что и в	3	2
89	и в большинстве	1	2
90	так же как	7	1
91	тому что в	1	1
92	должны были бы	1	1
93	потому что я	1	1
94	в этот момент	1	1
95	и действительно как	1	1
96	и было бы	1	1
97	между героем и	2	1
98	от того кто	1	1
99	а в этом	1	1
100	каждого из них	1	1
101	так и к	1	1
102	и функций в	1	1
103	объясняется не только	1	1
104	но и по	1	1
105	и даже не	1	1
106	огромном большинстве случаев	1	1
107	видеть в нем	1	1
108	они еще не	1	1
109	же это за	1	1
110	в том числе	1	1
111	по сравнению с	2	1
112	мы здесь не	2	1
113	сих пор не	1	1
114	они и не	1	1
115	и тут же	1	1
116	здесь перед нами	1	1
117	они думают что	1	1
118	героя а именно	1	1
119	к этому мы	1	1
120	есть у меня	1	1
121	есть и др	1	1
122	и так или	1	1
123	следующий за ним	1	1
124	но в таком	1	1
125	никак не мог	1	1
126	что он так	1	1
127	то что есть	1	1
128	она не может	1	1
129	и столь же	1	1
130	в таком случае	1	1
131	не только с	1	1
132	мы сейчас увидим	1	1
133	так или иначе	1	1
134	и все что	1	1
135	дело конечно не	1	1
136	очень много примеров	1	1
137	он живет в	1	1
138	если бы это	1	1
139	иметь в виду	1	1
140	а затем его	1	1
141	мы остановимся только	1	1
142	что он все	1	1
143	и от него	1	1
144	увидим дальше что	1	1
145	и вместе с	1	1
146	точно так же	8	1
147	это и делает	1	1
148	и в форме	1	1
149	нет мы увидим	1	1
150	на ней и	1	1
151	так далеко что	1	1
152	в своей жизни	1	1
153	мы видим и	1	1
154	может быть разрешен	2	1
155	в связи с	5	1
156	правда в несколько	1	1
157	до того что	1	1
158	самом же деле	1	1
159	но уже не	1	1
160	как мы сейчас	1	1
161	он и говорит	1	1
162	выдает себя за	1	1
163	с ними в	1	1
164	никогда не говорит	1	1
165	он видел и	1	1
166	явления одного порядка	1	1
167	так как в	1	1
168	берет на себя	2	1
169	мы видели что	6	1
170	их друг с	1	1
171	за то что	1	1
172	но он не	1	1
173	и могут быть	1	1
174	но прежде всего	1	1
175	есть своего рода	1	1
176	но и в	2	1
177	мы видим не	1	1
178	ощущается как недостаток	1	1
179	героя с его	1	1
180	заключается в том	1	1
181	эти две стороны	1	1
182	из возможных форм	1	1
183	но там где	1	1
184	но он уже	1	1
185	в другом месте	1	1
186	один из моментов	1	1
187	не случайно он	1	1
188	типа может быть	1	1
189	т д как	1	1
190	его силы и	1	1
191	в своей работе	1	1
192	на самом же	1	1
193	и относится к	1	1
194	перед тем как	1	1
195	мы будем рассматривать	1	1
196	не знает не	1	1
197	несмотря на то	1	1
198	независимо от того	2	1
199	в нем происходит	1	1
200	видели что в	2	1
201	на ту же	1	1
202	то что они	1	1
203	все те же	1	1
204	здесь еще не	1	1
205	в пределах данного	1	1
206	здесь не только	1	1
207	вследствие чего она	1	1
208	один из его	1	1
209	это еще не	2	1
210	в чем же	1	1
211	тому как в	1	1
212	он во время	1	1
213	то и здесь	2	1
214	все эти вопросы	1	1
215	т е как	1	1
216	вообще не знает	1	1
217	и ничего не	1	1
218	и к нему	1	1
219	миру подобно тому	1	1
220	мы имеем в	4	1
221	говорит об этом	1	1
222	своей основной функции	1	1
223	он все же	3	1
224	и то что	4	1
225	не может поэтому	1	1
226	уже не в	1	1
227	иначе обстоит дело	1	1
228	что мы видим	1	1
229	т е что	1	1
230	в огромном большинстве	1	1
231	и она это	1	1
232	но не для	1	1
233	другими словами к	1	1
234	но здесь мы	1	1
235	с одной стороны	2	1
236	в другом случае	3	1
237	т д но	1	1
238	в следующей главе	1	1
239	так может быть	2	1
240	это и есть	2	1
241	также и в	1	1
242	не только как	1	1
243	после того как	3	1
244	точки зрения нашего	1	1
