N	2gram	Potebnia_M	DiskursI
1	а не	38	60
2	может быть	47	56
3	не только	32	49
4	и в	58	49
5	как и	16	47
6	тогда как	10	47
7	при этом	17	46
8	и не	34	44
9	в том	38	44
10	то есть	69	41
11	том что	21	40
12	в этом	18	38
13	в себе	22	37
14	состоит в	1	37
15	но и	26	35
16	но не	19	31
17	отличие от	1	28
18	со стороны	11	28
19	но в	12	28
20	так и	17	28
21	в отличие	1	27
22	не может	30	27
23	по своей	2	26
24	как в	18	25
25	такого рода	1	24
26	еще не	9	23
27	в своей	3	19
28	все же	11	19
29	в нем	26	19
30	прежде всего	8	19
31	далеко не	4	18
32	то же	13	17
33	в данном	1	17
34	с другой	13	17
35	в мире	3	17
36	по отношению	15	17
37	отношению к	13	17
38	точки зрения	8	16
39	только в	36	16
40	о том	6	15
41	то что	24	15
42	роль в	1	15
43	в его	7	15
44	не менее	10	14
45	можно сказать	1	14
46	одной стороны	6	14
47	с одной	7	14
48	не в	23	14
49	это не	10	14
50	как бы	12	13
51	для него	13	13
52	в целом	3	13
53	в своих	4	12
54	ведет к	1	12
55	в своем	3	12
56	того же	13	12
57	и на	8	12
58	и все	6	12
59	не было	7	11
60	столь же	6	11
61	что в	34	11
62	с его	3	11
63	и как	11	11
64	не столько	3	10
65	для себя	4	10
66	вследствие этого	1	10
67	а в	11	10
68	же время	4	10
69	в них	7	9
70	уже не	4	9
71	себя в	1	9
72	внимание на	3	9
73	между тем	7	9
74	в то	6	9
75	еще в	1	9
76	тем самым	6	9
77	в этих	10	8
78	и даже	4	8
79	к тому	5	8
80	в котором	5	8
81	в противоположность	2	8
82	в творчестве	1	8
83	в одном	13	8
84	в басне	1	8
85	из них	2	8
86	хотя и	6	8
87	в себя	2	8
88	он не	4	8
89	если в	3	8
90	не на	3	8
91	не следует	6	8
92	совпадает с	1	8
93	потому что	89	8
94	этом отношении	1	8
95	человека в	3	8
96	не с	2	8
97	и о	3	8
98	другой стороны	7	7
99	таким образом	21	7
100	что и	16	7
101	тому же	1	7
102	его в	3	7
103	к этому	3	7
104	в этой	3	7
105	могут быть	17	7
106	например в	4	7
107	ни в	2	7
108	в процессе	1	7
109	приводит к	1	7
110	перед нами	1	7
111	ни для	2	7
112	той же	3	7
113	но это	7	7
114	и для	8	7
115	лишь в	2	7
116	в ходе	1	7
117	и ее	1	7
118	и его	7	7
119	не как	4	6
120	одно из	5	6
121	именно в	2	6
122	и того	6	6
123	одна из	4	6
124	крайней мере	6	6
125	никогда не	7	6
126	то в	6	6
127	с точки	4	6
128	в ее	2	6
129	во всех	12	6
130	однако в	4	6
131	в особенности	1	6
132	в сущности	2	6
133	и то	4	6
134	имеет место	4	6
135	значении этого	1	6
136	что он	5	6
137	в которых	2	6
138	по крайней	6	6
139	в истории	8	6
140	что же	3	6
141	здесь не	2	6
142	дело в	3	6
143	времени и	3	6
144	в одной	2	6
145	тому как	8	6
146	и может	5	6
147	отношение к	1	6
148	одного из	3	6
149	в той	1	5
150	зрения на	1	5
151	может служить	2	5
152	в виду	2	5
153	мысль о	8	5
154	по своим	1	5
155	в ряду	6	5
156	выбора между	1	5
157	на мой	1	5
158	было в	1	5
159	в другом	3	5
160	не всегда	2	5
161	значительной степени	3	5
162	не вполне	1	5
163	свою очередь	8	5
164	в прошлом	1	5
165	к ним	3	5
166	сказать что	5	5
167	к себе	1	5
168	несмотря на	5	5
169	проявляется в	2	5
170	для своего	1	5
171	я и	1	5
172	так сказать	5	5
173	же касается	1	5
174	в сторону	1	5
175	мой взгляд	1	5
176	на этом	3	5
177	но при	3	5
178	следует признать	1	5
179	рода в	1	5
180	с ее	2	5
181	тем что	15	5
182	одного и	6	5
183	во второй	1	5
184	во втором	6	5
185	один из	2	5
186	подобно тому	7	5
187	себе не	3	5
188	за пределы	4	5
189	оно не	4	5
190	в свою	8	5
191	известной степени	1	5
192	известного рода	1	5
193	переход от	2	5
194	принадлежит к	1	5
195	при котором	3	5
196	ничего не	2	5
197	того что	15	5
198	того как	12	5
199	о нем	1	5
200	по словам	1	5
201	в ней	9	5
202	не предполагает	1	5
203	в их	3	5
204	и потому	7	5
205	из этих	8	5
206	что касается	2	5
207	но она	3	5
208	стороны и	3	5
209	как будто	2	5
210	не к	1	5
211	в самом	5	4
212	человеческой жизни	1	4
213	практики и	1	4
214	по выражению	1	4
215	в результате	1	4
216	по мере	10	4
217	в первом	5	4
218	ни одна	2	4
219	и до	1	4
220	в жизни	5	4
221	его на	3	4
222	отличается от	1	4
223	во всяком	9	4
224	между двумя	1	4
225	чего не	3	4
226	только на	4	4
227	из виду	2	4
228	и представляет	1	4
229	что они	6	4
230	привело к	1	4
231	указать на	1	4
232	об одном	1	4
233	в произведении	1	4
234	тем не	11	4
235	аналогии с	1	4
236	связи с	6	4
237	не о	1	4
238	будто бы	1	4
239	одним из	2	4
240	что не	15	4
241	не есть	13	4
242	одном из	3	4
243	по себе	24	4
244	и это	3	4
245	в наше	1	4
246	и тем	5	4
247	как это	1	4
248	должны быть	11	4
249	хотя в	3	4
250	и есть	4	4
251	наше время	1	4
252	жизни а	1	4
253	с ним	7	4
254	не ограничивается	3	4
255	из того	3	4
256	не могут	10	4
257	не более	4	4
258	между которыми	1	4
259	можно назвать	1	4
260	к другому	2	4
261	более чем	1	4
262	в современном	1	4
263	для меня	4	4
264	и во	6	4
265	зависит от	6	4
266	мы имеем	1	4
267	не для	2	4
268	в основании	3	4
269	есть в	4	4
270	и др	1	4
271	слова не	2	4
272	или в	4	4
273	в какой	2	4
274	но уже	2	4
275	на его	1	4
276	вследствие чего	1	4
277	а на	2	4
278	того или	1	4
279	может иметь	1	4
280	а к	1	4
281	в полной	1	4
282	для обозначения	2	4
283	и прежде	1	4
284	может и	1	4
285	или напротив	1	4
286	более того	1	4
287	является в	1	3
288	говоря уже	1	3
289	таковы например	1	3
290	рассказ о	1	3
291	дело с	2	3
292	более или	6	3
293	но все	4	3
294	и сам	1	3
295	к другим	3	3
296	там же	9	3
297	их в	2	3
298	в одно	5	3
299	с этим	11	3
300	и предполагает	1	3
301	в действительности	6	3
302	вопрос о	5	3
303	входит в	1	3
304	индивидуального бытия	1	3
305	имея в	3	3
306	на рубеже	1	3
307	как на	5	3
308	понятие о	2	3
309	обнаруживается в	2	3
310	к которому	5	3
311	стремится к	1	3
312	и притом	6	3
313	или не	3	3
314	в которой	5	3
315	на себя	1	3
316	в области	1	3
317	здесь как	1	3
318	но как	4	3
319	одно и	1	3
320	и что	13	3
321	в тех	1	3
322	для человека	3	3
323	но так	1	3
324	то ни	3	3
325	было бы	21	3
326	не будучи	1	3
327	его как	1	3
328	о его	2	3
329	и от	5	3
330	ней в	1	3
331	бы быть	7	3
332	и по	8	3
333	имеет дело	2	3
334	еще одно	1	3
335	принадлежат к	1	3
336	должна быть	4	3
337	речи как	1	3
338	говорящего и	2	3
339	заключается в	3	3
340	отношения к	2	3
341	как не	4	3
342	вместе с	12	3
343	не имеет	9	3
344	да и	1	3
345	роли в	1	3
346	о котором	4	3
347	всей своей	1	3
348	он мог	1	3
349	но оно	3	3
350	и более	3	3
351	языка и	20	3
352	который не	1	3
353	на том	2	3
354	слова и	7	3
355	значение для	1	3
356	на основании	3	3
357	заметить что	7	3
358	тем же	4	3
359	как мы	3	3
360	их с	1	3
361	то она	3	3
362	всяком случае	7	3
363	жизни но	2	3
364	ему в	1	3
365	мог быть	1	3
366	они не	5	3
367	различие между	2	3
368	уже в	5	3
369	мы не	17	3
370	еще и	1	3
371	при встрече	1	3
372	в формах	3	3
373	в полном	2	3
374	с их	1	3
375	место в	3	3
376	что ни	2	3
377	виду что	2	3
378	и без	4	3
379	не подлежит	1	3
380	все эти	3	3
381	или даже	3	3
382	в каждой	1	3
383	об этом	1	3
384	или менее	6	3
385	бы это	1	3
386	мере в	1	3
387	не говоря	1	3
388	том случае	1	3
389	он говорит	1	3
390	а его	3	3
391	как представляется	1	3
392	она не	3	3
393	хотя бы	4	3
394	когда он	1	3
395	в начале	2	3
396	при всем	1	3
397	в большинстве	1	3
398	с человеком	1	3
399	имеет свою	1	3
400	рассматривать как	1	3
401	к ней	3	3
402	указывает на	2	3
403	слова в	7	3
404	жизни и	3	3
405	уже о	1	3
406	для этого	2	3
407	что на	9	3
408	во всем	5	2
409	мы можем	10	2
410	для всех	6	2
411	в душе	28	2
412	различия в	3	2
413	лицу с	1	2
414	с этой	3	2
415	или по	2	2
416	еще более	2	2
417	что делает	1	2
418	мысли и	9	2
419	в некоторых	4	2
420	те же	4	2
421	которое может	2	2
422	нас в	2	2
423	то ли	1	2
424	из ее	1	2
425	переходит к	1	2
426	этом основании	2	2
427	не сможет	1	2
428	следует понимать	1	2
429	быть признана	1	2
430	и с	3	2
431	за ним	2	2
432	которое по	2	2
433	в построении	1	2
434	в собственном	4	2
435	всегда в	1	2
436	приходит в	1	2
437	мысли о	6	2
438	так например	5	2
439	собою не	1	2
440	требует для	1	2
441	не могли	2	2
442	самого субъекта	1	2
443	о которых	5	2
444	в нескольких	1	2
445	для того	8	2
446	и другой	1	2
447	которых не	1	2
448	сознания в	2	2
449	и действия	2	2
450	одной и	4	2
451	а непосредственно	1	2
452	в различных	1	2
453	а между	5	2
454	уже как	1	2
455	самого начала	5	2
456	точке зрения	4	2
457	в чистом	1	2
458	указания на	5	2
459	обратим внимание	1	2
460	человеком и	4	2
461	жизни как	1	2
462	все то	2	2
463	в нашем	2	2
464	на него	6	2
465	по поводу	7	2
466	что даже	2	2
467	общих чертах	1	2
468	деятельности в	2	2
469	к языку	6	2
470	едва ли	1	2
471	не то	3	2
472	своего развития	1	2
473	к нему	2	2
474	в науках	1	2
475	бы то	2	2
476	к общему	4	2
477	той мере	1	2
478	этих двух	1	2
479	этого сказать	1	2
480	к их	2	2
481	мышления и	1	2
482	на язык	7	2
483	должно быть	9	2
484	обратить внимание	2	2
485	при переходе	1	2
486	начала и	1	2
487	ни было	4	2
488	в утверждении	2	2
489	живость и	1	2
490	к категориям	1	2
491	бытия и	3	2
492	человек как	1	2
493	с другими	3	2
494	не от	4	2
495	природу и	2	2
496	как можно	1	2
497	у него	3	2
498	и развития	2	2
499	в разные	2	2
500	что она	3	2
501	как его	1	2
502	но для	1	2
503	очевидно что	5	2
504	человек в	1	2
505	сказать нельзя	1	2
506	же как	1	2
507	большинстве случаев	1	2
508	для человеческого	1	2
509	должно было	1	2
510	служит для	2	2
511	себе и	2	2
512	к мысли	3	2
513	а только	8	2
514	в чем	6	2
515	что как	4	2
516	и понимание	3	2
517	стремясь к	1	2
518	вопроса о	2	2
519	а потом	1	2
520	остается в	1	2
521	в каждом	6	2
522	не имея	2	2
523	лица и	2	2
524	и быть	1	2
525	вообще в	1	2
526	и пространства	1	2
527	при отсутствии	1	2
528	речи и	11	2
529	не заключает	3	2
530	не совпадает	1	2
531	могла бы	5	2
532	только с	1	2
533	бы его	1	2
534	что может	1	2
535	в первой	1	2
536	теми же	1	2
537	они были	1	2
538	его к	3	2
539	а как	3	2
540	развития в	1	2
541	себе как	1	2
542	мы видели	5	2
543	вопросом о	2	2
544	на деле	6	2
545	а потому	14	2
546	к лицу	1	2
547	в последнем	2	2
548	как с	1	2
549	его из	1	2
550	как к	1	2
551	в языке	36	2
552	его с	3	2
553	и при	6	2
554	и должно	2	2
555	не всякий	1	2
556	нашего времени	1	2
557	поэтому в	1	2
558	к различным	1	2
559	в отношении	1	2
560	и делает	1	2
561	то с	1	2
562	и вполне	2	2
563	том и	2	2
564	этом как	1	2
565	сами по	8	2
566	если бы	23	2
567	самом деле	2	2
568	от своего	2	2
569	с таким	3	2
570	не делает	1	2
571	в памяти	3	2
572	и они	2	2
573	в теории	2	2
574	не приводит	1	2
575	влияния на	1	2
576	себя и	3	2
577	как произведение	1	2
578	второго лица	1	2
579	время и	2	2
580	тех же	1	2
581	не имеют	7	2
