1	не только	5	9
2	в этом	15	8
3	и в	28	8
4	и все	9	7
5	что в	4	7
6	но и	9	7
7	то что	7	7
8	и даже	1	6
9	в котором	24	6
10	и с	1	6
11	как и	5	6
12	о нем	4	6
13	в нем	32	6
14	но в	5	6
15	все же	5	6
16	между тем	4	5
17	же время	2	5
18	об этом	1	5
19	не было	8	5
20	и не	28	5
21	в то	3	5
22	то же	5	5
23	о том	3	4
24	как бы	9	4
25	все это	10	4
26	с ним	5	4
27	это не	10	4
28	при этом	4	4
29	в истории	1	4
30	несмотря на	1	4
31	в своих	4	4
32	может быть	45	4
33	в ней	3	4
34	в виду	3	4
35	что он	2	4
36	для нас	4	4
37	я не	6	3
38	и уже	1	3
39	в том	6	3
40	и его	18	3
41	но он	1	3
42	с его	2	3
43	в чем	4	3
44	и о	1	3
45	в своем	17	3
46	он не	6	3
47	тем что	3	3
48	что есть	2	3
49	в этот	1	3
50	на то	1	3
51	том что	4	3
52	в его	42	3
53	его в	5	3
54	к этому	2	3
55	и во	1	3
56	и как	2	3
57	эти слова	1	3
58	никогда не	5	2
59	а с	2	2
60	время и	5	2
61	их в	1	2
62	одна из	1	2
63	в этой	2	2
64	же в	1	2
65	этот человек	1	2
66	но как	5	2
67	место в	6	2
68	этот момент	7	2
69	отношение к	6	2
70	отношения к	1	2
71	на основе	7	2
72	могли быть	1	2
73	отнюдь не	7	2
74	в мире	8	2
75	с точки	10	2
76	для него	13	2
77	и он	1	2
78	не мог	1	2
79	не может	29	2
80	еще не	5	2
81	его и	2	2
82	в себе	21	2
83	рядом с	3	2
84	в это	2	2
85	точки зрения	13	2
86	в момент	3	2
87	меня как	3	2
88	в своей	11	2
89	с которым	1	2
90	к ним	4	2
91	как раз	1	2
92	не менее	3	2
93	и это	12	2
94	в свою	3	2
95	в эту	1	2
96	что я	5	2
97	и т.п	1	2
98	меня но	4	2
99	его с	2	2
100	ко мне	6	2
101	за границей	1	2
102	но это	6	2
103	и то	2	2
104	в него	2	2
105	и ее	2	2
106	уже не	7	2
107	к себе	2	2
108	столь же	1	2
109	это в	1	2
110	в известном	1	2
111	вместе с	1	2
112	а в	5	2
113	же не	1	2
114	его на	2	2
115	том же	1	2
116	в ее	17	1
117	до конца	3	1
118	от них	1	1
119	потому что	2	1
120	совсем не	2	1
121	ближе к	3	1
122	они не	1	1
123	говорить о	2	1
124	и я	6	1
125	тем не	2	1
126	он как	1	1
127	свою очередь	1	1
128	все в	1	1
129	и от	1	1
130	через него	1	1
131	одного и	2	1
132	как к	2	1
133	только как	4	1
134	и эстетический	2	1
135	того что	3	1
136	этот факт	2	1
137	более что	1	1
138	и индивидуальное	1	1
139	ему и	1	1
140	так и	2	1
141	и можно	1	1
142	независимо от	3	1
143	однажды в	1	1
144	и из	1	1
145	этом смысле	3	1
146	нем в	1	1
147	прежде всего	4	1
148	такой же	1	1
149	три строки	1	1
150	я ее	1	1
151	поэтому он	1	1
152	а тем	1	1
153	его жизни	3	1
154	можно говорить	1	1
155	котором он	3	1
156	не будем	1	1
157	только при	1	1
158	себя как	2	1
159	внимание в	1	1
160	но не	12	1
161	людей и	3	1
162	известном смысле	1	1
163	этот процесс	1	1
164	существенно что	2	1
165	их и	1	1
166	именно в	5	1
167	но с	1	1
168	знать и	1	1
169	не знаю	1	1
170	сам этот	2	1
171	ее не	1	1
172	за которую	1	1
173	с прибавлением	1	1
174	есть еще	1	1
175	но я	2	1
176	не был	1	1
177	не могло	1	1
178	во второй	1	1
179	по своей	1	1
180	быть и	3	1
181	момент его	9	1
182	что уже	1	1
183	он принимает	1	1
184	он и	2	1
185	же с	2	1
186	по которой	1	1
187	общее дело	1	1
188	только что	1	1
189	я с	1	1
190	не стоит	1	1
191	человек и	2	1
192	в духе	1	1
193	а это	2	1
194	человека как	1	1
195	содержания в	1	1
196	первая часть	1	1
197	я всегда	1	1
198	не будет	2	1
199	ее и	6	1
200	только от	1	1
201	а их	1	1
202	из всех	1	1
203	правда не	1	1
204	все свои	1	1
205	что этот	3	1
206	в первой	1	1
207	на характер	1	1
208	в составе	2	1
209	вне его	1	1
210	в их	9	1
211	со мной	7	1
