N	2gram	Propp_Isto	Tvorches
1	и в	41	56
2	как бы	8	41
3	в его	4	37
4	в то	6	30
5	то же	12	25
6	не только	30	24
7	но в	7	24
8	как и	8	23
9	то есть	1	23
10	и не	12	23
11	а в	12	23
12	и его	11	23
13	в этом	19	22
14	и т	29	22
15	что в	21	21
16	в том	14	21
17	он не	8	19
18	том что	18	19
19	может быть	19	19
20	потому что	13	19
21	у него	16	18
22	то что	12	18
23	таким образом	15	17
24	и на	12	17
25	что он	29	17
26	т д	25	17
27	все это	9	17
28	при этом	7	16
29	но и	20	16
30	никогда не	16	16
31	как в	17	16
32	прежде всего	6	16
33	не может	19	16
34	и с	4	15
35	xix века	1	15
36	но это	5	15
37	в этой	2	15
38	с его	4	15
39	и даже	3	14
40	это не	14	14
41	там же	3	13
42	о том	15	13
43	а не	9	13
44	в котором	3	12
45	же с	2	12
46	тем самым	3	12
47	в целом	2	12
48	в своей	4	11
49	все же	14	11
50	в самом	2	10
51	представление о	9	10
52	в русской	8	10
53	не в	12	10
54	в конце	4	10
55	только в	10	10
56	когда он	5	10
57	в основном	2	10
58	уже в	4	10
59	так и	8	10
60	но не	8	10
61	как будто	4	10
62	наряду с	2	9
63	а затем	1	9
64	и от	5	9
65	один из	7	9
66	в свою	1	9
67	человека в	1	9
68	в нем	12	9
69	во многом	1	9
70	даже в	2	8
71	именно в	2	8
72	не менее	5	8
73	так же	6	8
74	к этому	5	8
75	хотя и	3	8
76	одним из	1	8
77	вместе с	17	8
78	тогда как	4	8
79	соответствии с	1	8
80	одной из	4	8
81	еще не	13	8
82	в себе	3	8
83	так как	21	8
84	в их	4	8
85	на его	6	8
86	об этом	7	8
87	вовсе не	6	8
88	в лице	1	8
89	в этих	16	7
90	и сам	3	7
91	например в	6	7
92	уже не	8	7
93	казалось бы	1	7
94	в дальнейшем	3	7
95	за собой	2	7
96	что она	6	7
97	и он	8	7
98	в которой	2	7
99	в чем	5	7
100	не случайно	3	7
101	своего рода	7	7
102	самом деле	1	7
103	во сне	2	7
104	еще более	1	6
105	не столько	4	6
106	и как	3	6
107	если он	5	6
108	на эту	1	6
109	хотя бы	1	6
110	одна из	7	6
111	его в	7	6
112	так что	6	6
113	и ее	6	6
114	героя в	3	6
115	и далее	1	6
116	с ним	9	6
117	если бы	3	6
118	и все	6	6
119	приводит к	1	6
120	в книге	5	6
121	все эти	8	6
122	более не	1	5
123	и другие	10	5
124	в пользу	1	5
125	в них	4	5
126	что этот	4	5
127	с другой	20	5
128	больше не	1	5
129	приходит к	4	5
130	по отношению	3	5
131	отметить что	2	5
132	в своем	3	5
133	в одной	3	5
134	во всей	1	5
135	все время	2	5
136	из них	2	5
137	что они	5	5
138	что у	6	5
139	на него	3	5
140	в ее	3	5
141	что и	13	5
142	не было	3	5
143	что не	3	5
144	в таком	1	5
145	я не	1	5
146	и это	9	5
147	и у	3	5
148	а с	3	5
149	героя и	5	5
150	что это	6	5
151	т п	1	5
152	если не	4	5
153	дело не	5	5
154	значит что	3	5
155	показывает что	12	5
156	однако это	1	5
157	не так	4	5
158	та же	5	5
159	с этим	3	5
160	не имеют	3	5
161	начиная с	2	5
162	в образе	4	5
163	но если	2	5
164	тот же	2	5
165	ничего не	7	5
166	мы не	10	5
167	в литературе	2	5
168	как у	2	5
169	в виде	5	5
170	но с	2	5
171	но эта	2	5
172	в ту	1	5
173	и по	7	5
174	и других	2	5
175	что я	2	5
176	это как	2	5
177	как он	11	5
178	отношению к	3	5
179	с этой	7	4
180	говорит о	2	4
181	него в	1	4
182	с собой	7	4
183	на земле	6	4
184	тем что	11	4
185	так в	10	4
186	восходит к	3	4
187	но эти	3	4
188	представляет собой	8	4
189	только на	2	4
190	и когда	2	4
191	превращается в	10	4
192	не вполне	5	4
193	рассказывает о	1	4
194	утверждал что	1	4
195	с большим	1	4
196	что все	1	4
197	точки зрения	4	4
198	это значит	3	4
199	это прежде	1	4
200	к нему	8	4
201	мы видим	14	4
202	и потому	1	4
203	с точки	1	4
204	однако этот	1	4
205	и через	2	4
206	не знает	2	4
207	что его	2	4
208	который в	1	4
209	же как	6	4
210	сих пор	5	4
211	в каждом	1	4
212	тут же	2	4
213	не означает	1	4
214	не мог	1	4
215	как это	6	4
216	этот вопрос	3	4
217	ту же	3	4
218	как известно	1	4
219	однако в	2	4
220	могут быть	3	4
221	о его	1	4
222	и есть	2	4
223	до сих	4	4
224	известно что	3	4
225	этой книги	1	4
226	с ними	2	4
227	в которых	2	4
228	перед нами	4	4
229	его и	1	4
230	в основе	2	4
231	и более	2	4
232	связана с	4	4
233	на землю	4	4
234	при помощи	6	4
235	того что	7	4
236	связан с	5	4
237	зависит от	1	4
238	же не	2	4
239	он же	2	4
240	дело в	1	4
241	он говорит	4	4
242	отличие от	1	4
243	но он	4	4
244	в частности	3	4
245	еще в	3	4
246	далеко не	3	4
247	у нее	3	4
248	такой же	3	4
249	и наконец	6	4
250	что на	1	4
251	и к	1	3
252	от него	6	3
253	только что	1	3
254	кроме того	6	3
255	в комнату	1	3
256	другой стороны	17	3
257	но что	2	3
258	по себе	2	3
259	связь с	7	3
260	людей и	1	3
261	мысль о	1	3
262	в мир	1	3
263	в жизни	2	3
264	к самому	2	3
265	отличается от	4	3
266	так например	5	3
267	к тому	4	3
268	на все	1	3
269	во всяком	3	3
270	можно сказать	3	3
271	больше чем	2	3
272	с полным	1	3
273	в свете	4	3
274	д в	3	3
275	вот почему	1	3
276	в этот	1	3
277	может служить	1	3
278	точно так	2	3
279	как она	1	3
280	в одном	2	3
281	перед ним	2	3
282	с другим	1	3
283	это означало	1	3
284	бога и	1	3
285	сказать что	5	3
286	то в	1	3
287	на протяжении	1	3
288	собой в	1	3
289	к себе	4	3
290	мы знаем	4	3
291	то у	1	3
292	тому же	1	3
293	как по	1	3
294	для того	2	3
295	полным правом	1	3
296	на себя	3	3
297	не есть	1	3
298	герой в	2	3
299	него есть	3	3
300	всяком случае	3	3
301	эти слова	1	3
302	совсем не	1	3
303	и тем	4	3
304	но зато	1	3
305	должны быть	4	3
306	и что	15	3
307	как уже	1	3
308	вот в	2	3
309	его как	2	3
310	и др	4	3
311	его к	2	3
312	там где	7	3
313	от ее	1	3
314	в один	2	3
315	пришел к	2	3
316	вплоть до	2	3
317	во второй	1	3
318	образом и	3	3
319	а теперь	1	3
320	если в	3	3
321	на западе	2	3
322	его с	2	3
323	живет в	2	3
324	был бы	1	3
325	для себя	1	3
326	от этой	1	3
327	ее и	2	3
328	сводится к	3	3
329	себе не	2	3
330	и рассказы	1	3
331	до этого	1	3
332	вряд ли	1	3
333	никто не	2	3
334	о котором	1	3
335	со стороны	3	3
336	т с	1	3
337	и если	4	3
338	автора и	1	3
339	и тогда	1	3
340	и до	2	3
341	сами по	1	3
342	как мы	6	3
343	на этот	4	3
344	только с	1	3
345	друг друга	2	3
346	во времени	1	3
347	но на	1	3
348	что оно	1	3
349	нет ни	2	3
350	сам себя	2	3
351	в й	1	3
352	и вот	2	3
353	он и	3	3
354	ее в	3	3
355	у нас	4	3
356	мы находим	1	3
357	не существует	1	3
358	или в	11	3
359	иного рода	1	3
360	этого вопроса	2	3
361	но уже	1	3
362	от месяца	2	3
363	не все	4	3
364	этого он	2	3
365	не по	2	3
366	нельзя не	1	3
367	в ней	4	3
368	по этому	3	3
369	из этих	6	3
370	в него	4	3
371	а по	2	3
372	и их	1	3
373	не с	2	3
374	с ее	1	3
375	в начале	2	3
376	в другом	2	3
377	дает ему	2	3
378	отношение к	6	3
379	к ней	3	3
380	бы он	1	3
381	во многих	2	3
