N	2gram	Tiupa_Narr	Stilisti
1	и в	22	42
2	как бы	11	30
3	не только	50	28
4	и т.п	11	25
5	прежде всего	7	22
6	и т.д	7	21
7	хотя бы	4	18
8	внутренней речи	3	18
9	то же	12	16
10	но и	39	16
11	и не	34	14
12	может быть	24	13
13	не может	16	13
14	как и	15	12
15	что мы	2	11
16	мы уже	1	11
17	точки зрения	8	11
18	ситуации и	2	10
19	в этом	23	10
20	в себе	14	10
21	и как	4	10
22	мы должны	1	10
23	как мы	3	10
24	отнюдь не	6	10
25	мы не	5	9
26	при этом	31	9
27	все же	10	9
28	то что	14	9
29	для того	4	9
30	в то	9	9
31	таким образом	5	8
32	так как	1	8
33	с тем	1	8
34	в ней	5	8
35	тем самым	9	8
36	с его	6	8
37	ничего не	8	8
38	и на	5	7
39	так и	12	7
40	мы можем	2	7
41	только в	23	7
42	речевого взаимодействия	1	7
43	в которой	2	7
44	зависимости от	3	7
45	и его	12	7
46	потому что	7	7
47	того чтобы	7	7
48	другими словами	1	7
49	и тем	9	7
50	же время	7	7
51	было бы	2	7
52	той же	2	7
53	и от	3	7
54	в зависимости	3	7
55	а не	27	7
56	никогда не	8	7
57	во всех	2	6
58	в его	12	6
59	не в	12	6
60	говорящего и	2	6
61	в нем	9	6
62	в конце	4	6
63	в процессе	2	6
64	но ведь	1	6
65	и так	1	6
66	бы в	2	6
67	точкой зрения	1	6
68	в свою	4	6
69	речи и	1	6
70	с помощью	2	6
71	если б	1	6
72	одно и	2	6
73	в форме	7	6
74	в этой	8	6
75	точку зрения	3	6
76	слова в	4	6
77	мы будем	1	6
78	или иной	6	6
79	в области	4	6
80	в той	4	5
81	в самом	8	5
82	то есть	15	5
83	уже в	1	5
84	с точки	2	5
85	не является	7	5
86	все время	2	5
87	самом деле	4	5
88	но все	1	5
89	и с	3	5
90	но в	10	5
91	тому что	4	5
92	вместе с	3	5
93	точек зрения	2	5
94	своей жизни	2	5
95	того или	3	5
96	а с	2	5
97	мы увидим	1	5
98	слова и	1	5
99	как это	7	5
100	и является	2	5
101	а в	19	5
102	у которого	1	5
103	же самое	3	5
104	в нашем	4	5
105	в сознании	6	5
106	и то	3	5
107	или иного	3	5
108	и наконец	2	5
109	мы видели	1	5
110	и к	7	4
111	один из	8	4
112	общения в	1	4
113	слов в	2	4
114	что это	4	4
115	на него	4	4
116	все это	1	4
117	в качестве	27	4
118	в одном	5	4
119	с появлением	2	4
120	его в	1	4
121	слова как	1	4
122	если бы	9	4
123	и все	7	4
124	в слове	4	4
125	так сказать	4	4
126	к своему	2	4
127	у нас	4	4
128	да и	5	4
129	уже не	11	4
130	к тому	13	4
131	о том	5	4
132	и без	1	4
133	вопроса о	1	4
134	той или	7	4
135	можно сказать	11	4
136	языка и	1	4
137	не существует	3	4
138	зрения в	1	4
139	о своей	3	4
140	так называемые	1	4
141	его внутренней	3	4
142	заключает в	2	4
143	можно было	2	4
144	свою очередь	2	4
145	так же	2	4
146	лишь в	3	4
147	в целом	5	4
148	себя в	4	4
149	в данной	2	4
150	тем же	3	4
151	слово не	1	4
152	не знаем	1	4
153	что именно	2	4
154	повествования о	1	4
155	точка зрения	5	4
156	не просто	2	4
157	того что	7	4
158	не к	4	4
159	что было	1	3
160	внутренней жизни	1	3
161	представить себе	3	3
162	ответ на	6	3
163	и здесь	3	3
164	та же	2	3
165	что у	6	3
166	зрения на	2	3
167	приближается к	1	3
168	совершенно не	1	3
169	для нас	2	3
170	и вот	2	3
171	которое может	2	3
172	в том	20	3
173	отношения к	1	3
174	несмотря на	1	3
175	для него	8	3
176	хотя и	8	3
177	в ее	4	3
178	и внешней	1	3
179	из которых	1	3
180	на самом	1	3
181	и уже	4	3
182	что и	3	3
183	в виду	2	3
184	быть может	1	3
185	между ними	3	3
186	и само	1	3
187	но что	1	3
188	в будущем	1	3
189	связи с	3	3
190	и даже	4	3
191	нам в	1	3
192	здесь мы	1	3
193	в основе	1	3
194	жизни это	2	3
195	сознания не	1	3
196	содержание и	1	3
197	но для	5	3
198	всякого высказывания	1	3
199	высказывания как	1	3
200	все эти	3	3
201	как в	9	3
202	по своему	3	3
203	человеческой речи	1	3
204	том что	15	3
205	вследствие этого	1	3
206	роль в	4	3
207	об этом	8	3
208	слова о	1	3
209	перед нами	9	3
210	еще не	6	3
211	но при	5	3
212	только благодаря	1	3
213	его и	2	3
214	в потоке	1	3
215	нуждается в	1	3
216	а к	3	3
217	в котором	3	3
218	если не	4	3
219	зрения как	2	3
220	т.п и	2	3
221	связь и	1	3
222	между тем	5	3
223	во второй	2	3
224	не знает	2	3
225	в частности	23	3
226	только на	4	3
227	не с	1	3
228	в тех	1	3
229	о своем	2	3
230	в начале	4	3
231	целый ряд	1	3
232	конце фразы	1	3
233	и слово	1	3
234	их в	4	3
235	не становится	1	3
236	не будет	2	3
237	сказать что	5	3
238	главным образом	1	3
239	высказывания в	3	3
240	может показаться	1	3
241	в голову	1	3
242	необходимо чтобы	1	3
243	жизни и	7	3
244	и внутренняя	1	3
245	знакомства с	1	3
246	к той	1	3
247	у них	1	3
248	не мог	7	3
249	и для	4	3
250	это не	6	3
251	из них	4	3
252	события и	1	2
253	находятся в	1	2
254	для всех	1	2
255	в душе	3	2
256	и он	8	2
257	очевидно что	1	2
258	ничем не	1	2
259	от ситуации	1	2
260	что иное	1	2
261	как с	1	2
262	речи но	1	2
263	суде и	1	2
264	художественного высказывания	2	2
265	должно быть	1	2
266	зависит от	3	2
267	и вследствие	1	2
268	теперь же	1	2
269	и потому	2	2
270	каждый из	3	2
271	мы имеем	6	2
272	еще более	1	2
273	другого человека	2	2
274	своего героя	1	2
275	этом отношении	5	2
276	с ним	6	2
277	о чем	6	2
278	но как	3	2
279	для них	2	2
280	в отношении	1	2
281	с другими	1	2
282	как нечто	1	2
283	с собой	2	2
284	но это	2	2
285	ни слова	2	2
286	в их	1	2
287	речь но	1	2
288	о них	5	2
289	и сознания	1	2
290	сказать не	1	2
291	а на	2	2
292	связь с	1	2
293	в своих	2	2
294	установки на	1	2
295	не было	3	2
296	в предыдущей	1	2
297	на этот	2	2
298	материал для	1	2
299	или в	7	2
300	не обладает	1	2
301	из двух	1	2
302	к чему	3	2
303	прежде чем	1	2
304	всех его	2	2
305	но не	7	2
306	тем что	1	2
307	или хотя	1	2
308	он говорит	1	2
309	же слово	1	2
310	в жизни	9	2
311	что перед	1	2
312	в связи	3	2
313	ясно что	2	2
314	как не	1	2
