N	3gram	Potebnia_M	Morfolog
1	и т д	6	60
2	не может быть	11	9
3	в связи с	2	9
4	таким образом мы	1	7
5	по отношению к	13	7
6	с точки зрения	3	6
7	тем не менее	10	6
8	подобно тому как	7	5
9	с другой стороны	7	5
10	в том что	18	4
11	на самом деле	2	4
12	не могут быть	5	4
13	к тому что	2	4
14	но все же	2	4
15	может быть названо	5	4
16	на то что	3	3
17	в большинстве случаев	1	3
18	о том что	1	3
19	в собственном смысле	2	3
20	как и в	3	3
21	для того чтобы	4	3
22	в то время	3	3
23	бы то ни	2	3
24	прежде всего следует	1	3
25	в том случае	1	3
26	в первом случае	1	3
27	далеко не все	1	3
28	то время как	1	3
29	и тем не	1	2
30	о том как	1	2
31	но если это	1	2
32	мы увидим что	3	2
33	то что в	2	2
34	можно заметить что	2	2
35	потому что его	1	2
36	тем и другим	1	2
37	более или менее	6	2
38	друг на друга	2	2
39	том случае если	1	2
40	со стороны их	1	2
41	же может быть	1	2
42	т д в	1	2
43	не что иное	2	2
44	друг за другом	1	2
45	можно было бы	1	2
46	точно так же	1	2
47	и таким образом	1	2
48	которое может быть	1	2
49	и в других	1	2
50	но так как	1	2
51	то ни было	1	2
52	там где оно	2	2
53	во всяком случае	7	2
54	что иное как	2	2
55	с одной стороны	6	2
56	в этом отношении	1	2
57	вопрос о том	1	2
58	то прежде всего	1	2
59	друг к другу	1	2
60	можно себе представить	2	1
61	на вопрос что	1	1
62	но то что	1	1
63	быть приведены в	1	1
64	и не с	1	1
65	том как эти	1	1
66	их и не	1	1
67	имеет ничего общего	1	1
68	т д и	1	1
69	в свою очередь	8	1
70	и тот же	1	1
71	из причин того	1	1
72	могут быть названы	3	1
73	которые не могут	2	1
74	будем в состоянии	1	1
75	том что все	1	1
76	чем перейти к	1	1
77	т д то	1	1
78	ни одна не	1	1
79	это будет видно	1	1
80	приходим к заключению	1	1
81	вслед за этим	1	1
82	в применении к	3	1
83	между собою так	1	1
84	то что он	1	1
85	могут быть приведены	1	1
86	и может быть	4	1
87	то же в	2	1
88	которые должны быть	2	1
89	хотя оно как	1	1
90	того или другого	1	1
91	один и тот	1	1
92	здесь как и	1	1
93	а не по	1	1
94	не более как	3	1
95	от того как	1	1
96	что же касается	1	1
97	она могла бы	1	1
98	вопрос на каком	1	1
99	с этой точки	2	1
100	в некоторых случаях	2	1
101	может быть продолжен	1	1
102	и независимо от	2	1
103	то с другой	1	1
104	только в том	7	1
105	во что бы	1	1
106	потому что в	5	1
107	однако заметить что	1	1
108	не должно считаться	1	1
109	могло бы быть	1	1
110	более и более	2	1
111	в то же	3	1
112	решить вопрос о	1	1
113	и многое другое	1	1
114	на этот вопрос	2	1
115	ниже мы постараемся	1	1
116	дает нам возможность	1	1
117	то это не	2	1
118	в таком случае	4	1
119	можем заметить что	1	1
120	они ни были	2	1
121	прежде чем перейти	1	1
122	на этом основании	2	1
123	же в результате	1	1
124	ни были разнообразны	1	1
125	в противном случае	3	1
126	что бы то	1	1
127	до сих пор	5	1
128	не потому что	1	1
129	все более и	2	1
130	во всех случаях	1	1
131	там где есть	1	1
132	все органические существа	1	1
133	таким образом что	2	1
134	еще заметить что	1	1
135	это нисколько не	1	1
136	если бы мы	1	1
137	с другой не	1	1
138	во всех этих	1	1
139	если же в	1	1
140	которые могут быть	2	1
141	и в нашем	1	1
142	а потому что	2	1
143	бы они ни	2	1
144	она может быть	1	1
145	но оно имеет	1	1
146	так как во	2	1
147	с самого начала	5	1
148	том что он	1	1
149	может быть названа	1	1
150	не имеет ничего	1	1
151	это было бы	2	1
152	что в других	1	1
153	мы можем заметить	1	1
154	этой точки зрения	1	1
155	между тем в	2	1
156	может быть достигнуто	1	1
157	и там где	1	1
158	с тех пор	1	1
159	заметить что при	1	1
160	это значит что	1	1
161	и в какой	1	1
162	в одном случае	1	1
163	следует еще заметить	1	1
164	то что они	1	1
165	во втором случае	1	1
166	то же время	3	1
167	не то что	1	1
168	но это не	2	1
169	что и в	4	1
170	после того как	3	1
171	мы не можем	2	1
172	что несмотря на	1	1
173	и в этой	1	1
174	было бы сказать	1	1
175	то ни стало	1	1
