N	3gram	Tiupa_Anal	KulturaY
1	для того чтобы	1	38
2	с точки зрения	2	36
3	в том что	12	33
4	в самом деле	1	29
5	можно было бы	1	25
6	тем не менее	3	19
7	во всяком случае	6	19
8	с другой стороны	7	17
9	в зависимости от	1	16
10	до сих пор	1	14
11	в том чтобы	2	14
12	по отношению к	9	13
13	по крайней мере	5	13
14	в связи с	1	12
15	не может быть	2	11
16	в этом отношении	3	11
17	в этом смысле	1	10
18	о том что	7	10
19	того или иного	5	9
20	не в том	1	8
21	само по себе	1	8
22	на самом деле	1	8
23	не только в	5	8
24	в этом случае	1	8
25	до тех пор	1	7
26	а с другой	1	7
27	в свою очередь	7	7
28	с одной стороны	3	7
29	после того как	1	7
30	хотя бы и	1	6
31	в отличие от	5	6
32	к тому же	7	6
33	то же время	7	6
34	той или иной	6	6
35	было бы сказать	1	6
36	в то же	7	6
37	не говоря уже	1	6
38	в свое время	4	6
39	говоря уже о	1	5
40	дело не в	1	5
41	так и в	1	5
42	речь идет о	2	5
43	в соответствии с	2	5
44	в данном случае	11	5
45	что же касается	1	5
46	тем более что	1	5
47	на этот вопрос	1	5
48	лишь в том	1	4
49	в конечном счете	5	4
50	так или иначе	5	4
51	сам по себе	2	4
52	том что он	2	4
53	в первом случае	1	4
54	смысле этого слова	1	4
55	и того же	4	4
56	а в том	2	4
57	состоит в том	2	4
58	одного и того	4	4
59	заключается в том	1	4
60	только то что	1	4
61	точно так же	1	4
62	тот или иной	3	4
63	все той же	2	3
64	в таком случае	2	3
65	в конце концов	1	3
66	тех или иных	1	3
67	тех случаях когда	1	3
68	как раз и	1	3
69	в известном смысле	2	3
70	в тех случаях	1	3
71	сама по себе	3	3
72	т е к	2	3
73	на себя внимание	1	3
74	в то время	1	3
75	уже не может	1	3
76	в противном случае	2	3
77	состоит не в	1	3
78	при этом что	2	3
79	что и в	1	3
80	не только как	1	3
81	не могут быть	1	3
82	в таких случаях	1	3
83	обратить внимание на	1	3
84	но с другой	1	3
85	что он не	2	2
86	в той или	2	2
87	и прежде всего	2	2
88	в применении к	1	2
89	в большинстве случаев	1	2
90	в каждом из	1	2
91	в том-то и	1	2
92	обращает на себя	1	2
93	конечном счете к	1	2
94	и тот же	1	2
95	друг от друга	1	2
96	но они не	1	2
97	по природе своей	3	2
98	что в них	1	2
99	одних и тех	2	2
100	и тех же	2	2
101	в особенности же	1	2
102	между тем как	1	2
103	хотя и не	1	2
104	а не с	1	2
105	это все же	1	2
106	из того что	1	2
107	не должно быть	1	2
108	и в том	1	2
109	в одном из	1	2
110	но он не	1	2
111	же в сущности	1	2
112	так и не	5	2
113	один и тот	1	2
114	том или ином	1	2
115	можно сказать что	2	2
116	и той же	2	2
117	таким образом в	1	2
118	и в особенности	1	2
119	не более чем	2	2
120	не что иное	1	2
121	то у нас	1	2
122	одной и той	2	2
123	тем или иным	2	2
124	что иное как	1	2
125	едва ли не	3	2
126	в самом широком	1	2
127	к этому же	1	2
128	должны были бы	1	1
129	это имеет место	1	1
130	уст в уста	1	1
131	может быть это	1	1
132	после чего следует	1	1
133	в сочетании с	4	1
134	что она не	1	1
135	себе еще не	1	1
136	то ни другое	1	1
137	ни то ни	1	1
138	как раз не	1	1
139	отнюдь не является	1	1
140	а всего лишь	4	1
141	войне и мире	2	1
142	в рамках одного	2	1
143	а на деле	1	1
144	могли бы служить	1	1
145	к числу таких	1	1
146	то что не	1	1
147	ничего не говорит	1	1
148	в повседневную жизнь	1	1
149	а в ее	1	1
150	в соответствии со	3	1
151	в силу своей	1	1
152	крайней мере в	2	1
153	таким же образом	1	1
154	дело и в	1	1
155	они не могут	1	1
156	новелла с накоплением	1	1
157	прошлом и тем	1	1
158	в качестве одного	1	1
159	тесно связывается с	1	1
160	которые могли бы	1	1
161	однако с другой	1	1
162	уже по одному	1	1
163	во втором случае	1	1
164	его как и	1	1
165	и роман и	1	1
166	именно потому что	1	1
167	лишь в самом	1	1
168	есть не что	1	1
169	не для того	1	1
170	по себе еще	1	1
171	как это имеет	1	1
172	том что мы	1	1
173	а тем более	2	1
174	не так уж	1	1
175	и тем самым	2	1
176	в частности и	1	1
177	в том или	1	1
178	в его собственном	1	1
179	здесь как бы	1	1
180	каждом из этих	1	1
181	в этой роли	1	1
182	тот же вопрос	1	1
183	они как бы	1	1
184	не только не	3	1
185	что в этом	1	1
186	исходит из того	1	1
187	есть одна из	1	1
188	до того что	1	1
189	значении этого слова	1	1
190	с тех пор	1	1
191	не нуждается в	1	1
192	лицом к лицу	1	1
193	сжатая сюжетная новелла	1	1
194	могут и должны	1	1
195	тех пор как	1	1
196	этого слова не	1	1
197	но еще и	1	1
198	в связь с	1	1
199	и должны быть	1	1
200	было бы ошибочно	1	1
201	в значительной степени	3	1
202	и в этой	1	1
203	он так и	1	1
204	сюжетная новелла с	1	1
205	может и не	1	1
206	по себе достаточно	1	1
207	в этих случаях	1	1
208	с тем же	1	1
209	является не только	1	1
210	не удивительно что	2	1
211	качестве одного из	1	1
212	дело не с	1	1
213	и далее в	1	1
214	не столько в	1	1
215	но и в	2	1
216	к тому времени	1	1
217	хотел бы быть	1	1
218	не последнюю роль	1	1
219	накоплением веса к	1	1
220	позицию по отношению	1	1
221	а не как	1	1
222	с накоплением веса	1	1
223	ту или иную	1	1
224	как и в	6	1
225	в целом ряде	1	1
226	к одному из	1	1
227	к выводу что	1	1
228	видим что в	1	1
229	в статье о	1	1
230	я не мог	1	1
231	одна из наиболее	1	1
232	может быть указан	1	1
233	здесь сводится к	1	1
234	те же моменты	1	1
235	о чем свидетельствует	1	1
236	и может быть	1	1
237	в войне и	2	1
238	и здесь мы	1	1
239	в одной из	2	1
240	в этом его	1	1
241	одно из самых	1	1
242	веса к развязке	1	1
243	однако что и	1	1
244	именно в этом	1	1
245	дело в том	3	1
246	мы будем иметь	1	1
247	и все его	1	1
248	однако и в	1	1
249	это уже не	1	1
250	не столько к	1	1
251	лучше было бы	1	1
252	предлогов союзов и	1	1
253	зрения мы и	1	1
254	в сущности не	1	1
255	и то что	2	1
256	по существу всякая	1	1
257	имеет в своем	1	1
258	и в слове	1	1
259	в году но	1	1
260	и все же	1	1
261	тогда как в	3	1
262	из уст в	1	1
263	то что они	1	1
264	но и как	1	1
265	далеко не всегда	1	1
266	если бы он	1	1
267	что несмотря на	2	1
268	в сущности говоря	1	1
269	на первом месте	1	1
