N	3gram	Vygotskiy_	VLabPisa
1	в этом отношении	7	14
2	не может быть	4	8
3	с другой стороны	8	8
4	по отношению к	19	7
5	более или менее	1	6
6	в том что	33	5
7	в зависимости от	2	5
8	в то же	1	5
9	вместе с тем	4	4
10	равно как и	1	4
11	можно сказать что	7	4
12	не было бы	1	4
13	в силу этого	1	4
14	не могут быть	3	4
15	в связи с	6	4
16	к тому что	5	4
17	мы видели что	2	3
18	о том как	3	3
19	для того чтобы	20	3
20	о том что	7	3
21	подобно тому как	6	3
22	в этой области	3	3
23	хотя бы в	2	3
24	одной стороны и	2	2
25	не только для	1	2
26	во всяком случае	2	2
27	от того что	6	2
28	в том чтобы	3	2
29	и в другом	3	2
30	этой точки зрения	7	2
31	в этом процессе	1	2
32	в том числе	2	2
33	нет никаких оснований	2	2
34	в этом и	2	2
35	таким образом в	2	2
36	уже по одному	5	2
37	чуть ли не	1	2
38	мы знаем что	2	2
39	до сих пор	3	2
40	не только не	7	2
41	этом и заключается	2	2
42	в конце концов	2	2
43	том числе и	2	2
44	что все эти	1	2
45	по одному тому	2	2
46	не только в	1	2
47	и никогда не	1	2
48	не может не	3	2
49	по этому вопросу	1	2
50	только в том	2	2
51	только то что	2	2
52	в другом месте	4	2
53	одному тому что	2	2
54	с одной стороны	10	2
55	всего сказанного выше	1	2
56	все эти явления	1	2
57	можно было бы	8	2
58	после того как	1	2
59	и в процессе	1	2
60	и не может	3	2
61	так же как	9	1
62	того момента когда	1	1
63	что он не	3	1
64	на вопрос что	1	1
65	одним из главнейших	1	1
66	но то же	1	1
67	как это и	1	1
68	в свою очередь	4	1
69	и протекает по	1	1
70	в одном и	1	1
71	развиваются как бы	1	1
72	вместе с этим	1	1
73	в том же	1	1
74	того или иного	1	1
75	если так то	1	1
76	которая уже сама	1	1
77	той или иной	1	1
78	того обстоятельства что	1	1
79	этой области не	1	1
80	думается что все	1	1
81	но вместе с	3	1
82	после всего сказанного	1	1
83	в применении к	1	1
84	том смысле что	1	1
85	обратил внимание на	1	1
86	в какой мере	1	1
87	мы видим что	2	1
88	в этом заключается	2	1
89	и связанное с	1	1
90	на то что	5	1
91	и может быть	1	1
92	но и в	1	1
93	и ту же	1	1
94	это явствует из	1	1
95	в том смысле	1	1
96	этими двумя полюсами	1	1
97	имеет свою внутреннюю	2	1
98	в этом смысле	5	1
99	по сравнению с	9	1
100	того что мы	2	1
101	приводят нас к	2	1
102	в результате этого	1	1
103	один из них	2	1
104	может быть даже	1	1
105	с работы над	1	1
106	предполагает наличие не	1	1
107	имеем в виду	1	1
108	является для него	1	1
109	одной из основных	2	1
110	то время как	4	1
111	мы говорим о	2	1
112	в которой он	1	1
113	в этом случае	5	1
114	говоря уже о	1	1
115	приходит в результате	1	1
116	с этой точки	7	1
117	то что в	1	1
118	может быть в	1	1
119	в самом деле	6	1
120	и тем более	2	1
121	как один из	1	1
122	идет дальше и	1	1
123	не могут иметь	1	1
124	значит что он	3	1
125	не отличается от	1	1
126	него могут быть	1	1
127	только в пределах	3	1
128	не значит что	1	1
129	что в своем	1	1
130	имеет свою историю	1	1
131	этому вопросу и	1	1
132	в результате уже	1	1
133	решение этой проблемы	1	1
134	того чтобы понять	1	1
135	в то время	4	1
136	мы встречаемся с	1	1
137	это происходит в	1	1
138	у него еще	2	1
139	чтобы ответить на	1	1
140	тех или иных	2	1
141	и то же	1	1
142	на этот вопрос	5	1
143	исследования не только	1	1
144	свою внутреннюю логику	1	1
145	не говоря уже	1	1
146	что один из	1	1
147	сами по себе	1	1
148	кроме того что	2	1
149	как это мы	2	1
150	таким образом можно	1	1
151	уже сама по	1	1
152	что мы определили	1	1
153	того как он	2	1
154	ничего общего с	3	1
155	и в их	1	1
156	то что должно	1	1
157	как видим для	1	1
158	что мы имеем	1	1
159	именно в этом	3	1
160	что для того	1	1
161	не заключается в	1	1
162	отношению к этим	1	1
163	есть одно и	1	1
164	ответ на этот	2	1
165	одно и то	1	1
166	что он в	1	1
167	в прямом смысле	1	1
168	мы только что	1	1
169	том что мы	1	1
170	на основе этого	1	1
171	по аналогии с	2	1
172	не подлежит сомнению	1	1
173	и вместе с	1	1
174	между этими двумя	2	1
175	если можно так	1	1
176	это и значит	1	1
177	что оно является	2	1
178	в данном случае	3	1
179	толстой но и	1	1
180	говорит об этом	1	1
181	тому же выводу	1	1
182	что они не	1	1
183	что во всех	1	1
184	к тому же	1	1
185	и по отношению	1	1
186	же как и	2	1
187	то же самое	7	1
188	сама по себе	4	1
189	было бы совершенно	1	1
190	но все же	2	1
191	этом отношении может	1	1
192	что должно быть	3	1
193	совершенно очевидно что	1	1
194	это особенно часто	1	1
195	в начале этой	1	1
196	вопрос о том	4	1
197	а не только	1	1
198	таким образом и	1	1
199	только тогда когда	2	1
200	оно может быть	1	1
201	имеем дело с	1	1
202	те или иные	1	1
203	если бы он	1	1
204	мы имеем дело	2	1
205	лежит в основе	2	1
206	можно так выразиться	1	1
